;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000419227_90_90;0.399;0.42;0.301;0.301;0.4;0.415;0.386;0.562;0.425;0.286;1.0;0.409;0.417;0.434;0.096;0.333;0.217;0.414;0.409;0.414;0.22;0.295;0.415;0.473;0.302;0.297;0.299;0.0;0.113;0.299;0.306;0.425;0.399;0.409;0.21;0.406;0.409;0.0;0.192;0.622;0.295;0.0;0.299;0.292;0.342;0.182;0.0;0.0;0.274
ENST00000419354_90_90;0.958;0.906;0.796;0.773;0.952;0.918;0.23;0.705;0.963;0.117;0.409;1.0;0.171;0.944;0.039;0.136;0.714;0.288;1.0;0.917;0.723;0.123;0.198;0.46;0.78;0.796;0.79;0.448;0.601;0.767;0.767;0.96;0.949;0.996;0.744;0.989;0.996;0.032;0.395;0.617;0.776;0.111;0.762;0.786;0.144;0.144;0.24;0.322;0.738
ENST00000419553_90_90;0.167;0.175;0.114;0.117;0.167;0.173;0.742;0.235;0.177;0.687;0.417;0.171;1.0;0.181;0.231;0.799;0.0;0.0;0.171;0.173;0.0;0.212;0.862;0.182;0.115;0.113;0.114;0.0;0.0;0.117;0.117;0.177;0.167;0.171;0.0;0.169;0.171;0.0;0.0;0.277;0.114;0.0;0.116;0.113;0.626;0.0;0.0;0.0;0.091
ENST00000422288_90_90;0.904;0.853;0.748;0.725;0.898;0.932;0.179;0.649;0.979;0.124;0.434;0.944;0.181;1.0;0.042;0.145;0.72;0.278;0.944;0.931;0.729;0.13;0.185;0.412;0.733;0.749;0.743;0.474;0.636;0.721;0.72;0.976;0.894;0.94;0.693;0.933;0.94;0.034;0.419;0.619;0.729;0.118;0.716;0.739;0.152;0.095;0.254;0.341;0.691
ENST00000434148_90_90;0.039;0.04;0.0;0.0;0.039;0.04;0.171;0.054;0.041;0.336;0.096;0.039;0.231;0.042;1.0;0.289;0.0;0.0;0.039;0.04;0.0;0.0;0.199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041;0.039;0.039;0.0;0.039;0.039;0.0;0.0;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000436682_90_90;0.133;0.14;0.085;0.087;0.133;0.138;0.593;0.187;0.142;0.859;0.333;0.136;0.799;0.145;0.289;1.0;0.0;0.0;0.136;0.138;0.0;0.076;0.689;0.135;0.086;0.085;0.085;0.0;0.0;0.087;0.087;0.142;0.133;0.136;0.0;0.135;0.136;0.0;0.0;0.222;0.085;0.0;0.087;0.084;0.476;0.0;0.0;0.0;0.061
ENST00000443183_90_90;0.749;0.701;0.706;0.682;0.68;0.703;0.014;0.449;0.739;0.0;0.217;0.714;0.0;0.72;0.0;0.0;1.0;0.357;0.714;0.703;0.985;0.066;0.019;0.354;0.691;0.707;0.701;0.544;0.728;0.677;0.677;0.736;0.677;0.711;0.956;0.718;0.711;0.036;0.447;0.412;0.691;0.136;0.677;0.702;0.0;0.178;0.293;0.395;0.695
ENST00000447466_90_90;0.287;0.302;0.22;0.219;0.281;0.292;0.029;0.392;0.299;0.0;0.414;0.288;0.0;0.278;0.0;0.0;0.357;1.0;0.288;0.291;0.363;0.109;0.04;0.353;0.221;0.217;0.218;0.0;0.188;0.217;0.224;0.298;0.281;0.288;0.343;0.286;0.288;0.0;0.367;0.424;0.216;0.0;0.219;0.214;0.0;0.248;0.0;0.0;0.225
ENST00000448528_90_90;0.958;0.906;0.796;0.773;0.952;0.918;0.23;0.705;0.963;0.117;0.409;1.0;0.171;0.944;0.039;0.136;0.714;0.288;1.0;0.917;0.723;0.123;0.198;0.46;0.78;0.796;0.79;0.448;0.601;0.767;0.767;0.96;0.949;0.996;0.744;0.989;0.996;0.032;0.395;0.617;0.776;0.111;0.762;0.786;0.144;0.144;0.24;0.322;0.738
ENST00000450955_90_90;0.959;0.904;0.784;0.761;0.964;0.999;0.189;0.653;0.951;0.119;0.414;0.917;0.173;0.931;0.04;0.138;0.703;0.291;0.917;1.0;0.711;0.124;0.2;0.426;0.769;0.784;0.779;0.481;0.639;0.756;0.755;0.949;0.959;0.916;0.678;0.909;0.916;0.032;0.401;0.626;0.764;0.113;0.751;0.774;0.146;0.114;0.243;0.351;0.727
ENST00000452595_90_90;0.75;0.699;0.704;0.68;0.688;0.712;0.014;0.454;0.748;0.0;0.22;0.723;0.0;0.729;0.0;0.0;0.985;0.363;0.723;0.711;1.0;0.067;0.019;0.355;0.689;0.705;0.699;0.541;0.726;0.676;0.675;0.745;0.685;0.72;0.942;0.715;0.72;0.036;0.453;0.417;0.689;0.136;0.676;0.7;0.0;0.179;0.294;0.392;0.693
ENST00000453607_90_90;0.121;0.127;0.122;0.119;0.12;0.124;0.2;0.168;0.127;0.0;0.295;0.123;0.212;0.13;0.0;0.076;0.066;0.109;0.123;0.124;0.067;1.0;0.224;0.198;0.123;0.121;0.122;0.0;0.0;0.119;0.125;0.129;0.121;0.124;0.064;0.123;0.124;0.0;0.0;0.201;0.117;0.0;0.119;0.116;0.25;0.198;0.0;0.0;0.122
ENST00000456699_90_90;0.193;0.203;0.141;0.145;0.193;0.201;0.825;0.272;0.206;0.592;0.415;0.198;0.862;0.185;0.199;0.689;0.019;0.04;0.198;0.2;0.019;0.224;1.0;0.225;0.143;0.14;0.141;0.0;0.0;0.145;0.145;0.205;0.193;0.198;0.018;0.196;0.198;0.0;0.0;0.322;0.142;0.0;0.144;0.14;0.598;0.048;0.0;0.0;0.118
ENST00000378154_90_90;0.517;0.561;0.629;0.635;0.453;0.426;0.261;0.618;0.433;0.104;0.473;0.46;0.182;0.412;0.0;0.135;0.354;0.353;0.46;0.426;0.355;0.198;0.225;1.0;0.629;0.618;0.621;0.05;0.212;0.627;0.637;0.435;0.454;0.462;0.384;0.462;0.462;0.0;0.283;0.614;0.627;0.0;0.634;0.619;0.257;0.429;0.0;0.069;0.606
ENST00000378158_90_90;0.917;0.891;0.987;0.95;0.795;0.769;0.166;0.54;0.753;0.066;0.302;0.78;0.115;0.733;0.0;0.086;0.691;0.221;0.78;0.769;0.689;0.123;0.143;0.629;1.0;0.982;0.987;0.411;0.541;0.95;0.962;0.762;0.807;0.789;0.727;0.789;0.789;0.024;0.317;0.471;0.987;0.095;0.95;0.974;0.164;0.273;0.199;0.302;0.922
ENST00000378163_90_90;0.935;0.897;0.995;0.969;0.811;0.784;0.163;0.547;0.769;0.065;0.297;0.796;0.113;0.749;0.0;0.085;0.707;0.217;0.796;0.784;0.705;0.121;0.14;0.618;0.982;1.0;0.995;0.411;0.559;0.969;0.97;0.778;0.822;0.805;0.743;0.805;0.805;0.034;0.326;0.478;0.98;0.093;0.968;0.993;0.161;0.268;0.195;0.304;0.94
ENST00000378166_90_90;0.928;0.903;1.0;0.963;0.805;0.779;0.164;0.55;0.763;0.066;0.299;0.79;0.114;0.743;0.0;0.085;0.701;0.218;0.79;0.779;0.699;0.122;0.141;0.621;0.987;0.995;1.0;0.406;0.554;0.963;0.975;0.772;0.817;0.799;0.737;0.799;0.799;0.034;0.327;0.481;0.974;0.093;0.963;0.987;0.162;0.27;0.197;0.298;0.934
ENST00000378168_90_90;0.471;0.413;0.406;0.389;0.466;0.481;0.0;0.159;0.463;0.0;0.0;0.448;0.0;0.474;0.0;0.0;0.544;0.0;0.448;0.481;0.541;0.0;0.0;0.05;0.411;0.411;0.406;1.0;0.662;0.389;0.381;0.467;0.472;0.452;0.529;0.452;0.452;0.055;0.265;0.117;0.419;0.226;0.389;0.414;0.0;0.0;0.475;0.695;0.4
ENST00000378179_90_90;0.615;0.578;0.554;0.577;0.619;0.639;0.0;0.312;0.62;0.0;0.113;0.601;0.0;0.636;0.0;0.0;0.728;0.188;0.601;0.639;0.726;0.0;0.0;0.212;0.541;0.559;0.554;0.662;1.0;0.577;0.568;0.625;0.626;0.606;0.708;0.606;0.606;0.059;0.48;0.268;0.55;0.166;0.577;0.563;0.0;0.004;0.349;0.543;0.595
ENST00000421587_90_90;0.902;0.865;0.963;1.0;0.783;0.756;0.168;0.519;0.741;0.067;0.299;0.767;0.117;0.721;0.0;0.087;0.677;0.217;0.767;0.756;0.676;0.119;0.145;0.627;0.95;0.969;0.963;0.389;0.577;1.0;0.988;0.749;0.794;0.776;0.714;0.776;0.776;0.035;0.303;0.45;0.961;0.096;0.999;0.974;0.166;0.268;0.202;0.314;0.97
ENST00000442742_90_90;0.902;0.876;0.975;0.988;0.782;0.755;0.168;0.526;0.74;0.067;0.306;0.767;0.117;0.72;0.0;0.087;0.677;0.224;0.767;0.755;0.675;0.125;0.145;0.637;0.962;0.97;0.975;0.381;0.568;0.988;1.0;0.748;0.793;0.776;0.713;0.776;0.776;0.035;0.303;0.457;0.95;0.096;0.987;0.963;0.166;0.277;0.202;0.306;0.958
ENSMUST00000023454_90_90;0.925;0.875;0.777;0.754;0.916;0.949;0.194;0.677;0.996;0.122;0.425;0.96;0.177;0.976;0.041;0.142;0.736;0.298;0.96;0.949;0.745;0.129;0.205;0.435;0.762;0.778;0.772;0.467;0.625;0.749;0.748;1.0;0.917;0.964;0.715;0.956;0.964;0.034;0.41;0.637;0.758;0.115;0.744;0.768;0.15;0.116;0.247;0.336;0.72
ENSMUST00000064477_90_90;0.997;0.942;0.822;0.799;0.994;0.959;0.225;0.696;0.914;0.114;0.399;0.949;0.167;0.894;0.039;0.133;0.677;0.281;0.949;0.959;0.685;0.121;0.193;0.454;0.807;0.822;0.817;0.472;0.626;0.794;0.793;0.917;1.0;0.952;0.712;0.945;0.952;0.032;0.386;0.599;0.802;0.109;0.789;0.812;0.142;0.141;0.234;0.346;0.764
ENSMUST00000100001_90_90;0.96;0.909;0.805;0.782;0.951;0.916;0.23;0.713;0.96;0.117;0.409;0.996;0.171;0.94;0.039;0.136;0.711;0.288;0.996;0.916;0.72;0.124;0.198;0.462;0.789;0.805;0.799;0.452;0.606;0.776;0.776;0.964;0.952;1.0;0.748;0.992;1.0;0.032;0.395;0.614;0.784;0.111;0.771;0.795;0.145;0.144;0.239;0.326;0.746
ENSMUST00000115196_90_90;0.785;0.738;0.743;0.719;0.711;0.678;0.047;0.487;0.711;0.0;0.21;0.744;0.0;0.693;0.0;0.0;0.956;0.343;0.744;0.678;0.942;0.064;0.018;0.384;0.727;0.743;0.737;0.529;0.708;0.714;0.713;0.715;0.712;0.748;1.0;0.755;0.748;0.035;0.429;0.397;0.728;0.131;0.714;0.738;0.0;0.211;0.281;0.385;0.732
ENSMUST00000115201_90_90;0.959;0.91;0.805;0.782;0.944;0.909;0.228;0.708;0.952;0.116;0.406;0.989;0.169;0.933;0.039;0.135;0.718;0.286;0.989;0.909;0.715;0.123;0.196;0.462;0.789;0.805;0.799;0.452;0.606;0.776;0.776;0.956;0.945;0.992;0.755;1.0;0.992;0.032;0.392;0.609;0.784;0.111;0.771;0.795;0.145;0.144;0.239;0.326;0.746
ENSMUST00000115205_90_90;0.96;0.909;0.805;0.782;0.951;0.916;0.23;0.713;0.96;0.117;0.409;0.996;0.171;0.94;0.039;0.136;0.711;0.288;0.996;0.916;0.72;0.124;0.198;0.462;0.789;0.805;0.799;0.452;0.606;0.776;0.776;0.964;0.952;1.0;0.748;0.992;1.0;0.032;0.395;0.614;0.784;0.111;0.771;0.795;0.145;0.144;0.239;0.326;0.746
ENSMUST00000130920_90_90;0.031;0.033;0.034;0.035;0.031;0.032;0.0;0.044;0.033;0.0;0.0;0.032;0.0;0.034;0.0;0.0;0.036;0.0;0.032;0.032;0.036;0.0;0.0;0.0;0.024;0.034;0.034;0.055;0.059;0.035;0.035;0.034;0.032;0.032;0.035;0.032;0.032;1.0;0.082;0.053;0.024;0.0;0.035;0.034;0.0;0.0;0.0;0.074;0.036
ENSMUST00000131136_90_90;0.385;0.405;0.33;0.305;0.387;0.401;0.0;0.515;0.41;0.0;0.192;0.395;0.0;0.419;0.0;0.0;0.447;0.367;0.395;0.401;0.453;0.0;0.0;0.283;0.317;0.326;0.327;0.265;0.48;0.303;0.303;0.41;0.386;0.395;0.429;0.392;0.395;0.082;1.0;0.487;0.319;0.0;0.305;0.33;0.0;0.023;0.0;0.294;0.313
ENSMUST00000132176_90_90;0.6;0.631;0.484;0.453;0.603;0.626;0.297;0.861;0.64;0.191;0.622;0.617;0.277;0.619;0.064;0.222;0.412;0.424;0.617;0.626;0.417;0.201;0.322;0.614;0.471;0.478;0.481;0.117;0.268;0.45;0.457;0.637;0.599;0.614;0.397;0.609;0.614;0.053;0.487;1.0;0.463;0.0;0.45;0.473;0.234;0.169;0.0;0.114;0.425
ENSMUST00000033321_90_90;0.911;0.874;0.974;0.961;0.791;0.764;0.164;0.532;0.749;0.066;0.295;0.776;0.114;0.729;0.0;0.085;0.691;0.216;0.776;0.764;0.689;0.117;0.142;0.627;0.987;0.98;0.974;0.419;0.55;0.961;0.95;0.758;0.802;0.784;0.728;0.784;0.784;0.024;0.319;0.463;1.0;0.092;0.962;0.987;0.163;0.265;0.197;0.31;0.934
ENSMUST00000115435_90_90;0.108;0.066;0.093;0.096;0.109;0.113;0.0;0.0;0.115;0.0;0.0;0.111;0.0;0.118;0.0;0.0;0.136;0.0;0.111;0.113;0.136;0.0;0.0;0.0;0.095;0.093;0.093;0.226;0.166;0.096;0.096;0.115;0.109;0.111;0.131;0.111;0.111;0.0;0.0;0.0;0.092;1.0;0.093;0.091;0.0;0.0;0.399;0.0;0.096
ENSMUST00000115436_90_90;0.896;0.858;0.963;0.999;0.778;0.751;0.167;0.519;0.736;0.067;0.299;0.762;0.116;0.716;0.0;0.087;0.677;0.219;0.762;0.751;0.676;0.119;0.144;0.634;0.95;0.968;0.963;0.389;0.577;0.999;0.987;0.744;0.789;0.771;0.714;0.771;0.771;0.035;0.305;0.45;0.962;0.093;1.0;0.975;0.165;0.268;0.199;0.314;0.971
ENSMUST00000115438_90_90;0.922;0.885;0.987;0.974;0.801;0.774;0.163;0.542;0.759;0.065;0.292;0.786;0.113;0.739;0.0;0.084;0.702;0.214;0.786;0.774;0.7;0.116;0.14;0.619;0.974;0.993;0.987;0.414;0.563;0.974;0.963;0.768;0.812;0.795;0.738;0.795;0.795;0.034;0.33;0.473;0.987;0.091;0.975;1.0;0.161;0.262;0.194;0.306;0.947
ENSMUST00000124710_90_90;0.146;0.152;0.162;0.166;0.142;0.146;0.541;0.204;0.149;0.374;0.342;0.144;0.626;0.152;0.0;0.476;0.0;0.0;0.144;0.146;0.0;0.25;0.598;0.257;0.164;0.161;0.162;0.0;0.0;0.166;0.166;0.15;0.142;0.145;0.0;0.145;0.145;0.0;0.0;0.234;0.163;0.0;0.165;0.161;1.0;0.024;0.0;0.0;0.136
ENSMUST00000128012_90_90;0.162;0.168;0.27;0.268;0.142;0.114;0.102;0.196;0.116;0.0;0.182;0.144;0.0;0.095;0.0;0.0;0.178;0.248;0.144;0.114;0.179;0.198;0.048;0.429;0.273;0.268;0.27;0.0;0.004;0.268;0.277;0.116;0.141;0.144;0.211;0.144;0.144;0.0;0.023;0.169;0.265;0.0;0.268;0.262;0.024;1.0;0.0;0.0;0.276
ENSMUST00000128095_90_90;0.233;0.191;0.197;0.202;0.235;0.243;0.0;0.0;0.248;0.0;0.0;0.24;0.0;0.254;0.0;0.0;0.293;0.0;0.24;0.243;0.294;0.0;0.0;0.0;0.199;0.195;0.197;0.475;0.349;0.202;0.202;0.247;0.234;0.239;0.281;0.239;0.239;0.0;0.0;0.0;0.197;0.399;0.199;0.194;0.0;0.0;1.0;0.251;0.205
ENSMUST00000139735_90_90;0.346;0.345;0.298;0.314;0.34;0.351;0.0;0.162;0.332;0.0;0.0;0.322;0.0;0.341;0.0;0.0;0.395;0.0;0.322;0.351;0.392;0.0;0.0;0.069;0.302;0.304;0.298;0.695;0.543;0.314;0.306;0.336;0.346;0.326;0.385;0.326;0.326;0.074;0.294;0.114;0.31;0.0;0.314;0.306;0.0;0.0;0.251;1.0;0.323
ENSMUST00000156096_90_90;0.868;0.83;0.934;0.97;0.753;0.727;0.141;0.494;0.711;0.041;0.274;0.738;0.091;0.691;0.0;0.061;0.695;0.225;0.738;0.727;0.693;0.122;0.118;0.606;0.922;0.94;0.934;0.4;0.595;0.97;0.958;0.72;0.764;0.746;0.732;0.746;0.746;0.036;0.313;0.425;0.934;0.096;0.971;0.947;0.136;0.276;0.205;0.323;1.0
