;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000518630_90_90;0.219;0.007;0.183;0.245;0.22;0.22;0.221;0.221;0.593;0.508;0.904;0.548;0.673;0.771;1.0;0.633;0.873;0.773;0.983;0.845;0.814;0.221;0.183;0.637;0.145;0.221;0.22;0.221;0.221;0.245;0.221;0.969;0.311;0.183;0.145
ENST00000520518_90_90;0.346;0.149;0.319;0.387;0.347;0.347;0.349;0.349;0.376;0.802;0.572;0.347;0.941;0.821;0.633;1.0;0.553;0.819;0.623;0.75;0.778;0.349;0.319;0.9;0.282;0.349;0.347;0.349;0.349;0.387;0.349;0.614;0.197;0.319;0.282
ENST00000521062_90_90;0.192;0.0;0.155;0.214;0.192;0.192;0.193;0.193;0.68;0.443;0.966;0.628;0.587;0.673;0.873;0.553;1.0;0.675;0.888;0.737;0.71;0.193;0.155;0.54;0.118;0.193;0.192;0.193;0.193;0.214;0.193;0.901;0.356;0.155;0.118
ENST00000523238_90_90;0.284;0.079;0.252;0.317;0.284;0.284;0.286;0.286;0.459;0.657;0.699;0.424;0.871;0.998;0.773;0.819;0.675;1.0;0.76;0.915;0.95;0.286;0.252;0.878;0.214;0.286;0.284;0.286;0.286;0.317;0.286;0.749;0.24;0.252;0.214
ENST00000523570_90_90;0.215;0.003;0.179;0.241;0.216;0.216;0.217;0.217;0.603;0.499;0.92;0.557;0.662;0.758;0.983;0.623;0.888;0.76;1.0;0.831;0.8;0.217;0.179;0.624;0.141;0.217;0.216;0.217;0.217;0.241;0.217;0.986;0.316;0.179;0.141
ENST00000523574_90_90;0.259;0.052;0.226;0.29;0.26;0.26;0.262;0.262;0.501;0.601;0.764;0.463;0.797;0.913;0.845;0.75;0.737;0.915;0.831;1.0;0.963;0.262;0.226;0.788;0.189;0.262;0.26;0.262;0.262;0.29;0.262;0.819;0.263;0.226;0.189
ENST00000524310_90_90;0.269;0.063;0.237;0.301;0.27;0.27;0.272;0.272;0.483;0.624;0.736;0.446;0.827;0.948;0.814;0.778;0.71;0.95;0.8;0.963;1.0;0.272;0.237;0.824;0.199;0.272;0.27;0.272;0.272;0.301;0.272;0.789;0.253;0.237;0.199
ENST00000538466_90_90;0.898;0.757;0.899;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.894;0.316;0.856;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.894;0.856
ENST00000519728_90_90;0.992;0.72;1.0;0.893;0.991;0.991;0.894;0.894;0.104;0.411;0.163;0.1;0.297;0.253;0.183;0.319;0.155;0.252;0.179;0.226;0.237;0.894;1.0;0.294;0.959;0.894;0.991;0.894;0.894;0.893;0.894;0.177;0.069;1.0;0.959
ENST00000520050_90_90;0.285;0.122;0.294;0.317;0.285;0.285;0.316;0.316;0.36;0.7;0.566;0.346;0.967;0.88;0.637;0.9;0.54;0.878;0.624;0.788;0.824;0.316;0.294;1.0;0.253;0.316;0.285;0.316;0.316;0.317;0.316;0.617;0.24;0.294;0.253
ENST00000520220_90_90;0.955;0.748;0.959;0.856;0.954;0.954;0.856;0.856;0.066;0.373;0.125;0.062;0.26;0.215;0.145;0.282;0.118;0.214;0.141;0.189;0.199;0.856;0.959;0.253;1.0;0.856;0.954;0.856;0.856;0.856;0.856;0.139;0.038;0.959;1.0
ENSMUST00000063091_90_90;0.898;0.757;0.899;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.894;0.316;0.856;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.894;0.856
ENSMUST00000099967_90_90;0.999;0.681;0.997;0.898;1.0;1.0;0.818;0.818;0.13;0.433;0.199;0.12;0.327;0.285;0.22;0.347;0.192;0.284;0.216;0.26;0.27;0.818;0.991;0.285;0.954;0.818;1.0;0.818;0.818;0.898;0.818;0.213;0.068;0.991;0.954
ENSMUST00000126486_90_90;0.898;0.757;0.899;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.894;0.316;0.856;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.894;0.856
ENSMUST00000135242_90_90;0.898;0.757;0.899;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.894;0.316;0.856;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.894;0.856
ENSMUST00000136659_90_90;0.897;0.758;0.899;1.0;0.898;0.898;0.903;0.903;0.145;0.482;0.221;0.134;0.364;0.317;0.245;0.387;0.214;0.317;0.241;0.29;0.301;0.903;0.893;0.317;0.856;0.903;0.898;0.903;0.903;1.0;0.903;0.237;0.076;0.893;0.856
ENSMUST00000146287_90_90;0.898;0.757;0.899;0.903;0.818;0.818;1.0;1.0;0.131;0.435;0.2;0.121;0.328;0.287;0.221;0.349;0.193;0.286;0.217;0.262;0.272;1.0;0.894;0.316;0.856;1.0;0.818;1.0;1.0;0.903;1.0;0.214;0.069;0.894;0.856
ENSMUST00000148152_90_90;0.213;0.0;0.177;0.237;0.213;0.213;0.214;0.214;0.612;0.492;0.933;0.566;0.652;0.747;0.969;0.614;0.901;0.749;0.986;0.819;0.789;0.214;0.177;0.617;0.139;0.214;0.213;0.214;0.214;0.237;0.214;1.0;0.321;0.177;0.139
ENSMUST00000157009_90_90;0.068;0.0;0.069;0.076;0.068;0.068;0.069;0.069;0.524;0.158;0.344;0.567;0.209;0.24;0.311;0.197;0.356;0.24;0.316;0.263;0.253;0.069;0.069;0.24;0.038;0.069;0.068;0.069;0.069;0.076;0.069;0.321;1.0;0.069;0.038
ENSMUST00000041377_90_90;0.992;0.72;1.0;0.893;0.991;0.991;0.894;0.894;0.104;0.411;0.163;0.1;0.297;0.253;0.183;0.319;0.155;0.252;0.179;0.226;0.237;0.894;1.0;0.294;0.959;0.894;0.991;0.894;0.894;0.893;0.894;0.177;0.069;1.0;0.959
ENSMUST00000103010_90_90;0.955;0.748;0.959;0.856;0.954;0.954;0.856;0.856;0.066;0.373;0.125;0.062;0.26;0.215;0.145;0.282;0.118;0.214;0.141;0.189;0.199;0.856;0.959;0.253;1.0;0.856;0.954;0.856;0.856;0.856;0.856;0.139;0.038;0.959;1.0
