;ENSCAFT00000003155_90_90;ENST00000264312_90_90;ENST00000381473_90_90;ENST00000396448_90_90;ENST00000425583_90_90;ENST00000444354_90_90;ENST00000503016_90_90;ENST00000504654_90_90;ENST00000505922_90_90;ENST00000506801_90_90;ENST00000507210_90_90;ENST00000508293_90_90;ENST00000508996_90_90;ENST00000509122_90_90;ENST00000509164_90_90;ENST00000509246_90_90;ENST00000509664_90_90;ENST00000509963_90_90;ENST00000510824_90_90;ENST00000511102_90_90;ENST00000511662_90_90;ENST00000512236_90_90;ENST00000513391_90_90;ENST00000513641_90_90;ENST00000514981_90_90;ENSMUST00000031038_90_90;ENSMUST00000071081_90_90;ENSMUST00000166823_90_90;ENSMUST00000200935_90_90;ENSMUST00000201505_90_90;ENSMUST00000201556_90_90;ENSMUST00000201739_90_90;ENSMUST00000202237_90_90;ENSMUST00000202250_90_90
ENST00000509963_90_90;0.35;0.42;0.42;0.499;0.5;0.5;0.169;0.901;0.339;0.195;1.0;0.42;0.873;0.291;0.873;0.215;0.793;1.0;0.248;0.567;0.274;0.583;0.42;0.446;0.861;0.35;0.419;0.419;0.41;0.305;0.613;0.172;0.169;0.419
ENST00000510824_90_90;0.352;0.395;0.395;0.476;0.474;0.474;0.565;0.319;0.543;0.68;0.248;0.395;0.168;0.454;0.168;0.787;0.116;0.248;1.0;0.537;0.0;0.551;0.395;0.0;0.351;0.352;0.426;0.426;0.416;0.0;0.389;0.12;0.525;0.426
ENST00000511102_90_90;0.617;0.74;0.74;0.881;0.881;0.881;0.504;0.629;0.712;0.576;0.567;0.74;0.495;0.611;0.495;0.636;0.45;0.567;0.537;1.0;0.155;0.972;0.74;0.253;0.659;0.617;0.74;0.74;0.724;0.175;0.6;0.168;0.476;0.74
ENST00000511662_90_90;0.09;0.114;0.114;0.138;0.137;0.137;0.0;0.247;0.1;0.0;0.274;0.114;0.317;0.084;0.317;0.0;0.349;0.274;0.0;0.155;1.0;0.16;0.114;0.615;0.236;0.09;0.11;0.11;0.107;0.581;0.161;0.0;0.0;0.11
ENST00000512236_90_90;0.599;0.72;0.72;0.857;0.857;0.857;0.482;0.647;0.688;0.551;0.583;0.72;0.51;0.591;0.51;0.61;0.464;0.583;0.551;0.972;0.16;1.0;0.72;0.26;0.677;0.599;0.72;0.72;0.704;0.179;0.613;0.173;0.455;0.72
ENST00000513391_90_90;0.826;1.0;1.0;0.762;0.841;0.841;0.7;0.466;0.733;0.582;0.42;1.0;0.367;0.871;0.367;0.504;0.334;0.42;0.395;0.74;0.114;0.72;1.0;0.186;0.488;0.561;0.643;0.643;0.633;0.129;0.453;0.129;0.443;0.643
ENST00000513641_90_90;0.157;0.186;0.186;0.223;0.222;0.222;0.0;0.401;0.091;0.0;0.446;0.186;0.514;0.078;0.514;0.0;0.565;0.446;0.0;0.253;0.615;0.26;0.186;1.0;0.384;0.157;0.19;0.19;0.185;0.649;0.279;0.0;0.0;0.19
ENST00000514981_90_90;0.411;0.488;0.488;0.58;0.58;0.58;0.24;0.957;0.417;0.274;0.861;0.488;0.752;0.358;0.752;0.303;0.683;0.861;0.351;0.659;0.236;0.677;0.488;0.384;1.0;0.411;0.492;0.492;0.481;0.265;0.721;0.153;0.24;0.492
ENSMUST00000031038_90_90;0.68;0.561;0.561;0.643;0.642;0.642;0.42;0.392;0.523;0.466;0.35;0.561;0.3;0.464;0.3;0.451;0.27;0.35;0.352;0.617;0.09;0.599;0.561;0.157;0.411;1.0;0.772;0.772;0.864;0.142;0.559;0.161;0.66;0.772
ENSMUST00000071081_90_90;0.804;0.643;0.643;0.843;0.76;0.76;0.486;0.471;0.621;0.552;0.419;0.643;0.359;0.533;0.359;0.539;0.323;0.419;0.426;0.74;0.11;0.72;0.643;0.19;0.492;0.772;1.0;1.0;0.893;0.17;0.591;0.182;0.569;1.0
ENSMUST00000166823_90_90;0.804;0.643;0.643;0.843;0.76;0.76;0.486;0.471;0.621;0.552;0.419;0.643;0.359;0.533;0.359;0.539;0.323;0.419;0.426;0.74;0.11;0.72;0.643;0.19;0.492;0.772;1.0;1.0;0.893;0.17;0.591;0.182;0.569;1.0
ENSMUST00000200935_90_90;0.762;0.633;0.633;0.751;0.746;0.746;0.478;0.461;0.608;0.541;0.41;0.633;0.352;0.524;0.352;0.528;0.316;0.41;0.416;0.724;0.107;0.704;0.633;0.185;0.481;0.864;0.893;0.893;1.0;0.166;0.65;0.18;0.56;0.893
ENSMUST00000201505_90_90;0.142;0.129;0.129;0.157;0.155;0.155;0.0;0.274;0.072;0.0;0.305;0.129;0.355;0.059;0.355;0.0;0.389;0.305;0.0;0.175;0.581;0.179;0.129;0.649;0.265;0.142;0.17;0.17;0.166;1.0;0.255;0.0;0.0;0.17
ENSMUST00000201556_90_90;0.502;0.453;0.453;0.538;0.535;0.535;0.272;0.689;0.391;0.31;0.613;0.453;0.526;0.336;0.526;0.341;0.474;0.613;0.389;0.6;0.161;0.613;0.453;0.279;0.721;0.559;0.591;0.591;0.65;0.255;1.0;0.158;0.273;0.591
ENSMUST00000201739_90_90;0.161;0.129;0.129;0.148;0.149;0.149;0.105;0.159;0.144;0.121;0.172;0.129;0.195;0.124;0.195;0.137;0.21;0.172;0.12;0.168;0.0;0.173;0.129;0.0;0.153;0.161;0.182;0.182;0.18;0.0;0.158;1.0;0.134;0.182
ENSMUST00000202237_90_90;0.495;0.443;0.443;0.512;0.512;0.512;0.597;0.217;0.573;0.687;0.169;0.443;0.115;0.498;0.115;0.677;0.08;0.169;0.525;0.476;0.0;0.455;0.443;0.0;0.24;0.66;0.569;0.569;0.56;0.0;0.273;0.134;1.0;0.569
ENSMUST00000202250_90_90;0.804;0.643;0.643;0.843;0.76;0.76;0.486;0.471;0.621;0.552;0.419;0.643;0.359;0.533;0.359;0.539;0.323;0.419;0.426;0.74;0.11;0.72;0.643;0.19;0.492;0.772;1.0;1.0;0.893;0.17;0.591;0.182;0.569;1.0
