;ENSCAFT00000021165_90_90;ENSCAFT00000021175_90_90;ENSCAFT00000022869_90_90;ENSCAFT00000049479_90_90;ENST00000346964_90_90;ENST00000357674_90_90;ENST00000392380_90_90;ENST00000392381_90_90;ENST00000392382_90_90;ENST00000412364_90_90;ENST00000419227_90_90;ENST00000419354_90_90;ENST00000419553_90_90;ENST00000422288_90_90;ENST00000434148_90_90;ENST00000436682_90_90;ENST00000443183_90_90;ENST00000447466_90_90;ENST00000448528_90_90;ENST00000450955_90_90;ENST00000452595_90_90;ENST00000453607_90_90;ENST00000456699_90_90;ENST00000378154_90_90;ENST00000378158_90_90;ENST00000378163_90_90;ENST00000378166_90_90;ENST00000378168_90_90;ENST00000378179_90_90;ENST00000421587_90_90;ENST00000442742_90_90;ENSMUST00000023454_90_90;ENSMUST00000064477_90_90;ENSMUST00000100001_90_90;ENSMUST00000115196_90_90;ENSMUST00000115201_90_90;ENSMUST00000115205_90_90;ENSMUST00000130920_90_90;ENSMUST00000131136_90_90;ENSMUST00000132176_90_90;ENSMUST00000033321_90_90;ENSMUST00000115435_90_90;ENSMUST00000115436_90_90;ENSMUST00000115438_90_90;ENSMUST00000124710_90_90;ENSMUST00000128012_90_90;ENSMUST00000128095_90_90;ENSMUST00000139735_90_90;ENSMUST00000156096_90_90
ENST00000456699_90_90;0.199;0.196;0.121;0.125;0.199;0.213;0.743;0.267;0.216;0.556;0.393;0.203;0.815;0.192;0.037;0.63;0.022;0.042;0.203;0.211;0.022;0.257;1.0;0.181;0.127;0.121;0.121;0.0;0.0;0.125;0.124;0.216;0.199;0.203;0.021;0.2;0.203;0.0;0.0;0.314;0.128;0.0;0.125;0.122;0.457;0.051;0.0;0.0;0.096
ENST00000378154_90_90;0.333;0.354;0.634;0.628;0.333;0.319;0.204;0.423;0.323;0.088;0.352;0.34;0.14;0.304;0.0;0.11;0.261;0.31;0.34;0.317;0.268;0.135;0.181;1.0;0.664;0.629;0.634;0.024;0.217;0.628;0.648;0.323;0.333;0.34;0.28;0.335;0.34;0.0;0.202;0.417;0.63;0.0;0.615;0.602;0.256;0.417;0.0;0.035;0.577
ENST00000378158_90_90;0.477;0.489;0.954;0.908;0.461;0.451;0.145;0.389;0.448;0.061;0.255;0.46;0.098;0.43;0.0;0.076;0.4;0.221;0.46;0.448;0.401;0.093;0.127;0.664;1.0;0.947;0.954;0.352;0.504;0.908;0.931;0.456;0.486;0.469;0.422;0.463;0.469;0.023;0.221;0.364;0.945;0.064;0.88;0.902;0.175;0.282;0.117;0.262;0.842
ENST00000378163_90_90;0.5;0.503;0.992;0.962;0.483;0.474;0.138;0.406;0.471;0.058;0.243;0.483;0.093;0.454;0.0;0.072;0.424;0.211;0.483;0.472;0.426;0.088;0.121;0.629;0.947;1.0;0.992;0.344;0.557;0.962;0.969;0.48;0.508;0.492;0.446;0.486;0.492;0.045;0.243;0.382;0.91;0.061;0.932;0.955;0.165;0.267;0.111;0.258;0.895
ENST00000378166_90_90;0.494;0.506;1.0;0.954;0.478;0.469;0.139;0.409;0.466;0.058;0.245;0.478;0.094;0.448;0.0;0.073;0.419;0.212;0.478;0.466;0.42;0.089;0.121;0.634;0.954;0.992;1.0;0.336;0.55;0.954;0.977;0.474;0.503;0.486;0.44;0.48;0.486;0.046;0.245;0.385;0.902;0.061;0.925;0.947;0.167;0.269;0.112;0.25;0.887
ENST00000378168_90_90;0.215;0.196;0.336;0.326;0.199;0.211;0.0;0.074;0.206;0.0;0.0;0.195;0.0;0.21;0.0;0.0;0.233;0.0;0.195;0.21;0.23;0.0;0.0;0.024;0.352;0.344;0.336;1.0;0.553;0.326;0.313;0.214;0.223;0.203;0.228;0.2;0.203;0.061;0.126;0.065;0.355;0.174;0.315;0.338;0.0;0.0;0.306;0.702;0.328
ENST00000378179_90_90;0.34;0.344;0.55;0.579;0.331;0.351;0.0;0.225;0.347;0.0;0.092;0.329;0.0;0.354;0.0;0.0;0.385;0.165;0.329;0.349;0.386;0.0;0.0;0.217;0.504;0.557;0.55;0.553;1.0;0.579;0.562;0.356;0.357;0.338;0.373;0.333;0.338;0.081;0.34;0.223;0.508;0.108;0.567;0.554;0.0;0.009;0.195;0.459;0.59
ENST00000421587_90_90;0.489;0.492;0.954;1.0;0.472;0.462;0.143;0.393;0.459;0.06;0.243;0.472;0.096;0.442;0.0;0.075;0.412;0.21;0.472;0.46;0.413;0.083;0.125;0.628;0.908;0.962;0.954;0.326;0.579;1.0;0.977;0.468;0.497;0.48;0.434;0.475;0.48;0.047;0.234;0.368;0.901;0.063;0.969;0.947;0.172;0.258;0.115;0.268;0.93
ENST00000442742_90_90;0.486;0.497;0.977;0.977;0.469;0.46;0.142;0.399;0.457;0.06;0.25;0.469;0.096;0.439;0.0;0.075;0.409;0.217;0.469;0.457;0.411;0.091;0.124;0.648;0.931;0.969;0.977;0.313;0.562;0.977;1.0;0.465;0.494;0.477;0.431;0.472;0.477;0.047;0.233;0.374;0.88;0.062;0.946;0.925;0.171;0.276;0.115;0.256;0.908
ENSMUST00000023454_90_90;0.825;0.765;0.474;0.468;0.825;0.881;0.195;0.674;0.938;0.12;0.464;0.883;0.176;0.915;0.008;0.136;0.683;0.365;0.883;0.874;0.703;0.127;0.216;0.323;0.456;0.48;0.474;0.214;0.356;0.468;0.465;1.0;0.878;0.94;0.692;0.926;0.94;0.056;0.424;0.661;0.459;0.047;0.468;0.477;0.12;0.111;0.091;0.168;0.447
ENSMUST00000064477_90_90;0.929;0.827;0.503;0.497;0.915;0.865;0.25;0.717;0.825;0.11;0.426;0.881;0.162;0.804;0.007;0.125;0.603;0.336;0.881;0.859;0.618;0.117;0.199;0.333;0.486;0.508;0.503;0.223;0.357;0.497;0.494;0.878;1.0;0.935;0.697;0.922;0.935;0.051;0.39;0.609;0.489;0.043;0.497;0.506;0.111;0.132;0.084;0.179;0.477
ENSMUST00000100001_90_90;0.868;0.807;0.486;0.48;0.881;0.831;0.256;0.733;0.883;0.113;0.436;0.942;0.165;0.861;0.008;0.128;0.647;0.343;0.942;0.825;0.664;0.119;0.203;0.34;0.469;0.492;0.486;0.203;0.338;0.48;0.477;0.94;0.935;1.0;0.747;0.985;1.0;0.053;0.398;0.622;0.471;0.044;0.48;0.489;0.113;0.135;0.086;0.159;0.46
ENSMUST00000115196_90_90;0.643;0.615;0.44;0.434;0.654;0.606;0.068;0.507;0.647;0.0;0.233;0.7;0.0;0.627;0.0;0.0;0.873;0.385;0.7;0.603;0.841;0.053;0.021;0.28;0.422;0.446;0.44;0.228;0.373;0.434;0.431;0.692;0.697;0.747;1.0;0.76;0.747;0.057;0.434;0.405;0.424;0.048;0.434;0.443;0.0;0.18;0.093;0.18;0.446
ENSMUST00000115201_90_90;0.856;0.808;0.48;0.475;0.869;0.819;0.252;0.723;0.871;0.111;0.43;0.928;0.163;0.849;0.007;0.126;0.66;0.338;0.928;0.814;0.655;0.118;0.2;0.335;0.463;0.486;0.48;0.2;0.333;0.475;0.472;0.926;0.922;0.985;0.76;1.0;0.985;0.052;0.393;0.613;0.466;0.043;0.475;0.483;0.112;0.133;0.085;0.156;0.455
ENSMUST00000115205_90_90;0.868;0.807;0.486;0.48;0.881;0.831;0.256;0.733;0.883;0.113;0.436;0.942;0.165;0.861;0.008;0.128;0.647;0.343;0.942;0.825;0.664;0.119;0.203;0.34;0.469;0.492;0.486;0.203;0.338;0.48;0.477;0.94;0.935;1.0;0.747;0.985;1.0;0.053;0.398;0.622;0.471;0.044;0.48;0.489;0.113;0.135;0.086;0.159;0.46
ENSMUST00000130920_90_90;0.044;0.043;0.046;0.047;0.044;0.047;0.0;0.059;0.048;0.0;0.0;0.045;0.0;0.049;0.0;0.0;0.052;0.0;0.045;0.047;0.054;0.0;0.0;0.0;0.023;0.045;0.046;0.061;0.081;0.047;0.047;0.056;0.051;0.053;0.057;0.052;0.053;1.0;0.132;0.081;0.024;0.0;0.047;0.046;0.0;0.0;0.0;0.077;0.049
ENSMUST00000131136_90_90;0.37;0.374;0.245;0.234;0.37;0.395;0.0;0.453;0.402;0.0;0.207;0.378;0.0;0.411;0.0;0.0;0.44;0.389;0.378;0.392;0.455;0.0;0.0;0.202;0.221;0.243;0.245;0.126;0.34;0.234;0.233;0.424;0.39;0.398;0.434;0.393;0.398;0.132;1.0;0.463;0.222;0.0;0.234;0.247;0.0;0.035;0.0;0.128;0.243
ENSMUST00000132176_90_90;0.597;0.6;0.385;0.368;0.609;0.651;0.277;0.816;0.661;0.174;0.636;0.622;0.256;0.638;0.012;0.198;0.429;0.478;0.622;0.646;0.441;0.184;0.314;0.417;0.364;0.382;0.385;0.065;0.223;0.368;0.374;0.661;0.609;0.622;0.405;0.613;0.622;0.081;0.463;1.0;0.357;0.0;0.368;0.378;0.17;0.152;0.0;0.061;0.344
ENSMUST00000033321_90_90;0.48;0.483;0.902;0.901;0.463;0.453;0.146;0.383;0.45;0.062;0.248;0.463;0.098;0.433;0.0;0.077;0.402;0.214;0.463;0.451;0.404;0.085;0.128;0.63;0.945;0.91;0.902;0.355;0.508;0.901;0.88;0.459;0.489;0.471;0.424;0.466;0.471;0.024;0.222;0.357;1.0;0.065;0.93;0.953;0.176;0.264;0.109;0.285;0.891
ENSMUST00000115435_90_90;0.036;0.035;0.061;0.063;0.043;0.046;0.0;0.0;0.047;0.0;0.0;0.044;0.0;0.048;0.0;0.0;0.051;0.0;0.044;0.046;0.053;0.0;0.0;0.0;0.064;0.061;0.061;0.174;0.108;0.063;0.062;0.047;0.043;0.044;0.048;0.043;0.044;0.0;0.0;0.0;0.065;1.0;0.063;0.062;0.0;0.0;0.4;0.0;0.066
ENSMUST00000115436_90_90;0.489;0.492;0.925;0.969;0.472;0.462;0.143;0.393;0.459;0.06;0.243;0.472;0.096;0.442;0.0;0.075;0.412;0.21;0.472;0.46;0.413;0.083;0.125;0.615;0.88;0.932;0.925;0.315;0.567;0.969;0.946;0.468;0.497;0.48;0.434;0.475;0.48;0.047;0.234;0.368;0.93;0.063;1.0;0.977;0.172;0.258;0.107;0.278;0.96
ENSMUST00000115438_90_90;0.497;0.5;0.947;0.947;0.48;0.471;0.14;0.402;0.468;0.059;0.238;0.48;0.094;0.451;0.0;0.074;0.421;0.205;0.48;0.469;0.423;0.081;0.122;0.602;0.902;0.955;0.947;0.338;0.554;0.947;0.925;0.477;0.506;0.489;0.443;0.483;0.489;0.046;0.247;0.378;0.953;0.062;0.977;1.0;0.168;0.252;0.104;0.271;0.938
ENSMUST00000124710_90_90;0.111;0.11;0.167;0.172;0.111;0.119;0.381;0.147;0.12;0.345;0.242;0.113;0.484;0.123;0.0;0.414;0.0;0.0;0.113;0.118;0.0;0.171;0.457;0.256;0.175;0.165;0.167;0.0;0.0;0.172;0.171;0.12;0.111;0.113;0.0;0.112;0.113;0.0;0.0;0.17;0.176;0.0;0.172;0.168;1.0;0.017;0.0;0.0;0.133
ENSMUST00000128012_90_90;0.14;0.138;0.269;0.258;0.132;0.11;0.095;0.172;0.111;0.0;0.163;0.135;0.0;0.09;0.0;0.0;0.155;0.224;0.135;0.109;0.16;0.13;0.051;0.417;0.282;0.267;0.269;0.0;0.009;0.258;0.276;0.111;0.132;0.135;0.18;0.133;0.135;0.0;0.035;0.152;0.264;0.0;0.258;0.252;0.017;1.0;0.0;0.0;0.268
ENSMUST00000128095_90_90;0.076;0.075;0.112;0.115;0.084;0.09;0.0;0.0;0.091;0.0;0.0;0.086;0.0;0.093;0.0;0.0;0.099;0.0;0.086;0.089;0.103;0.0;0.0;0.0;0.117;0.111;0.112;0.306;0.195;0.115;0.115;0.091;0.084;0.086;0.093;0.085;0.086;0.0;0.0;0.0;0.109;0.4;0.107;0.104;0.0;0.0;1.0;0.125;0.111
ENSMUST00000139735_90_90;0.179;0.161;0.25;0.268;0.155;0.165;0.0;0.071;0.159;0.0;0.0;0.151;0.0;0.163;0.0;0.0;0.183;0.0;0.151;0.164;0.179;0.0;0.0;0.035;0.262;0.258;0.25;0.702;0.459;0.268;0.256;0.168;0.179;0.159;0.18;0.156;0.159;0.077;0.128;0.061;0.285;0.0;0.278;0.271;0.0;0.0;0.125;1.0;0.289
ENSMUST00000156096_90_90;0.469;0.472;0.887;0.93;0.452;0.442;0.115;0.37;0.439;0.03;0.218;0.451;0.067;0.421;0.0;0.045;0.424;0.217;0.451;0.439;0.426;0.087;0.096;0.577;0.842;0.895;0.887;0.328;0.59;0.93;0.908;0.447;0.477;0.46;0.446;0.455;0.46;0.049;0.243;0.344;0.891;0.066;0.96;0.938;0.133;0.268;0.111;0.289;1.0
