;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.762;0.641;0.697;0.78;0.699;0.78;0.78;0.777;0.83;0.923;1.0;0.275;0.655;0.787;0.079;0.769;0.661;0.736;0.245;0.713;0.69;0.69;0.578;0.058;0.25;0.172;0.73;0.149;0.058;0.326;0.658;0.202;0.38;0.655;0.0;0.073;0.098;0.787;0.599;0.655;0.73;0.769;0.474;0.634;0.72;0.697;0.928;0.78;0.065;0.928;0.207;0.001;0.78;0.0;0.586;0.699;0.699;0.699;0.699;0.699;0.25;0.699;0.0;0.012
ENST00000641107_90_90;0.241;0.142;0.154;0.216;0.186;0.215;0.215;0.214;0.228;0.254;0.275;1.0;0.239;0.215;0.0;0.287;0.144;0.16;0.0;0.155;0.184;0.184;0.176;0.0;0.0;0.0;0.247;0.0;0.0;0.0;0.196;0.0;0.0;0.239;0.0;0.0;0.0;0.215;0.255;0.239;0.228;0.287;0.301;0.148;0.159;0.154;0.254;0.213;0.0;0.254;0.0;0.0;0.213;0.0;0.18;0.188;0.188;0.188;0.188;0.188;0.0;0.188;0.0;0.0
ENST00000355238_90_90;0.963;0.703;0.761;0.876;0.647;0.859;0.859;0.86;0.799;0.716;0.655;0.239;1.0;0.863;0.329;0.826;0.601;0.657;0.28;0.64;0.623;0.623;0.589;0.112;0.311;0.241;0.738;0.221;0.112;0.379;0.57;0.268;0.428;1.0;0.168;0.119;0.349;0.863;0.938;0.998;0.808;0.826;0.797;0.642;0.721;0.7;0.716;0.86;0.13;0.716;0.47;0.167;0.86;0.117;0.595;0.629;0.629;0.629;0.629;0.629;0.31;0.629;0.013;0.026
ENST00000369622_90_90;0.999;0.726;0.786;0.995;0.691;0.995;0.995;0.995;0.933;0.849;0.787;0.215;0.863;1.0;0.297;0.709;0.621;0.679;0.273;0.661;0.665;0.665;0.568;0.106;0.294;0.228;0.699;0.209;0.106;0.359;0.613;0.254;0.405;0.863;0.152;0.108;0.315;1.0;0.808;0.865;0.944;0.709;0.684;0.663;0.744;0.723;0.849;0.995;0.117;0.849;0.423;0.151;0.995;0.105;0.573;0.672;0.672;0.672;0.672;0.672;0.294;0.672;0.012;0.025
ENST00000444272_90_90;0.33;0.158;0.171;0.29;0.142;0.29;0.29;0.29;0.229;0.141;0.079;0.0;0.329;0.297;1.0;0.155;0.131;0.144;0.359;0.14;0.137;0.137;0.152;0.322;0.38;0.445;0.201;0.467;0.322;0.332;0.085;0.417;0.305;0.329;0.512;0.362;0.942;0.297;0.351;0.33;0.315;0.155;0.413;0.144;0.162;0.157;0.141;0.29;0.402;0.141;0.678;0.51;0.29;0.357;0.153;0.138;0.138;0.138;0.138;0.138;0.381;0.138;0.036;0.074
ENST00000616122_90_90;0.791;0.689;0.746;0.726;0.707;0.712;0.712;0.712;0.652;0.84;0.769;0.287;0.826;0.709;0.155;1.0;0.708;0.787;0.351;0.762;0.699;0.699;0.664;0.116;0.354;0.27;0.867;0.246;0.116;0.436;0.662;0.303;0.495;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.679;0.77;0.746;0.84;0.712;0.157;0.84;0.304;0.001;0.712;0.0;0.671;0.707;0.707;0.707;0.707;0.707;0.353;0.707;0.0;0.012
ENST00000281722_90_90;0.768;0.826;0.834;0.796;0.825;0.617;0.617;0.618;0.558;0.731;0.661;0.144;0.601;0.621;0.131;0.708;1.0;0.872;0.25;0.849;0.821;0.821;0.746;0.091;0.28;0.214;0.64;0.194;0.091;0.346;0.785;0.24;0.393;0.605;0.0;0.117;0.15;0.624;0.547;0.603;0.567;0.713;0.416;0.845;0.9;0.874;0.723;0.612;0.125;0.723;0.261;0.0;0.612;0.0;0.756;0.837;0.837;0.837;0.837;0.837;0.283;0.837;0.0;0.008
ENST00000510397_90_90;0.768;0.938;0.938;0.796;0.933;0.676;0.676;0.676;0.611;0.815;0.736;0.16;0.657;0.679;0.144;0.787;0.872;1.0;0.283;0.958;0.927;0.927;0.843;0.102;0.317;0.241;0.723;0.22;0.102;0.391;0.888;0.271;0.443;0.657;0.0;0.129;0.163;0.679;0.594;0.655;0.616;0.787;0.452;0.854;0.979;0.938;0.818;0.679;0.141;0.818;0.29;0.0;0.679;0.0;0.841;0.931;0.931;0.931;0.931;0.931;0.315;0.931;0.0;0.009
ENST00000512640_90_90;0.278;0.251;0.254;0.272;0.3;0.272;0.272;0.272;0.196;0.339;0.245;0.0;0.28;0.273;0.359;0.351;0.25;0.283;1.0;0.274;0.299;0.299;0.328;0.338;0.842;0.798;0.381;0.726;0.338;0.689;0.245;0.895;0.611;0.28;0.0;0.458;0.408;0.273;0.304;0.281;0.295;0.351;0.323;0.231;0.262;0.254;0.339;0.272;0.499;0.339;0.499;0.0;0.272;0.0;0.329;0.298;0.298;0.298;0.298;0.298;0.845;0.298;0.0;0.029
ENST00000514866_90_90;0.768;0.9;0.979;0.796;0.906;0.658;0.658;0.659;0.595;0.789;0.713;0.155;0.64;0.661;0.14;0.762;0.849;0.958;0.274;1.0;0.9;0.9;0.818;0.099;0.307;0.234;0.702;0.213;0.099;0.379;0.862;0.263;0.43;0.64;0.0;0.125;0.159;0.661;0.579;0.638;0.6;0.762;0.441;0.831;0.938;0.979;0.792;0.661;0.137;0.792;0.282;0.0;0.661;0.0;0.815;0.902;0.902;0.902;0.902;0.902;0.305;0.902;0.0;0.008
ENST00000295971_90_90;0.801;0.856;0.899;0.831;0.995;0.667;0.667;0.668;0.613;0.753;0.69;0.184;0.623;0.665;0.137;0.699;0.821;0.927;0.299;0.9;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.633;0.012;0.111;0.156;0.675;0.579;0.631;0.622;0.712;0.459;0.814;0.926;0.899;0.757;0.671;0.119;0.757;0.262;0.012;0.671;0.0;0.886;0.994;0.994;0.994;0.994;0.994;0.27;0.994;0.011;0.022
ENST00000381793_90_90;0.801;0.856;0.899;0.831;0.995;0.667;0.667;0.668;0.613;0.753;0.69;0.184;0.623;0.665;0.137;0.699;0.821;0.927;0.299;0.9;1.0;1.0;0.884;0.1;0.268;0.209;0.612;0.192;0.1;0.325;0.936;0.232;0.366;0.633;0.012;0.111;0.156;0.675;0.579;0.631;0.622;0.712;0.459;0.814;0.926;0.899;0.757;0.671;0.119;0.757;0.262;0.012;0.671;0.0;0.886;0.994;0.994;0.994;0.994;0.994;0.27;0.994;0.011;0.022
ENST00000381795_90_90;0.704;0.777;0.816;0.71;0.883;0.569;0.569;0.57;0.515;0.641;0.578;0.176;0.589;0.568;0.152;0.664;0.746;0.843;0.328;0.818;0.884;0.884;1.0;0.113;0.303;0.236;0.69;0.217;0.113;0.368;0.82;0.262;0.415;0.599;0.014;0.125;0.173;0.577;0.543;0.597;0.524;0.676;0.417;0.739;0.841;0.816;0.644;0.573;0.135;0.644;0.29;0.013;0.573;0.0;0.999;0.882;0.882;0.882;0.882;0.882;0.304;0.882;0.012;0.025
ENST00000505220_90_90;0.112;0.082;0.086;0.106;0.101;0.106;0.106;0.106;0.063;0.108;0.058;0.0;0.112;0.106;0.322;0.116;0.091;0.102;0.338;0.099;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.112;0.057;0.681;0.303;0.106;0.121;0.113;0.114;0.116;0.146;0.078;0.088;0.086;0.108;0.106;0.633;0.108;0.218;0.056;0.106;0.0;0.114;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000505414_90_90;0.308;0.283;0.297;0.292;0.269;0.292;0.292;0.292;0.225;0.33;0.25;0.0;0.311;0.294;0.38;0.354;0.28;0.317;0.842;0.307;0.268;0.268;0.303;0.374;1.0;0.779;0.404;0.716;0.374;0.822;0.203;0.866;0.73;0.311;0.033;0.405;0.426;0.294;0.334;0.311;0.315;0.354;0.306;0.269;0.306;0.297;0.33;0.292;0.439;0.33;0.603;0.033;0.292;0.0;0.306;0.27;0.27;0.27;0.27;0.27;0.996;0.27;0.04;0.082
ENST00000507180_90_90;0.239;0.212;0.223;0.226;0.21;0.227;0.227;0.226;0.159;0.252;0.172;0.0;0.241;0.228;0.445;0.27;0.214;0.241;0.798;0.234;0.209;0.209;0.236;0.48;0.779;1.0;0.315;0.919;0.48;0.641;0.144;0.9;0.569;0.241;0.039;0.522;0.498;0.228;0.259;0.241;0.244;0.27;0.312;0.202;0.23;0.223;0.252;0.226;0.566;0.252;0.467;0.039;0.226;0.0;0.238;0.21;0.21;0.21;0.21;0.21;0.783;0.21;0.051;0.105
ENST00000510871_90_90;0.732;0.664;0.697;0.695;0.64;0.695;0.695;0.695;0.627;0.811;0.73;0.247;0.738;0.699;0.201;0.867;0.64;0.723;0.381;0.702;0.612;0.612;0.69;0.151;0.404;0.315;1.0;0.289;0.151;0.491;0.55;0.349;0.553;0.738;0.018;0.17;0.225;0.699;0.668;0.739;0.633;0.867;0.51;0.631;0.719;0.697;0.811;0.695;0.184;0.811;0.377;0.018;0.695;0.0;0.718;0.641;0.641;0.641;0.641;0.641;0.419;0.641;0.017;0.035
ENST00000511598_90_90;0.219;0.192;0.201;0.208;0.193;0.208;0.208;0.208;0.14;0.23;0.149;0.0;0.221;0.209;0.467;0.246;0.194;0.22;0.726;0.213;0.192;0.192;0.217;0.522;0.716;0.919;0.289;1.0;0.522;0.589;0.128;0.828;0.523;0.221;0.041;0.569;0.524;0.209;0.237;0.221;0.224;0.246;0.286;0.182;0.208;0.201;0.23;0.208;0.617;0.23;0.428;0.041;0.208;0.0;0.219;0.193;0.193;0.193;0.193;0.193;0.719;0.193;0.056;0.114
ENST00000511902_90_90;0.112;0.082;0.086;0.106;0.101;0.106;0.106;0.106;0.063;0.108;0.058;0.0;0.112;0.106;0.322;0.116;0.091;0.102;0.338;0.099;0.1;0.1;0.113;1.0;0.374;0.48;0.151;0.522;1.0;0.307;0.036;0.432;0.273;0.112;0.057;0.681;0.303;0.106;0.121;0.113;0.114;0.116;0.146;0.078;0.088;0.086;0.108;0.106;0.633;0.108;0.218;0.056;0.106;0.0;0.114;0.101;0.101;0.101;0.101;0.101;0.376;0.101;0.107;0.219
ENST00000513473_90_90;0.376;0.353;0.37;0.356;0.328;0.356;0.356;0.356;0.288;0.407;0.326;0.0;0.379;0.359;0.332;0.436;0.346;0.391;0.689;0.379;0.325;0.325;0.368;0.307;0.822;0.641;0.491;0.589;0.307;1.0;0.261;0.712;0.888;0.379;0.029;0.332;0.372;0.359;0.408;0.38;0.385;0.436;0.282;0.335;0.382;0.37;0.407;0.356;0.36;0.407;0.624;0.029;0.356;0.0;0.372;0.328;0.328;0.328;0.328;0.328;0.819;0.328;0.033;0.067
ENST00000514014_90_90;0.734;0.818;0.858;0.766;0.931;0.615;0.615;0.615;0.565;0.716;0.658;0.196;0.57;0.613;0.085;0.662;0.785;0.888;0.245;0.862;0.936;0.936;0.82;0.036;0.203;0.144;0.55;0.128;0.036;0.261;1.0;0.168;0.302;0.579;0.0;0.064;0.103;0.622;0.526;0.578;0.568;0.674;0.405;0.777;0.885;0.858;0.72;0.618;0.073;0.72;0.208;0.0;0.618;0.0;0.821;0.93;0.93;0.93;0.93;0.93;0.205;0.93;0.0;0.0
ENST00000514782_90_90;0.266;0.24;0.252;0.252;0.233;0.252;0.252;0.252;0.185;0.283;0.202;0.0;0.268;0.254;0.417;0.303;0.24;0.271;0.895;0.263;0.232;0.232;0.262;0.432;0.866;0.9;0.349;0.828;0.432;0.712;0.168;1.0;0.632;0.268;0.037;0.469;0.467;0.254;0.288;0.269;0.272;0.303;0.322;0.228;0.26;0.252;0.283;0.252;0.509;0.283;0.52;0.036;0.252;0.0;0.265;0.234;0.234;0.234;0.234;0.234;0.869;0.234;0.046;0.095
ENST00000515053_90_90;0.424;0.402;0.422;0.402;0.369;0.402;0.402;0.402;0.334;0.462;0.38;0.0;0.428;0.405;0.305;0.495;0.393;0.443;0.611;0.43;0.366;0.366;0.415;0.273;0.73;0.569;0.553;0.523;0.273;0.888;0.302;0.632;1.0;0.428;0.027;0.294;0.342;0.405;0.434;0.429;0.41;0.495;0.268;0.382;0.435;0.422;0.462;0.402;0.319;0.462;0.574;0.027;0.402;0.0;0.419;0.37;0.37;0.37;0.37;0.37;0.727;0.37;0.029;0.06
ENSMUST00000069221_90_90;0.963;0.702;0.761;0.876;0.658;0.859;0.859;0.86;0.799;0.716;0.655;0.239;1.0;0.863;0.329;0.826;0.605;0.657;0.28;0.64;0.633;0.633;0.599;0.112;0.311;0.241;0.738;0.221;0.112;0.379;0.579;0.268;0.428;1.0;0.168;0.119;0.349;0.863;0.938;0.998;0.808;0.826;0.797;0.647;0.721;0.7;0.716;0.86;0.13;0.716;0.47;0.167;0.86;0.117;0.604;0.639;0.639;0.639;0.639;0.639;0.31;0.639;0.013;0.026
ENSMUST00000172508_90_90;0.169;0.019;0.021;0.145;0.013;0.145;0.145;0.145;0.154;0.0;0.0;0.0;0.168;0.152;0.512;0.0;0.0;0.0;0.0;0.0;0.012;0.012;0.014;0.057;0.033;0.039;0.018;0.041;0.057;0.029;0.0;0.037;0.027;0.168;1.0;0.0;0.482;0.152;0.18;0.169;0.161;0.0;0.211;0.018;0.02;0.019;0.0;0.145;0.0;0.0;0.338;0.931;0.145;0.705;0.014;0.012;0.012;0.012;0.012;0.012;0.033;0.012;0.069;0.082
ENSMUST00000172828_90_90;0.119;0.102;0.11;0.108;0.111;0.108;0.108;0.108;0.062;0.128;0.073;0.0;0.119;0.108;0.362;0.144;0.117;0.129;0.458;0.125;0.111;0.111;0.125;0.681;0.405;0.522;0.17;0.569;0.681;0.332;0.064;0.469;0.294;0.119;0.0;1.0;0.341;0.108;0.127;0.119;0.114;0.144;0.15;0.101;0.114;0.11;0.128;0.108;0.841;0.128;0.253;0.002;0.108;0.0;0.125;0.111;0.111;0.111;0.111;0.111;0.406;0.111;0.0;0.07
ENSMUST00000173405_90_90;0.35;0.179;0.194;0.309;0.162;0.309;0.309;0.309;0.247;0.159;0.098;0.0;0.349;0.315;0.942;0.175;0.15;0.163;0.408;0.159;0.156;0.156;0.173;0.303;0.426;0.498;0.225;0.524;0.303;0.372;0.103;0.467;0.342;0.349;0.482;0.341;1.0;0.315;0.373;0.35;0.334;0.175;0.438;0.165;0.184;0.178;0.159;0.309;0.378;0.159;0.721;0.48;0.309;0.336;0.174;0.157;0.157;0.157;0.157;0.157;0.427;0.157;0.034;0.07
ENSMUST00000173801_90_90;0.999;0.724;0.786;0.995;0.702;0.995;0.995;0.995;0.933;0.849;0.787;0.215;0.863;1.0;0.297;0.709;0.624;0.679;0.273;0.661;0.675;0.675;0.577;0.106;0.294;0.228;0.699;0.209;0.106;0.359;0.622;0.254;0.405;0.863;0.152;0.108;0.315;1.0;0.808;0.865;0.944;0.709;0.684;0.668;0.744;0.723;0.849;0.995;0.117;0.849;0.423;0.151;0.995;0.105;0.582;0.682;0.682;0.682;0.682;0.682;0.294;0.682;0.012;0.025
ENSMUST00000174269_90_90;0.902;0.635;0.689;0.819;0.602;0.804;0.804;0.804;0.744;0.66;0.599;0.255;0.938;0.808;0.351;0.763;0.547;0.594;0.304;0.579;0.579;0.579;0.543;0.121;0.334;0.259;0.668;0.237;0.121;0.408;0.526;0.288;0.434;0.938;0.18;0.127;0.373;0.808;1.0;0.936;0.855;0.763;0.85;0.585;0.652;0.634;0.66;0.804;0.139;0.66;0.502;0.179;0.804;0.125;0.548;0.585;0.585;0.585;0.585;0.585;0.333;0.585;0.014;0.028
ENSMUST00000174282_90_90;0.965;0.7;0.759;0.876;0.656;0.859;0.859;0.86;0.799;0.716;0.655;0.239;0.998;0.865;0.33;0.824;0.603;0.655;0.281;0.638;0.631;0.631;0.597;0.113;0.311;0.241;0.739;0.221;0.113;0.38;0.578;0.269;0.429;0.998;0.169;0.119;0.35;0.865;0.936;1.0;0.809;0.824;0.795;0.645;0.719;0.698;0.716;0.86;0.13;0.716;0.47;0.167;0.86;0.117;0.602;0.637;0.637;0.637;0.637;0.637;0.311;0.637;0.013;0.026
ENSMUST00000174361_90_90;0.936;0.658;0.713;0.939;0.647;0.938;0.938;0.939;0.877;0.793;0.73;0.228;0.808;0.944;0.315;0.654;0.567;0.616;0.295;0.6;0.622;0.622;0.524;0.114;0.315;0.244;0.633;0.224;0.114;0.385;0.568;0.272;0.41;0.808;0.161;0.114;0.334;0.944;0.855;0.809;1.0;0.654;0.724;0.606;0.676;0.657;0.793;0.939;0.124;0.793;0.448;0.16;0.939;0.112;0.528;0.628;0.628;0.628;0.628;0.628;0.314;0.628;0.013;0.026
ENSMUST00000174391_90_90;0.791;0.688;0.746;0.726;0.719;0.712;0.712;0.712;0.652;0.84;0.769;0.287;0.826;0.709;0.155;1.0;0.713;0.787;0.351;0.762;0.712;0.712;0.676;0.116;0.354;0.27;0.867;0.246;0.116;0.436;0.674;0.303;0.495;0.826;0.0;0.144;0.175;0.709;0.763;0.824;0.654;1.0;0.623;0.684;0.77;0.746;0.84;0.712;0.157;0.84;0.304;0.001;0.712;0.0;0.683;0.72;0.72;0.72;0.72;0.72;0.353;0.72;0.0;0.012
ENSMUST00000174688_90_90;0.763;0.485;0.526;0.692;0.477;0.68;0.68;0.679;0.619;0.534;0.474;0.301;0.797;0.684;0.413;0.623;0.416;0.452;0.323;0.441;0.459;0.459;0.417;0.146;0.306;0.312;0.51;0.286;0.146;0.282;0.405;0.322;0.268;0.797;0.211;0.15;0.438;0.684;0.85;0.795;0.724;0.623;1.0;0.447;0.498;0.484;0.534;0.679;0.164;0.534;0.444;0.21;0.679;0.147;0.422;0.464;0.464;0.464;0.464;0.464;0.307;0.464;0.016;0.034
ENSMUST00000048647_90_90;0.854;0.843;0.849;0.894;0.819;0.664;0.664;0.665;0.602;0.703;0.634;0.148;0.642;0.663;0.144;0.679;0.845;0.854;0.231;0.831;0.814;0.814;0.739;0.078;0.269;0.202;0.631;0.182;0.078;0.335;0.777;0.228;0.382;0.647;0.018;0.101;0.165;0.668;0.585;0.645;0.606;0.684;0.447;1.0;0.872;0.849;0.705;0.667;0.111;0.705;0.288;0.018;0.667;0.011;0.737;0.817;0.817;0.817;0.817;0.817;0.268;0.817;0.002;0.002
ENSMUST00000182637_90_90;0.854;0.962;0.958;0.894;0.932;0.746;0.746;0.747;0.676;0.798;0.72;0.159;0.721;0.744;0.162;0.77;0.9;0.979;0.262;0.938;0.926;0.926;0.841;0.088;0.306;0.23;0.719;0.208;0.088;0.382;0.885;0.26;0.435;0.721;0.02;0.114;0.184;0.744;0.652;0.719;0.676;0.77;0.498;0.872;1.0;0.958;0.801;0.75;0.126;0.801;0.323;0.02;0.75;0.012;0.838;0.93;0.93;0.93;0.93;0.93;0.305;0.93;0.002;0.002
