;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.774;0.83;0.83;0.806;0.851;0.815;0.815;0.8;0.863;0.917;1.0;0.292;0.639;0.804;0.125;0.729;0.885;0.885;0.275;0.885;0.824;0.824;0.574;0.109;0.269;0.194;0.574;0.179;0.109;0.294;0.778;0.224;0.324;0.639;0.0;0.133;0.146;0.804;0.619;0.639;0.784;0.729;0.552;0.815;0.83;0.83;0.925;0.804;0.109;0.925;0.215;0.01;0.804;0.0;0.588;0.853;0.853;0.853;0.853;0.853;0.254;0.853;0.0;0.032
ENST00000641107_90_90;0.262;0.226;0.226;0.241;0.254;0.239;0.239;0.234;0.252;0.268;0.292;1.0;0.272;0.227;0.0;0.319;0.231;0.231;0.0;0.231;0.235;0.235;0.218;0.0;0.0;0.0;0.264;0.0;0.0;0.0;0.286;0.0;0.0;0.272;0.0;0.0;0.0;0.227;0.278;0.272;0.232;0.319;0.31;0.241;0.222;0.222;0.269;0.234;0.0;0.269;0.0;0.0;0.234;0.0;0.236;0.265;0.265;0.265;0.265;0.265;0.0;0.265;0.0;0.0
ENST00000355238_90_90;0.966;0.891;0.891;0.835;0.853;0.825;0.825;0.835;0.763;0.711;0.639;0.272;1.0;0.816;0.368;0.839;0.889;0.889;0.396;0.889;0.824;0.824;0.8;0.224;0.466;0.379;0.828;0.362;0.224;0.517;0.647;0.414;0.552;1.0;0.149;0.184;0.391;0.816;0.977;0.989;0.796;0.839;0.885;0.891;0.891;0.891;0.711;0.835;0.198;0.711;0.519;0.16;0.835;0.049;0.803;0.855;0.855;0.855;0.855;0.855;0.441;0.855;0.051;0.102
ENST00000369622_90_90;1.0;0.964;0.964;1.0;0.971;0.99;0.99;1.0;0.928;0.876;0.804;0.227;0.816;1.0;0.32;0.68;0.963;0.963;0.365;0.963;0.941;0.941;0.706;0.197;0.409;0.333;0.727;0.318;0.197;0.455;0.765;0.364;0.485;0.816;0.13;0.16;0.34;1.0;0.796;0.824;0.98;0.68;0.718;0.964;0.964;0.964;0.876;1.0;0.165;0.876;0.433;0.134;1.0;0.041;0.71;0.971;0.971;0.971;0.971;0.971;0.388;0.971;0.045;0.09
ENST00000444272_90_90;0.368;0.255;0.255;0.309;0.279;0.312;0.312;0.309;0.25;0.186;0.125;0.0;0.368;0.32;1.0;0.207;0.241;0.241;0.684;0.241;0.288;0.288;0.38;0.684;0.704;0.864;0.396;0.905;0.684;0.633;0.106;0.792;0.594;0.368;0.406;0.5;0.941;0.32;0.376;0.372;0.327;0.207;0.416;0.255;0.255;0.255;0.186;0.309;0.533;0.186;0.714;0.433;0.309;0.133;0.373;0.275;0.275;0.275;0.275;0.275;0.731;0.275;0.158;0.316
ENST00000616122_90_90;0.805;0.836;0.836;0.711;0.794;0.701;0.701;0.711;0.639;0.812;0.729;0.319;0.839;0.68;0.207;1.0;0.889;0.889;0.396;0.889;0.765;0.765;0.733;0.155;0.397;0.31;0.759;0.293;0.155;0.448;0.688;0.345;0.483;0.839;0.0;0.219;0.23;0.68;0.816;0.828;0.66;1.0;0.724;0.836;0.836;0.836;0.812;0.711;0.232;0.812;0.37;0.012;0.711;0.0;0.738;0.797;0.797;0.797;0.797;0.797;0.373;0.797;0.0;0.034
ENST00000281722_90_90;1.0;0.972;0.986;1.0;1.0;0.981;0.981;1.0;0.885;1.0;0.885;0.231;0.889;0.963;0.241;0.889;1.0;0.914;0.278;0.925;0.968;0.968;0.81;0.143;0.365;0.286;0.635;0.27;0.143;0.413;0.841;0.317;0.444;0.889;0.0;0.204;0.259;0.963;0.852;0.87;0.926;0.889;0.704;1.0;0.946;0.959;1.0;1.0;0.212;1.0;0.442;0.0;1.0;0.0;0.794;1.0;1.0;1.0;1.0;1.0;0.349;1.0;0.0;0.016
ENST00000510397_90_90;1.0;1.0;0.959;1.0;1.0;0.981;0.981;1.0;0.885;1.0;0.885;0.231;0.889;0.963;0.241;0.889;0.914;1.0;0.289;0.961;0.968;0.968;0.81;0.143;0.365;0.286;0.635;0.27;0.143;0.413;0.841;0.317;0.444;0.889;0.0;0.204;0.259;0.963;0.852;0.87;0.926;0.889;0.704;0.946;1.0;0.959;1.0;1.0;0.212;1.0;0.442;0.0;1.0;0.0;0.794;1.0;1.0;1.0;1.0;1.0;0.349;1.0;0.0;0.016
ENST00000512640_90_90;0.373;0.25;0.254;0.365;0.338;0.373;0.373;0.365;0.275;0.365;0.275;0.0;0.396;0.365;0.684;0.396;0.278;0.289;1.0;0.293;0.344;0.344;0.412;0.429;0.913;0.857;0.525;0.81;0.429;0.808;0.213;0.952;0.75;0.396;0.0;0.579;0.737;0.365;0.413;0.404;0.38;0.396;0.425;0.25;0.25;0.254;0.365;0.365;0.579;0.365;0.826;0.0;0.365;0.0;0.42;0.333;0.333;0.333;0.333;0.333;0.955;0.333;0.0;0.048
ENST00000514866_90_90;1.0;0.959;1.0;1.0;1.0;0.981;0.981;1.0;0.885;1.0;0.885;0.231;0.889;0.963;0.241;0.889;0.925;0.961;0.293;1.0;0.968;0.968;0.81;0.143;0.365;0.286;0.635;0.27;0.143;0.413;0.841;0.317;0.444;0.889;0.0;0.204;0.259;0.963;0.852;0.87;0.926;0.889;0.704;0.959;0.959;1.0;1.0;1.0;0.212;1.0;0.442;0.0;1.0;0.0;0.794;1.0;1.0;1.0;1.0;1.0;0.349;1.0;0.0;0.016
ENST00000295971_90_90;0.967;0.967;0.967;0.971;0.978;0.956;0.956;0.971;0.882;0.912;0.824;0.235;0.824;0.941;0.288;0.765;0.968;0.968;0.344;0.968;1.0;1.0;0.789;0.168;0.316;0.263;0.531;0.253;0.168;0.347;0.842;0.284;0.368;0.824;0.061;0.197;0.303;0.941;0.794;0.809;0.912;0.765;0.676;0.967;0.967;0.967;0.912;0.971;0.197;0.912;0.439;0.061;0.971;0.0;0.795;0.978;0.978;0.978;0.978;0.978;0.33;0.978;0.034;0.068
ENST00000381793_90_90;0.967;0.967;0.967;0.971;0.978;0.956;0.956;0.971;0.882;0.912;0.824;0.235;0.824;0.941;0.288;0.765;0.968;0.968;0.344;0.968;1.0;1.0;0.789;0.168;0.316;0.263;0.531;0.253;0.168;0.347;0.842;0.284;0.368;0.824;0.061;0.197;0.303;0.941;0.794;0.809;0.912;0.765;0.676;0.967;0.967;0.967;0.912;0.971;0.197;0.912;0.439;0.061;0.971;0.0;0.795;0.978;0.978;0.978;0.978;0.978;0.33;0.978;0.034;0.068
ENST00000381795_90_90;0.77;0.803;0.803;0.721;0.783;0.706;0.706;0.721;0.632;0.662;0.574;0.218;0.8;0.706;0.38;0.733;0.81;0.81;0.412;0.81;0.789;0.789;1.0;0.213;0.4;0.333;0.667;0.32;0.213;0.44;0.632;0.36;0.467;0.8;0.08;0.26;0.4;0.706;0.767;0.783;0.676;0.733;0.633;0.803;0.803;0.803;0.662;0.721;0.265;0.662;0.592;0.082;0.721;0.0;1.0;0.778;0.778;0.778;0.778;0.778;0.414;0.778;0.043;0.086
ENST00000505220_90_90;0.213;0.115;0.115;0.191;0.174;0.194;0.194;0.191;0.172;0.132;0.109;0.0;0.224;0.197;0.684;0.155;0.143;0.143;0.429;0.143;0.168;0.168;0.213;1.0;0.533;0.64;0.291;0.667;1.0;0.485;0.011;0.593;0.457;0.224;0.308;0.529;0.65;0.197;0.232;0.228;0.203;0.155;0.271;0.115;0.115;0.115;0.132;0.191;0.529;0.132;0.448;0.308;0.191;0.0;0.229;0.178;0.178;0.178;0.178;0.178;0.552;0.178;0.188;0.375
ENST00000505414_90_90;0.443;0.344;0.344;0.397;0.326;0.403;0.403;0.397;0.328;0.338;0.269;0.0;0.466;0.409;0.704;0.397;0.365;0.365;0.913;0.365;0.316;0.316;0.4;0.533;1.0;0.833;0.545;0.8;0.533;0.909;0.158;0.9;0.857;0.466;0.148;0.481;0.741;0.409;0.482;0.474;0.422;0.397;0.442;0.344;0.344;0.344;0.338;0.397;0.481;0.338;0.931;0.148;0.397;0.0;0.429;0.333;0.333;0.333;0.333;0.333;0.967;0.333;0.1;0.2
ENST00000507180_90_90;0.361;0.262;0.262;0.324;0.272;0.328;0.328;0.324;0.254;0.265;0.194;0.0;0.379;0.333;0.864;0.31;0.286;0.286;0.857;0.286;0.263;0.263;0.333;0.64;0.833;1.0;0.455;0.96;0.64;0.758;0.105;0.926;0.714;0.379;0.182;0.591;0.909;0.333;0.393;0.386;0.344;0.31;0.458;0.262;0.262;0.262;0.265;0.324;0.591;0.265;0.759;0.182;0.324;0.0;0.357;0.278;0.278;0.278;0.278;0.278;0.862;0.278;0.12;0.24
ENST00000510871_90_90;0.787;0.623;0.623;0.721;0.587;0.706;0.706;0.721;0.632;0.662;0.574;0.264;0.828;0.727;0.396;0.759;0.635;0.635;0.525;0.635;0.531;0.531;0.667;0.291;0.545;0.455;1.0;0.436;0.291;0.6;0.378;0.491;0.636;0.828;0.083;0.271;0.417;0.727;0.793;0.842;0.697;0.759;0.655;0.623;0.623;0.623;0.662;0.721;0.265;0.662;0.592;0.082;0.721;0.0;0.722;0.6;0.6;0.6;0.6;0.6;0.537;0.6;0.056;0.111
ENST00000511598_90_90;0.344;0.246;0.246;0.309;0.261;0.313;0.313;0.309;0.239;0.25;0.179;0.0;0.362;0.318;0.905;0.293;0.27;0.27;0.81;0.27;0.253;0.253;0.32;0.667;0.8;0.96;0.436;1.0;0.667;0.727;0.095;0.889;0.686;0.362;0.19;0.619;0.952;0.318;0.375;0.368;0.328;0.293;0.438;0.246;0.246;0.246;0.25;0.309;0.619;0.25;0.724;0.19;0.309;0.0;0.343;0.267;0.267;0.267;0.267;0.267;0.828;0.267;0.125;0.25
ENST00000511902_90_90;0.213;0.115;0.115;0.191;0.174;0.194;0.194;0.191;0.172;0.132;0.109;0.0;0.224;0.197;0.684;0.155;0.143;0.143;0.429;0.143;0.168;0.168;0.213;1.0;0.533;0.64;0.291;0.667;1.0;0.485;0.011;0.593;0.457;0.224;0.308;0.529;0.65;0.197;0.232;0.228;0.203;0.155;0.271;0.115;0.115;0.115;0.132;0.191;0.529;0.132;0.448;0.308;0.191;0.0;0.229;0.178;0.178;0.178;0.178;0.178;0.552;0.178;0.188;0.375
ENST00000513473_90_90;0.492;0.393;0.393;0.441;0.359;0.426;0.426;0.441;0.353;0.382;0.294;0.0;0.517;0.455;0.633;0.448;0.413;0.413;0.808;0.413;0.347;0.347;0.44;0.485;0.909;0.758;0.6;0.727;0.485;1.0;0.189;0.818;0.943;0.517;0.133;0.433;0.667;0.455;0.536;0.526;0.469;0.448;0.418;0.393;0.393;0.393;0.382;0.441;0.433;0.382;0.967;0.133;0.441;0.0;0.471;0.367;0.367;0.367;0.367;0.367;0.879;0.367;0.091;0.182
ENST00000514014_90_90;0.77;0.869;0.869;0.794;0.815;0.779;0.779;0.794;0.731;0.844;0.778;0.286;0.647;0.765;0.106;0.688;0.841;0.841;0.213;0.841;0.842;0.842;0.632;0.011;0.158;0.105;0.378;0.095;0.011;0.189;1.0;0.126;0.211;0.647;0.0;0.081;0.121;0.765;0.618;0.632;0.735;0.688;0.5;0.869;0.869;0.869;0.844;0.794;0.081;0.844;0.258;0.0;0.794;0.0;0.625;0.811;0.811;0.811;0.811;0.811;0.159;0.811;0.0;0.0
ENST00000514782_90_90;0.393;0.295;0.295;0.353;0.293;0.358;0.358;0.353;0.284;0.294;0.224;0.0;0.414;0.364;0.792;0.345;0.317;0.317;0.952;0.317;0.284;0.284;0.36;0.593;0.9;0.926;0.491;0.889;0.593;0.818;0.126;1.0;0.771;0.414;0.167;0.542;0.833;0.364;0.429;0.421;0.375;0.345;0.469;0.295;0.295;0.295;0.294;0.353;0.542;0.294;0.828;0.167;0.353;0.0;0.386;0.3;0.3;0.3;0.3;0.3;0.931;0.3;0.111;0.222
ENST00000515053_90_90;0.525;0.426;0.426;0.471;0.38;0.456;0.456;0.471;0.382;0.412;0.324;0.0;0.552;0.485;0.594;0.483;0.444;0.444;0.75;0.444;0.368;0.368;0.467;0.457;0.857;0.714;0.636;0.686;0.457;0.943;0.211;0.771;1.0;0.552;0.125;0.406;0.625;0.485;0.544;0.561;0.477;0.483;0.404;0.426;0.426;0.426;0.412;0.471;0.406;0.412;0.906;0.125;0.471;0.0;0.5;0.389;0.389;0.389;0.389;0.389;0.829;0.389;0.086;0.171
ENSMUST00000069221_90_90;0.966;0.891;0.891;0.835;0.853;0.825;0.825;0.835;0.763;0.711;0.639;0.272;1.0;0.816;0.368;0.839;0.889;0.889;0.396;0.889;0.824;0.824;0.8;0.224;0.466;0.379;0.828;0.362;0.224;0.517;0.647;0.414;0.552;1.0;0.149;0.184;0.391;0.816;0.977;0.989;0.796;0.839;0.885;0.891;0.891;0.891;0.711;0.835;0.198;0.711;0.519;0.16;0.835;0.049;0.803;0.855;0.855;0.855;0.855;0.855;0.441;0.855;0.051;0.102
ENSMUST00000172508_90_90;0.149;0.055;0.055;0.113;0.059;0.115;0.115;0.113;0.122;0.0;0.0;0.0;0.149;0.13;0.406;0.0;0.0;0.0;0.0;0.0;0.061;0.061;0.08;0.308;0.148;0.182;0.083;0.19;0.308;0.133;0.0;0.167;0.125;0.149;1.0;0.0;0.382;0.13;0.153;0.151;0.133;0.0;0.169;0.055;0.055;0.055;0.0;0.113;0.0;0.0;0.262;0.846;0.113;0.364;0.078;0.058;0.058;0.058;0.058;0.058;0.154;0.058;0.75;0.667
ENSMUST00000172828_90_90;0.184;0.164;0.164;0.165;0.191;0.167;0.167;0.165;0.116;0.188;0.133;0.0;0.184;0.16;0.5;0.219;0.204;0.204;0.579;0.204;0.197;0.197;0.26;0.529;0.481;0.591;0.271;0.619;0.529;0.433;0.081;0.542;0.406;0.184;0.0;1.0;0.471;0.16;0.188;0.186;0.163;0.219;0.208;0.164;0.164;0.164;0.188;0.165;0.882;0.188;0.381;0.036;0.165;0.0;0.255;0.188;0.188;0.188;0.188;0.188;0.5;0.188;0.0;0.118
ENSMUST00000173405_90_90;0.391;0.273;0.273;0.33;0.294;0.333;0.333;0.33;0.271;0.206;0.146;0.0;0.391;0.34;0.941;0.23;0.259;0.259;0.737;0.259;0.303;0.303;0.4;0.65;0.741;0.909;0.417;0.952;0.65;0.667;0.121;0.833;0.625;0.391;0.382;0.471;1.0;0.34;0.4;0.395;0.347;0.23;0.442;0.273;0.273;0.273;0.206;0.33;0.5;0.206;0.762;0.406;0.33;0.125;0.392;0.29;0.29;0.29;0.29;0.29;0.769;0.29;0.15;0.3
ENSMUST00000173801_90_90;1.0;0.964;0.964;1.0;0.971;0.99;0.99;1.0;0.928;0.876;0.804;0.227;0.816;1.0;0.32;0.68;0.963;0.963;0.365;0.963;0.941;0.941;0.706;0.197;0.409;0.333;0.727;0.318;0.197;0.455;0.765;0.364;0.485;0.816;0.13;0.16;0.34;1.0;0.796;0.824;0.98;0.68;0.718;0.964;0.964;0.964;0.876;1.0;0.165;0.876;0.433;0.134;1.0;0.041;0.71;0.971;0.971;0.971;0.971;0.971;0.388;0.971;0.045;0.09
ENSMUST00000174269_90_90;0.943;0.855;0.855;0.814;0.824;0.804;0.804;0.814;0.742;0.691;0.619;0.278;0.977;0.796;0.376;0.816;0.852;0.852;0.413;0.852;0.794;0.794;0.767;0.232;0.482;0.393;0.793;0.375;0.232;0.536;0.618;0.429;0.544;0.977;0.153;0.188;0.4;0.796;1.0;0.966;0.812;0.816;0.906;0.855;0.855;0.855;0.691;0.814;0.203;0.691;0.532;0.165;0.814;0.051;0.77;0.826;0.826;0.826;0.826;0.826;0.456;0.826;0.053;0.105
ENSMUST00000174282_90_90;0.966;0.873;0.873;0.835;0.838;0.825;0.825;0.835;0.763;0.711;0.639;0.272;0.989;0.824;0.372;0.828;0.87;0.87;0.404;0.87;0.809;0.809;0.783;0.228;0.474;0.386;0.842;0.368;0.228;0.526;0.632;0.421;0.561;0.989;0.151;0.186;0.395;0.824;0.966;1.0;0.804;0.828;0.874;0.873;0.873;0.873;0.711;0.835;0.198;0.711;0.519;0.16;0.835;0.049;0.787;0.841;0.841;0.841;0.841;0.841;0.448;0.841;0.052;0.103
ENSMUST00000174361_90_90;0.977;0.927;0.927;0.979;0.941;0.969;0.969;0.979;0.907;0.856;0.784;0.232;0.796;0.98;0.327;0.66;0.926;0.926;0.38;0.926;0.912;0.912;0.676;0.203;0.422;0.344;0.697;0.328;0.203;0.469;0.735;0.375;0.477;0.796;0.133;0.163;0.347;0.98;0.812;0.804;1.0;0.66;0.733;0.927;0.927;0.927;0.856;0.979;0.168;0.856;0.442;0.137;0.979;0.042;0.681;0.942;0.942;0.942;0.942;0.942;0.4;0.942;0.046;0.092
ENSMUST00000174391_90_90;0.805;0.836;0.836;0.711;0.794;0.701;0.701;0.711;0.639;0.812;0.729;0.319;0.839;0.68;0.207;1.0;0.889;0.889;0.396;0.889;0.765;0.765;0.733;0.155;0.397;0.31;0.759;0.293;0.155;0.448;0.688;0.345;0.483;0.839;0.0;0.219;0.23;0.68;0.816;0.828;0.66;1.0;0.724;0.836;0.836;0.836;0.812;0.711;0.232;0.812;0.37;0.012;0.711;0.0;0.738;0.797;0.797;0.797;0.797;0.797;0.373;0.797;0.0;0.034
ENSMUST00000174688_90_90;0.851;0.709;0.709;0.732;0.706;0.74;0.74;0.732;0.677;0.608;0.552;0.31;0.885;0.718;0.416;0.724;0.704;0.704;0.425;0.704;0.676;0.676;0.633;0.271;0.442;0.458;0.655;0.438;0.271;0.418;0.5;0.469;0.404;0.885;0.169;0.208;0.442;0.718;0.906;0.874;0.733;0.724;1.0;0.709;0.709;0.709;0.608;0.732;0.225;0.608;0.468;0.183;0.732;0.056;0.639;0.71;0.71;0.71;0.71;0.71;0.442;0.71;0.061;0.122
ENSMUST00000048647_90_90;1.0;0.973;0.986;1.0;1.0;0.963;0.963;0.981;0.87;0.926;0.815;0.241;0.891;0.964;0.255;0.836;1.0;0.946;0.25;0.959;0.967;0.967;0.803;0.115;0.344;0.262;0.623;0.246;0.115;0.393;0.869;0.295;0.426;0.891;0.055;0.164;0.273;0.964;0.855;0.873;0.927;0.836;0.709;1.0;0.912;0.924;0.943;1.0;0.17;0.943;0.453;0.057;1.0;0.019;0.787;1.0;1.0;1.0;1.0;1.0;0.328;1.0;0.016;0.016
ENSMUST00000182637_90_90;1.0;1.0;0.961;1.0;1.0;0.981;0.981;1.0;0.887;0.943;0.83;0.222;0.891;0.964;0.255;0.836;0.946;1.0;0.25;0.959;0.967;0.967;0.803;0.115;0.344;0.262;0.623;0.246;0.115;0.393;0.869;0.295;0.426;0.891;0.055;0.164;0.273;0.964;0.855;0.873;0.927;0.836;0.709;0.912;1.0;0.961;0.943;1.0;0.17;0.943;0.453;0.057;1.0;0.019;0.787;1.0;1.0;1.0;1.0;1.0;0.328;1.0;0.016;0.016
