;transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156;transcript20_ENSHGLG00100003156;transcript13_ENSHGLG00000019563;transcript17_ENSHGLG00000019563;transcript25_ENSHGLG00000019563;transcript26_ENSHGLG00000019563;transcript27_ENSHGLG00000019563;transcript0_ENSHGLG00100006079;transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079;transcript21_ENSHGLG00100006079;transcript22_ENSHGLG00100006079;transcript0_ENSMUNG00000002391;transcript21_ENSMUNG00000002391;transcript22_ENSMUNG00000002391;transcript8_ENSAPOG00000016134;transcript10_ENSAPOG00000016134;transcript12_ENSAPOG00000016134;transcript17_ENSAPOG00000016134;transcript20_ENSAPOG00000016134;transcript7_ENSAPOG00000023408;transcript12_ENSAPOG00000023408;transcript22_ENSAPOG00000023408;transcript23_ENSAPOG00000023408;transcript24_ENSAPOG00000023408;transcript0_ENSPNYG00000024266;transcript0_ENSXMAG00000026005
transcript20_ENSHGLG00100006079;0.997;0.997;0.997;0.997;0.997;0.997;0.708;0.852;0.629;1.0;1.0;1.0;1.0;0.658;0.819;0.53;0.536;0.555;0.433;0.459;0.457;0.609;0.446;0.672;0.347;0.552;0.627;0.627
transcript21_ENSHGLG00100006079;0.997;0.997;0.997;0.997;0.997;0.997;0.708;0.852;0.629;1.0;1.0;1.0;1.0;0.658;0.819;0.53;0.536;0.555;0.433;0.459;0.457;0.609;0.446;0.672;0.347;0.552;0.627;0.627
transcript22_ENSHGLG00100006079;0.997;0.997;0.997;0.997;0.997;0.997;0.708;0.852;0.629;1.0;1.0;1.0;1.0;0.658;0.819;0.53;0.536;0.555;0.433;0.459;0.457;0.609;0.446;0.672;0.347;0.552;0.627;0.627
transcript0_ENSMUNG00000002391;0.943;0.943;0.943;0.955;0.955;0.955;0.681;0.712;0.989;0.658;0.658;0.658;0.658;1.0;0.834;0.889;0.964;0.984;0.869;0.826;0.825;0.682;0.907;0.718;0.813;0.652;0.992;0.992
transcript21_ENSMUNG00000002391;0.976;0.976;0.976;0.982;0.982;0.982;0.698;0.738;0.795;0.819;0.819;0.819;0.819;0.834;1.0;0.723;0.782;0.802;0.688;0.644;0.719;0.86;0.714;0.907;0.619;0.82;0.827;0.827
transcript22_ENSMUNG00000002391;0.782;0.782;0.782;0.792;0.792;0.792;0.505;0.548;0.871;0.53;0.53;0.53;0.53;0.889;0.723;1.0;0.888;0.869;0.98;0.712;0.933;0.749;0.98;0.788;0.877;0.718;0.882;0.882
transcript8_ENSAPOG00000016134;0.883;0.883;0.883;0.897;0.897;0.897;0.609;0.604;0.965;0.536;0.536;0.536;0.536;0.964;0.782;0.888;1.0;0.984;0.907;0.851;0.851;0.623;0.923;0.655;0.835;0.598;0.972;0.972
transcript10_ENSAPOG00000016134;0.923;0.923;0.923;0.936;0.936;0.936;0.648;0.643;0.984;0.555;0.555;0.555;0.555;0.984;0.802;0.869;0.984;1.0;0.891;0.867;0.837;0.623;0.922;0.655;0.835;0.598;0.988;0.988
transcript12_ENSAPOG00000016134;0.75;0.75;0.75;0.76;0.76;0.76;0.458;0.466;0.871;0.433;0.433;0.433;0.433;0.869;0.688;0.98;0.907;0.891;1.0;0.758;0.942;0.692;1.0;0.726;0.903;0.664;0.881;0.881
transcript17_ENSAPOG00000016134;0.625;0.625;0.625;0.637;0.637;0.637;0.346;0.932;0.891;0.459;0.459;0.459;0.459;0.826;0.644;0.712;0.851;0.867;0.758;1.0;0.705;0.483;0.782;0.515;0.694;0.457;0.856;0.856
transcript20_ENSAPOG00000016134;0.755;0.755;0.755;0.764;0.764;0.764;0.46;0.47;0.809;0.457;0.457;0.457;0.457;0.825;0.719;0.933;0.851;0.837;0.942;0.705;1.0;0.727;0.942;0.764;0.845;0.698;0.828;0.828
transcript7_ENSAPOG00000023408;0.79;0.79;0.79;0.794;0.794;0.794;0.461;0.449;0.56;0.609;0.609;0.609;0.609;0.682;0.86;0.749;0.623;0.623;0.692;0.483;0.727;1.0;0.692;0.949;0.652;0.955;0.613;0.613
transcript12_ENSAPOG00000023408;0.827;0.827;0.827;0.837;0.837;0.837;0.521;0.494;0.908;0.446;0.446;0.446;0.446;0.907;0.714;0.98;0.923;0.922;1.0;0.782;0.942;0.692;1.0;0.726;0.903;0.664;0.912;0.912
transcript22_ENSAPOG00000023408;0.857;0.857;0.857;0.861;0.861;0.861;0.53;0.516;0.596;0.672;0.672;0.672;0.672;0.718;0.907;0.788;0.655;0.655;0.726;0.515;0.764;0.949;0.726;1.0;0.629;0.906;0.645;0.645
transcript23_ENSAPOG00000023408;0.668;0.668;0.668;0.677;0.677;0.677;0.352;0.333;0.816;0.347;0.347;0.347;0.347;0.813;0.619;0.877;0.835;0.835;0.903;0.694;0.845;0.652;0.903;0.629;1.0;0.624;0.826;0.826
transcript24_ENSAPOG00000023408;0.734;0.734;0.734;0.736;0.736;0.736;0.5;0.391;0.532;0.552;0.552;0.552;0.552;0.652;0.82;0.718;0.598;0.598;0.664;0.457;0.698;0.955;0.664;0.906;0.624;1.0;0.589;0.589
transcript0_ENSPNYG00000024266;0.939;0.939;0.939;0.953;0.953;0.953;0.691;0.745;0.996;0.627;0.627;0.627;0.627;0.992;0.827;0.882;0.972;0.988;0.881;0.856;0.828;0.613;0.912;0.645;0.826;0.589;1.0;1.0
transcript0_ENSXMAG00000026005;0.939;0.939;0.939;0.953;0.953;0.953;0.691;0.745;0.996;0.627;0.627;0.627;0.627;0.992;0.827;0.882;0.972;0.988;0.881;0.856;0.828;0.613;0.912;0.645;0.826;0.589;1.0;1.0
