;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.026;0.017;0.033;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.026;0.037;0.025;0.029;0.025;0.0;0.0;0.0;0.0;0.026;0.025;0.032;0.293;0.032;0.061;1.0;0.043;0.098;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416108_90_90;0.026;0.017;0.033;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.026;0.037;0.025;0.029;0.025;0.0;0.0;0.0;0.0;0.026;0.025;0.032;0.293;0.032;0.061;1.0;0.043;0.098;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416529_90_90;0.026;0.0;0.033;0.0;0.031;0.038;0.032;0.068;0.161;0.267;0.267;0.267;1.0;0.0;0.043;0.235;0.255;0.075;0.267;0.0;0.267;0.267;0.267;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.025;0.035;0.024;0.028;0.024;0.101;0.106;0.0;0.11;0.026;0.025;0.032;0.257;0.032;0.059;0.267;0.042;0.092;0.032;0.267;0.255;0.0;0.267;0.235;1.0;0.267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000425184_90_90;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.537;0.537;0.537;0.0;1.0;0.0;0.0;0.0;0.0;0.537;0.0;0.537;0.537;0.537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.537;0.0;0.0;0.0;0.537;0.0;0.0;0.537;0.0;0.0;0.537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000426951_90_90;0.103;0.086;0.125;0.0;0.131;0.166;0.132;0.305;0.175;0.046;0.046;0.046;0.043;0.0;1.0;0.243;0.259;0.352;0.046;0.0;0.046;0.046;0.046;0.0;0.0;0.137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.049;0.104;0.046;0.068;0.146;0.097;0.071;0.138;0.179;0.19;0.0;0.195;0.102;0.096;0.133;0.26;0.132;0.26;0.046;0.177;0.441;0.133;0.046;0.259;0.0;0.046;0.243;0.043;0.046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000429968_90_90;0.058;0.029;0.065;0.0;0.064;0.08;0.065;0.146;0.378;0.264;0.264;0.264;0.235;0.0;0.243;1.0;0.685;0.165;0.264;0.0;0.264;0.264;0.264;0.0;0.0;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.0;0.025;0.072;0.054;0.028;0.058;0.057;0.059;0.0;0.06;0.057;0.053;0.065;0.692;0.065;0.125;0.264;0.087;0.205;0.065;0.264;0.685;0.0;0.264;1.0;0.235;0.264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000433027_90_90;0.05;0.021;0.058;0.0;0.065;0.082;0.066;0.149;0.403;0.291;0.291;0.291;0.255;0.0;0.259;0.685;1.0;0.17;0.291;0.0;0.291;0.291;0.291;0.0;0.0;0.068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.026;0.061;0.046;0.029;0.048;0.042;0.044;0.0;0.045;0.049;0.045;0.066;0.788;0.065;0.129;0.291;0.088;0.212;0.066;0.291;1.0;0.0;0.291;0.685;0.255;0.291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000434927_90_90;0.284;0.316;0.366;0.141;0.374;0.474;0.379;0.855;0.14;0.079;0.079;0.079;0.075;0.0;0.352;0.165;0.17;1.0;0.079;0.171;0.079;0.079;0.079;0.0;0.137;0.333;0.0;0.024;0.118;0.022;0.099;0.286;0.227;0.224;0.285;0.288;0.326;0.394;0.347;0.262;0.478;0.453;0.475;0.091;0.667;0.279;0.341;0.377;0.172;0.372;0.722;0.081;0.508;0.801;0.377;0.081;0.172;0.152;0.081;0.167;0.076;0.081;0.107;0.128;0.012;0.269;0.0;0.0;0.0;0.107;0.23;0.302
ENST00000444878_90_90;0.026;0.017;0.033;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.026;0.037;0.025;0.029;0.025;0.0;0.0;0.0;0.0;0.026;0.025;0.032;0.293;0.032;0.061;1.0;0.043;0.098;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000448303_90_90;0.504;0.512;0.642;0.729;0.651;0.491;0.641;0.238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.171;0.0;1.0;0.0;0.0;0.0;0.125;0.459;0.678;0.301;0.245;0.705;0.29;0.671;0.009;0.342;0.569;0.508;0.571;0.547;0.502;0.513;0.544;0.524;0.359;0.323;0.579;0.249;0.499;0.504;0.637;0.0;0.647;0.333;0.0;0.495;0.144;0.637;0.0;0.0;0.91;0.0;0.0;0.0;0.0;0.685;0.72;0.619;0.353;0.119;0.222;0.429;0.685;0.389;0.139
ENST00000449489_90_90;0.026;0.017;0.033;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.026;0.037;0.025;0.029;0.025;0.0;0.0;0.0;0.0;0.026;0.025;0.032;0.293;0.032;0.061;1.0;0.043;0.098;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000453310_90_90;0.026;0.017;0.033;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.026;0.037;0.025;0.029;0.025;0.0;0.0;0.0;0.0;0.026;0.025;0.032;0.293;0.032;0.061;1.0;0.043;0.098;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000455343_90_90;0.026;0.017;0.033;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.026;0.037;0.025;0.029;0.025;0.0;0.0;0.0;0.0;0.026;0.025;0.032;0.293;0.032;0.061;1.0;0.043;0.098;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000476806_90_90;0.051;0.049;0.074;0.08;0.081;0.103;0.082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;1.0;0.081;0.085;0.3;0.0;0.08;0.0;0.083;0.0;0.0;0.058;0.052;0.054;0.052;0.078;0.049;0.056;0.073;0.0;0.0;0.11;0.0;0.051;0.048;0.075;0.0;0.074;0.0;0.0;0.1;0.0;0.075;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.083;0.081;0.093;0.0;0.0;0.297;0.128;0.083;0.0;0.0
ENST00000490484_90_90;0.391;0.367;0.379;0.506;0.357;0.447;0.36;0.221;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.137;0.0;0.459;0.0;0.0;0.0;0.081;1.0;0.371;0.432;0.414;0.503;0.568;0.468;0.0;0.538;0.442;0.394;0.408;0.392;0.58;0.367;0.422;0.546;0.389;0.346;0.463;0.21;0.387;0.362;0.383;0.0;0.379;0.352;0.0;0.514;0.102;0.383;0.0;0.0;0.537;0.0;0.0;0.0;0.0;0.468;0.503;0.405;0.544;0.202;0.074;0.171;0.468;0.63;0.129
ENST00000528062_90_90;0.707;0.717;0.941;0.875;0.958;0.66;0.948;0.386;0.062;0.033;0.033;0.033;0.033;0.0;0.137;0.067;0.068;0.333;0.033;0.678;0.033;0.033;0.033;0.085;0.371;1.0;0.256;0.202;0.741;0.274;0.711;0.036;0.268;0.659;0.707;0.71;0.748;0.618;0.756;0.698;0.675;0.391;0.361;0.547;0.341;0.695;0.743;0.942;0.069;0.952;0.464;0.033;0.666;0.314;0.942;0.033;0.069;0.619;0.033;0.068;0.033;0.033;0.728;0.76;0.668;0.287;0.1;0.169;0.47;0.728;0.311;0.219
ENST00000615771_90_90;0.209;0.197;0.242;0.309;0.245;0.309;0.248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.301;0.0;0.0;0.0;0.3;0.432;0.256;1.0;0.234;0.302;0.413;0.314;0.0;0.169;0.236;0.211;0.219;0.21;0.314;0.198;0.225;0.296;0.073;0.032;0.35;0.0;0.207;0.194;0.244;0.0;0.242;0.089;0.0;0.327;0.0;0.244;0.0;0.0;0.322;0.0;0.0;0.0;0.0;0.316;0.304;0.354;0.184;0.283;0.173;0.272;0.316;0.185;0.0
ENST00000369086_90_90;0.203;0.193;0.191;0.196;0.192;0.236;0.192;0.163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;0.0;0.245;0.0;0.0;0.0;0.0;0.414;0.202;0.234;1.0;0.19;0.7;0.199;0.0;0.599;0.21;0.203;0.198;0.195;0.313;0.192;0.208;0.295;0.361;0.29;0.179;0.106;0.203;0.191;0.191;0.0;0.191;0.345;0.0;0.257;0.0;0.191;0.0;0.0;0.258;0.0;0.0;0.0;0.0;0.201;0.192;0.223;0.642;0.398;0.0;0.0;0.201;0.597;0.025
ENST00000369093_90_90;0.746;0.706;0.808;0.988;0.739;0.574;0.739;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.118;0.0;0.705;0.0;0.0;0.0;0.08;0.503;0.741;0.302;0.19;1.0;0.272;0.952;0.018;0.28;0.744;0.722;0.702;0.695;0.591;0.681;0.736;0.54;0.345;0.308;0.76;0.208;0.744;0.7;0.78;0.0;0.78;0.288;0.0;0.542;0.062;0.78;0.0;0.0;0.743;0.0;0.0;0.0;0.0;0.946;0.994;0.855;0.275;0.08;0.302;0.643;0.946;0.297;0.207
ENST00000412524_90_90;0.264;0.252;0.26;0.267;0.262;0.32;0.262;0.144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.29;0.0;0.0;0.0;0.0;0.568;0.274;0.413;0.7;0.272;1.0;0.285;0.0;0.49;0.275;0.265;0.26;0.257;0.414;0.251;0.271;0.392;0.318;0.257;0.289;0.094;0.263;0.249;0.26;0.0;0.26;0.307;0.0;0.345;0.0;0.26;0.0;0.0;0.304;0.0;0.0;0.0;0.0;0.288;0.275;0.32;0.498;0.308;0.0;0.072;0.288;0.468;0.021
ENST00000436547_90_90;0.712;0.674;0.776;0.942;0.71;0.544;0.71;0.164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.099;0.0;0.671;0.0;0.0;0.0;0.083;0.468;0.711;0.314;0.199;0.952;0.285;1.0;0.018;0.293;0.711;0.69;0.671;0.663;0.555;0.65;0.704;0.506;0.308;0.271;0.719;0.173;0.71;0.668;0.749;0.0;0.749;0.257;0.0;0.511;0.065;0.749;0.0;0.0;0.707;0.0;0.0;0.0;0.0;0.992;0.946;0.897;0.288;0.084;0.318;0.676;0.992;0.251;0.217
ENST00000479729_90_90;0.034;0.079;0.079;0.025;0.08;0.098;0.08;0.202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.286;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.0;0.018;0.0;0.018;1.0;0.05;0.035;0.034;0.081;0.08;0.05;0.079;0.035;0.119;0.077;0.082;0.0;0.234;0.034;0.079;0.079;0.0;0.079;0.159;0.0;0.108;0.168;0.079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019;0.019;0.0;0.056;0.0;0.0;0.0;0.019;0.0;0.074
ENST00000497671_90_90;0.304;0.288;0.277;0.281;0.279;0.343;0.279;0.367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.227;0.0;0.342;0.0;0.0;0.0;0.0;0.538;0.268;0.169;0.599;0.28;0.49;0.293;0.05;1.0;0.315;0.305;0.296;0.292;0.47;0.287;0.311;0.444;0.616;0.545;0.245;0.326;0.304;0.286;0.277;0.0;0.277;0.552;0.0;0.374;0.158;0.277;0.0;0.0;0.357;0.0;0.0;0.0;0.0;0.292;0.278;0.198;0.978;0.267;0.0;0.0;0.292;0.776;0.235
ENST00000313352_90_90;0.897;0.861;0.708;0.966;0.698;0.54;0.698;0.293;0.0;0.0;0.0;0.0;0.0;0.0;0.049;0.0;0.0;0.224;0.0;0.569;0.0;0.0;0.0;0.058;0.442;0.659;0.236;0.21;0.744;0.275;0.711;0.035;0.315;1.0;0.897;0.939;0.907;0.529;0.849;0.963;0.51;0.359;0.336;0.531;0.243;0.897;0.849;0.718;0.0;0.718;0.386;0.0;0.538;0.151;0.718;0.0;0.0;0.586;0.0;0.0;0.0;0.0;0.702;0.736;0.593;0.323;0.097;0.174;0.383;0.702;0.321;0.231
ENST00000349157_90_90;1.0;0.917;0.79;0.966;0.743;0.59;0.743;0.352;0.073;0.026;0.026;0.026;0.025;0.0;0.104;0.058;0.05;0.285;0.026;0.508;0.026;0.026;0.026;0.052;0.394;0.707;0.211;0.203;0.722;0.265;0.69;0.034;0.305;0.897;1.0;0.849;0.881;0.621;0.946;0.93;0.588;0.425;0.402;0.475;0.309;1.0;0.946;0.774;0.052;0.774;0.448;0.028;0.597;0.218;0.774;0.028;0.052;0.529;0.028;0.059;0.026;0.028;0.679;0.712;0.574;0.312;0.094;0.169;0.371;0.679;0.31;0.224
ENST00000453551_90_90;0.849;0.916;0.771;0.966;0.762;0.603;0.762;0.349;0.0;0.0;0.0;0.0;0.0;0.0;0.046;0.0;0.0;0.288;0.0;0.571;0.0;0.0;0.0;0.054;0.408;0.71;0.219;0.198;0.702;0.26;0.671;0.081;0.296;0.939;0.849;1.0;0.966;0.5;0.903;0.907;0.564;0.339;0.317;0.496;0.296;0.849;0.903;0.783;0.0;0.783;0.441;0.0;0.603;0.208;0.783;0.0;0.0;0.559;0.0;0.0;0.0;0.0;0.695;0.728;0.587;0.32;0.096;0.172;0.38;0.695;0.318;0.229
ENST00000456095_90_90;0.881;0.907;0.807;0.966;0.799;0.639;0.799;0.386;0.025;0.026;0.026;0.026;0.025;0.0;0.068;0.025;0.026;0.326;0.026;0.547;0.026;0.026;0.026;0.052;0.392;0.748;0.21;0.195;0.695;0.257;0.663;0.08;0.292;0.907;0.881;0.966;1.0;0.532;0.935;0.942;0.587;0.342;0.32;0.479;0.299;0.881;0.935;0.82;0.026;0.82;0.478;0.026;0.64;0.245;0.82;0.026;0.026;0.536;0.026;0.026;0.025;0.026;0.687;0.721;0.58;0.316;0.095;0.171;0.375;0.687;0.314;0.226
ENST00000526459_90_90;0.634;0.573;0.713;0.699;0.662;0.811;0.662;0.493;0.095;0.037;0.037;0.037;0.035;0.0;0.146;0.072;0.061;0.394;0.037;0.502;0.037;0.037;0.037;0.078;0.58;0.618;0.314;0.313;0.591;0.414;0.555;0.05;0.47;0.529;0.621;0.5;0.532;1.0;0.587;0.562;0.895;0.612;0.578;0.368;0.434;0.634;0.598;0.687;0.063;0.687;0.629;0.039;0.859;0.3;0.687;0.039;0.063;0.536;0.039;0.075;0.036;0.039;0.577;0.615;0.451;0.502;0.15;0.149;0.208;0.577;0.499;0.166
ENST00000526683_90_90;0.946;0.972;0.853;0.966;0.805;0.65;0.805;0.404;0.068;0.025;0.025;0.025;0.024;0.0;0.097;0.054;0.046;0.347;0.025;0.513;0.025;0.025;0.025;0.049;0.367;0.756;0.198;0.192;0.681;0.251;0.65;0.079;0.287;0.849;0.946;0.903;0.935;0.587;1.0;0.881;0.642;0.402;0.381;0.448;0.36;0.946;1.0;0.838;0.048;0.838;0.501;0.025;0.66;0.273;0.838;0.025;0.048;0.508;0.025;0.055;0.025;0.025;0.673;0.706;0.568;0.31;0.093;0.168;0.368;0.673;0.308;0.223
ENST00000527197_90_90;0.93;0.853;0.744;0.966;0.734;0.577;0.734;0.331;0.027;0.029;0.029;0.029;0.028;0.0;0.071;0.028;0.029;0.262;0.029;0.544;0.029;0.029;0.029;0.056;0.422;0.698;0.225;0.208;0.736;0.271;0.704;0.035;0.311;0.963;0.93;0.907;0.942;0.562;0.881;1.0;0.532;0.361;0.338;0.511;0.248;0.93;0.881;0.756;0.029;0.756;0.423;0.029;0.576;0.19;0.756;0.029;0.029;0.56;0.029;0.029;0.028;0.029;0.694;0.727;0.586;0.319;0.096;0.172;0.379;0.694;0.317;0.228
