id_transcript;blocks
transcript38_ENSMSIG00000000513;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|60|61|63|64|66|67|68|69|70
transcript52_ENSMSIG00000000513;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|68|69|70
transcript38_MGP-SPRETEiJ-G0021131;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|40|41|42|43|60|61|63|64|66|67|68|69|70
transcript52_MGP-SPRETEiJ-G0021131;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|40|41|42|43|68|69|70
transcript58_ENSMSIG00000000513;27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
transcript63_MGP-SPRETEiJ-G0021131;0|1|2|27|28|29|30|31|33|34|35|36|37|38|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|67|68|69|70
transcript12_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|67|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
transcript32_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
transcript50_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
transcript32_ENSMUGG00000013592;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
transcript31_ENSRNOG00000031503;0|2|3|5|6|7|8|9|11|12|13|15|17|19|21|23|24|25|26|27|29|31|33|34|35|36|38|39|40|42|43|44|46|48|50|51|52|53|54|55|56|59|60|61|63|64|66|67|68|69|70|71|72|75|76|78|80|82|85|86
transcript32_ENSRNOG00000031503;0|2|3|5|6|7|8|9|11|12|13|15|17|19|21|23|24|25|26|27|29|31|33|34|35|36|38|39|40|42|43|44|46|48|50|51|52|53|54|55|56|59|60|61|63|64|66|67|68|69|70|71|72|75|76|78|80|82|85|86
transcript8_ENSRNOG00000031503;0|2|3|5|6|7|8|9|11|34|35|36|38|39|40|42|43|44|46|48|50|51|52|53|54|55|56|59|69|70|71|72|75|76|78|80|82|85|86
