;ENSCAFT00000014853_90_90;ENST00000323180_90_90;ENST00000418153_90_90;ENST00000524497_90_90;ENST00000525438_90_90;ENST00000525676_90_90;ENST00000527782_90_90;ENST00000529734_90_90;ENST00000529782_90_90;ENST00000530587_90_90;ENST00000531959_90_90;ENST00000532010_90_90;ENST00000532028_90_90;ENST00000532883_90_90;ENST00000533757_90_90;ENSMUST00000044036_90_90;ENSMUST00000068702_90_90;ENSMUST00000090586_90_90;ENSMUST00000111290_90_90;ENSMUST00000111291_90_90;ENSMUST00000111292_90_90;ENSMUST00000111293_90_90;ENSMUST00000111294_90_90;ENSMUST00000111297_90_90;ENSMUST00000128781_90_90;ENSMUST00000138995_90_90;ENSMUST00000159366_90_90;ENSMUST00000159727_90_90;ENSMUST00000159961_90_90;ENSMUST00000161067_90_90;ENSMUST00000162146_90_90;ENSMUST00000162188_90_90;ENSMUST00000162497_90_90
ENST00000532883_90_90;0.254;0.217;0.217;0.333;0.45;0.0;0.3;0.433;0.172;0.0;0.342;0.15;0.0;1.0;0.65;0.315;0.327;0.288;0.298;0.315;0.327;0.288;0.293;0.309;0.25;0.35;0.417;0.0;0.093;0.0;0.739;0.5;0.2
ENST00000533757_90_90;0.196;0.245;0.245;0.406;0.692;0.0;0.462;0.565;0.227;0.0;0.419;0.231;0.0;0.65;1.0;0.255;0.265;0.232;0.241;0.255;0.265;0.232;0.236;0.25;0.385;0.538;0.333;0.0;0.02;0.0;0.65;0.769;0.308
ENSMUST00000044036_90_90;0.78;0.705;0.733;0.407;0.176;0.096;0.118;0.37;0.204;0.115;0.414;0.059;0.173;0.315;0.255;1.0;0.923;0.911;0.875;1.0;0.923;0.911;0.86;0.839;0.098;0.137;0.519;0.055;0.731;0.192;0.34;0.196;0.078
ENSMUST00000068702_90_90;0.717;0.729;0.7;0.421;0.184;0.1;0.122;0.385;0.212;0.12;0.429;0.061;0.157;0.327;0.265;0.923;1.0;0.842;0.807;0.923;1.0;0.842;0.891;0.87;0.102;0.143;0.538;0.037;0.692;0.224;0.353;0.204;0.082
ENSMUST00000090586_90_90;0.864;0.787;0.817;0.443;0.161;0.088;0.107;0.339;0.186;0.105;0.426;0.054;0.158;0.288;0.232;0.911;0.842;1.0;0.964;0.911;0.842;1.0;0.947;0.895;0.089;0.125;0.554;0.125;0.667;0.175;0.31;0.179;0.071
ENSMUST00000111290_90_90;0.831;0.754;0.783;0.458;0.167;0.091;0.111;0.351;0.193;0.109;0.441;0.056;0.164;0.298;0.241;0.875;0.807;0.964;1.0;0.875;0.807;0.964;0.912;0.927;0.093;0.13;0.574;0.13;0.632;0.14;0.321;0.185;0.074
ENSMUST00000111291_90_90;0.78;0.705;0.733;0.407;0.176;0.096;0.118;0.37;0.204;0.115;0.414;0.059;0.173;0.315;0.255;1.0;0.923;0.911;0.875;1.0;0.923;0.911;0.86;0.839;0.098;0.137;0.519;0.055;0.731;0.192;0.34;0.196;0.078
ENSMUST00000111292_90_90;0.717;0.729;0.7;0.421;0.184;0.1;0.122;0.385;0.212;0.12;0.429;0.061;0.157;0.327;0.265;0.923;1.0;0.842;0.807;0.923;1.0;0.842;0.891;0.87;0.102;0.143;0.538;0.037;0.692;0.224;0.353;0.204;0.082
ENSMUST00000111293_90_90;0.864;0.787;0.817;0.443;0.161;0.088;0.107;0.339;0.186;0.105;0.426;0.054;0.158;0.288;0.232;0.911;0.842;1.0;0.964;0.911;0.842;1.0;0.947;0.895;0.089;0.125;0.554;0.125;0.667;0.175;0.31;0.179;0.071
ENSMUST00000111294_90_90;0.817;0.831;0.77;0.45;0.164;0.089;0.109;0.345;0.19;0.107;0.433;0.055;0.14;0.293;0.236;0.86;0.891;0.947;0.912;0.86;0.891;0.947;1.0;0.945;0.091;0.127;0.564;0.127;0.621;0.2;0.316;0.182;0.073
ENSMUST00000111297_90_90;0.767;0.78;0.721;0.448;0.173;0.094;0.115;0.364;0.2;0.113;0.431;0.058;0.148;0.309;0.25;0.839;0.87;0.895;0.927;0.839;0.87;0.895;0.945;1.0;0.096;0.135;0.596;0.135;0.596;0.167;0.333;0.192;0.077
ENSMUST00000128781_90_90;0.073;0.094;0.094;0.156;0.556;0.0;0.833;0.217;0.0;0.0;0.161;0.6;0.0;0.25;0.385;0.098;0.102;0.089;0.093;0.098;0.102;0.089;0.091;0.096;1.0;0.714;0.091;0.0;0.0;0.0;0.25;0.5;0.8
ENSMUST00000138995_90_90;0.109;0.132;0.132;0.219;0.778;0.0;0.857;0.304;0.0;0.0;0.226;0.429;0.0;0.35;0.538;0.137;0.143;0.125;0.13;0.137;0.143;0.125;0.127;0.135;0.714;1.0;0.152;0.0;0.0;0.0;0.35;0.7;0.571
ENSMUST00000159366_90_90;0.466;0.424;0.424;0.615;0.212;0.0;0.121;0.5;0.324;0.0;0.59;0.03;0.0;0.417;0.333;0.519;0.538;0.554;0.574;0.519;0.538;0.554;0.564;0.596;0.091;0.152;1.0;0.118;0.346;0.0;0.457;0.242;0.061
ENSMUST00000159727_90_90;0.13;0.132;0.111;0.083;0.0;0.0;0.0;0.0;0.0;0.0;0.056;0.0;0.0;0.0;0.0;0.055;0.037;0.125;0.13;0.055;0.037;0.125;0.127;0.135;0.0;0.0;0.118;1.0;0.045;0.0;0.0;0.0;0.0
ENSMUST00000159961_90_90;0.603;0.484;0.533;0.203;0.0;0.125;0.0;0.148;0.152;0.15;0.207;0.0;0.225;0.093;0.02;0.731;0.692;0.667;0.632;0.731;0.692;0.667;0.621;0.596;0.0;0.0;0.346;0.045;1.0;0.25;0.113;0.0;0.0
ENSMUST00000161067_90_90;0.182;0.208;0.185;0.0;0.0;0.133;0.0;0.0;0.0;0.286;0.0;0.0;0.167;0.0;0.0;0.192;0.224;0.175;0.14;0.192;0.224;0.175;0.2;0.167;0.0;0.0;0.0;0.0;0.25;1.0;0.0;0.0;0.0
ENSMUST00000162146_90_90;0.298;0.217;0.217;0.405;0.45;0.0;0.3;0.433;0.172;0.0;0.417;0.15;0.0;0.739;0.65;0.34;0.353;0.31;0.321;0.34;0.353;0.31;0.316;0.333;0.25;0.35;0.457;0.0;0.113;0.0;1.0;0.5;0.2
ENSMUST00000162188_90_90;0.164;0.189;0.189;0.312;0.9;0.0;0.6;0.435;0.091;0.0;0.323;0.3;0.0;0.5;0.769;0.196;0.204;0.179;0.185;0.196;0.204;0.179;0.182;0.192;0.5;0.7;0.242;0.0;0.0;0.0;0.5;1.0;0.4
ENSMUST00000162497_90_90;0.055;0.075;0.075;0.125;0.444;0.0;0.667;0.174;0.0;0.0;0.129;0.75;0.0;0.2;0.308;0.078;0.082;0.071;0.074;0.078;0.082;0.071;0.073;0.077;0.8;0.571;0.061;0.0;0.0;0.0;0.2;0.4;1.0
