;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.028;0.005;0.111;0.021;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.102;0.0;0.11;0.539;0.183;0.0;0.033;0.0;0.036;0.063;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.044;0.284;0.044;0.093;1.0;0.057;0.146;0.044;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.119;0.11;0.0;0.204;0.0;0.0;0.0;0.119;0.099;0.467
ENST00000416108_90_90;0.028;0.005;0.111;0.021;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.102;0.0;0.11;0.539;0.183;0.0;0.033;0.0;0.036;0.063;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.044;0.284;0.044;0.093;1.0;0.057;0.146;0.044;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.119;0.11;0.0;0.204;0.0;0.0;0.0;0.119;0.099;0.467
ENST00000416529_90_90;0.0;0.014;0.127;0.0;0.039;0.048;0.04;0.083;0.129;0.205;0.205;0.205;1.0;0.0;0.035;0.203;0.226;0.096;0.205;0.0;0.205;0.205;0.205;0.0;0.0;0.04;0.0;0.185;0.205;0.159;0.141;0.267;0.238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;0.141;0.0;0.15;0.01;0.01;0.043;0.231;0.042;0.087;0.205;0.055;0.133;0.043;0.205;0.22;0.0;0.205;0.205;1.0;0.205;0.145;0.213;0.097;0.248;0.0;0.0;0.0;0.145;0.318;0.209
ENST00000425184_90_90;0.028;0.005;0.076;0.021;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.6;0.0;1.0;0.0;0.0;0.0;0.0;0.6;0.0;0.6;0.6;0.6;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.075;0.133;0.134;0.0;0.034;0.0;0.036;0.064;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.6;0.0;0.0;0.6;0.0;0.0;0.6;0.078;0.072;0.0;0.141;0.0;0.0;0.0;0.078;0.109;0.307
ENST00000426951_90_90;0.071;0.077;0.219;0.051;0.17;0.215;0.172;0.409;0.125;0.038;0.038;0.038;0.035;0.0;1.0;0.187;0.205;0.489;0.038;0.0;0.038;0.038;0.038;0.0;0.0;0.176;0.0;0.115;0.276;0.099;0.297;0.047;0.085;0.056;0.055;0.056;0.053;0.084;0.054;0.054;0.085;0.174;0.178;0.235;0.141;0.076;0.075;0.121;0.052;0.119;0.272;0.045;0.158;0.472;0.121;0.045;0.05;0.0;0.045;0.046;0.04;0.045;0.303;0.28;0.363;0.086;0.0;0.634;0.424;0.303;0.084;0.0
ENST00000429968_90_90;0.036;0.043;0.113;0.03;0.074;0.092;0.075;0.17;0.294;0.243;0.243;0.243;0.203;0.0;0.187;1.0;0.634;0.201;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.076;0.0;0.144;0.155;0.169;0.168;0.329;0.163;0.035;0.035;0.035;0.032;0.054;0.035;0.033;0.056;0.15;0.153;0.057;0.164;0.042;0.042;0.045;0.323;0.045;0.1;0.269;0.059;0.164;0.045;0.269;0.298;0.0;0.269;0.625;0.223;0.269;0.175;0.162;0.15;0.17;0.0;0.0;0.112;0.175;0.101;0.1
ENST00000433027_90_90;0.018;0.025;0.096;0.0;0.075;0.096;0.077;0.179;0.321;0.278;0.278;0.278;0.226;0.0;0.205;0.634;1.0;0.214;0.278;0.0;0.278;0.278;0.278;0.0;0.0;0.078;0.0;0.222;0.114;0.178;0.124;0.396;0.22;0.0;0.018;0.0;0.0;0.014;0.018;0.0;0.015;0.113;0.115;0.0;0.123;0.025;0.025;0.047;0.426;0.046;0.111;0.328;0.062;0.193;0.047;0.328;0.379;0.0;0.328;0.34;0.264;0.328;0.129;0.119;0.098;0.231;0.0;0.0;0.0;0.129;0.148;0.118
ENST00000434927_90_90;0.103;0.109;0.242;0.095;0.348;0.441;0.355;0.819;0.151;0.103;0.103;0.103;0.096;0.0;0.489;0.201;0.214;1.0;0.103;0.106;0.103;0.103;0.103;0.0;0.068;0.313;0.0;0.084;0.292;0.076;0.316;0.153;0.11;0.088;0.083;0.087;0.083;0.132;0.082;0.084;0.134;0.162;0.165;0.301;0.13;0.107;0.106;0.224;0.165;0.22;0.51;0.148;0.292;0.502;0.224;0.148;0.158;0.083;0.148;0.15;0.134;0.148;0.328;0.304;0.324;0.114;0.0;0.477;0.365;0.328;0.067;0.064
ENST00000444878_90_90;0.028;0.005;0.111;0.021;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.102;0.0;0.11;0.539;0.183;0.0;0.033;0.0;0.036;0.063;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.044;0.284;0.044;0.093;1.0;0.057;0.146;0.044;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.119;0.11;0.0;0.204;0.0;0.0;0.0;0.119;0.099;0.467
ENST00000448303_90_90;0.286;0.283;0.0;0.32;0.595;0.474;0.578;0.193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.106;0.0;1.0;0.0;0.0;0.0;0.151;0.442;0.617;0.348;0.0;0.0;0.0;0.0;0.0;0.0;0.333;0.29;0.329;0.309;0.064;0.286;0.314;0.065;0.0;0.0;0.228;0.0;0.281;0.278;0.383;0.0;0.378;0.142;0.0;0.311;0.0;0.383;0.0;0.0;0.572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000449489_90_90;0.028;0.005;0.111;0.021;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.102;0.0;0.11;0.539;0.183;0.0;0.033;0.0;0.036;0.063;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.044;0.284;0.044;0.093;1.0;0.057;0.146;0.044;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.119;0.11;0.0;0.204;0.0;0.0;0.0;0.119;0.099;0.467
ENST00000453310_90_90;0.028;0.005;0.111;0.021;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.102;0.0;0.11;0.539;0.183;0.0;0.033;0.0;0.036;0.063;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.044;0.284;0.044;0.093;1.0;0.057;0.146;0.044;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.119;0.11;0.0;0.204;0.0;0.0;0.0;0.119;0.099;0.467
ENST00000455343_90_90;0.028;0.005;0.111;0.021;0.04;0.05;0.041;0.088;0.144;1.0;1.0;1.0;0.205;0.6;0.038;0.243;0.278;0.103;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.041;0.0;0.0;0.102;0.0;0.11;0.539;0.183;0.0;0.033;0.0;0.036;0.063;0.033;0.036;0.045;0.0;0.0;0.0;0.0;0.037;0.037;0.044;0.284;0.044;0.093;1.0;0.057;0.146;0.044;1.0;0.27;0.0;1.0;0.246;0.205;1.0;0.119;0.11;0.0;0.204;0.0;0.0;0.0;0.119;0.099;0.467
ENST00000476806_90_90;0.065;0.064;0.0;0.062;0.09;0.114;0.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.151;0.0;0.0;0.0;1.0;0.07;0.094;0.282;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.066;0.074;0.07;0.0;0.065;0.071;0.0;0.0;0.0;0.103;0.0;0.064;0.063;0.101;0.0;0.099;0.0;0.0;0.132;0.0;0.101;0.0;0.0;0.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000490484_90_90;0.157;0.154;0.0;0.123;0.343;0.427;0.349;0.168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.068;0.0;0.442;0.0;0.0;0.0;0.07;1.0;0.356;0.441;0.0;0.0;0.0;0.0;0.0;0.0;0.179;0.156;0.177;0.167;0.111;0.154;0.169;0.101;0.0;0.0;0.309;0.0;0.153;0.152;0.274;0.0;0.271;0.139;0.0;0.361;0.0;0.274;0.0;0.0;0.346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000528062_90_90;0.464;0.469;0.222;0.499;0.964;0.691;0.947;0.382;0.068;0.041;0.041;0.041;0.04;0.0;0.176;0.076;0.078;0.313;0.041;0.617;0.041;0.041;0.041;0.094;0.356;1.0;0.286;0.066;0.258;0.062;0.278;0.127;0.092;0.448;0.404;0.444;0.421;0.144;0.4;0.425;0.137;0.099;0.101;0.401;0.079;0.462;0.457;0.702;0.057;0.694;0.296;0.054;0.495;0.186;0.702;0.054;0.056;0.379;0.054;0.055;0.052;0.054;0.291;0.269;0.284;0.096;0.0;0.394;0.323;0.291;0.053;0.059
ENST00000615771_90_90;0.142;0.141;0.0;0.123;0.277;0.348;0.281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.348;0.0;0.0;0.0;0.282;0.441;0.286;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.163;0.142;0.161;0.152;0.074;0.14;0.153;0.064;0.0;0.0;0.28;0.0;0.139;0.138;0.226;0.0;0.235;0.043;0.0;0.295;0.0;0.226;0.0;0.0;0.289;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000369086_90_90;0.09;0.135;0.175;0.017;0.066;0.069;0.066;0.08;0.317;0.0;0.0;0.0;0.185;0.0;0.115;0.144;0.222;0.084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.066;0.0;1.0;0.216;0.631;0.226;0.0;0.591;0.0;0.078;0.0;0.0;0.08;0.076;0.0;0.079;0.247;0.271;0.0;0.323;0.112;0.11;0.029;0.113;0.029;0.036;0.0;0.031;0.048;0.029;0.0;0.108;0.0;0.0;0.095;0.242;0.0;0.227;0.217;0.255;0.595;0.338;0.0;0.0;0.227;0.601;0.029
ENST00000369093_90_90;0.585;0.611;0.714;0.637;0.256;0.264;0.257;0.286;0.165;0.102;0.102;0.102;0.205;0.07;0.276;0.155;0.114;0.292;0.102;0.0;0.102;0.102;0.102;0.0;0.0;0.258;0.0;0.216;1.0;0.34;0.96;0.036;0.31;0.378;0.453;0.381;0.392;0.508;0.455;0.391;0.514;0.656;0.59;0.37;0.456;0.622;0.623;0.403;0.064;0.402;0.454;0.095;0.422;0.406;0.403;0.095;0.062;0.056;0.095;0.119;0.197;0.095;0.956;0.996;0.849;0.31;0.076;0.235;0.609;0.956;0.306;0.213
ENST00000412524_90_90;0.198;0.253;0.283;0.123;0.062;0.065;0.062;0.074;0.27;0.0;0.0;0.0;0.159;0.0;0.099;0.169;0.178;0.076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.062;0.0;0.631;0.34;1.0;0.355;0.0;0.445;0.11;0.179;0.116;0.108;0.201;0.183;0.103;0.207;0.388;0.425;0.063;0.521;0.221;0.226;0.028;0.092;0.027;0.034;0.0;0.029;0.043;0.028;0.0;0.088;0.0;0.0;0.144;0.209;0.0;0.356;0.342;0.401;0.445;0.22;0.0;0.118;0.356;0.447;0.024
ENST00000436547_90_90;0.585;0.611;0.687;0.637;0.277;0.285;0.277;0.308;0.177;0.11;0.11;0.11;0.141;0.075;0.297;0.168;0.124;0.316;0.11;0.0;0.11;0.11;0.11;0.0;0.0;0.278;0.0;0.226;0.96;0.355;1.0;0.037;0.323;0.394;0.471;0.397;0.409;0.53;0.473;0.406;0.536;0.616;0.549;0.387;0.415;0.622;0.623;0.428;0.068;0.427;0.483;0.102;0.449;0.433;0.428;0.102;0.067;0.059;0.102;0.128;0.134;0.102;0.996;0.956;0.885;0.323;0.08;0.245;0.635;0.996;0.268;0.222
ENST00000479729_90_90;0.007;0.0;0.041;0.0;0.126;0.13;0.126;0.146;0.212;0.539;0.539;0.539;0.267;0.133;0.047;0.329;0.396;0.153;0.539;0.0;0.539;0.539;0.539;0.0;0.0;0.127;0.0;0.0;0.036;0.0;0.037;1.0;0.09;0.0;0.014;0.0;0.015;0.015;0.014;0.016;0.0;0.0;0.0;0.0;0.0;0.013;0.013;0.081;0.436;0.081;0.096;0.539;0.085;0.133;0.081;0.539;0.407;0.0;0.539;0.336;0.267;0.539;0.039;0.037;0.0;0.099;0.0;0.0;0.0;0.039;0.0;0.153
ENST00000497671_90_90;0.148;0.166;0.291;0.045;0.091;0.095;0.091;0.106;0.42;0.183;0.183;0.183;0.238;0.134;0.085;0.163;0.22;0.11;0.183;0.0;0.183;0.183;0.183;0.0;0.0;0.092;0.0;0.591;0.31;0.445;0.323;0.09;1.0;0.006;0.132;0.006;0.048;0.139;0.13;0.049;0.138;0.263;0.288;0.0;0.341;0.178;0.175;0.075;0.222;0.075;0.088;0.239;0.079;0.111;0.075;0.239;0.256;0.0;0.239;0.194;0.3;0.239;0.325;0.311;0.217;1.0;0.205;0.0;0.0;0.325;0.789;0.244
ENST00000313352_90_90;0.909;0.877;0.393;0.906;0.463;0.296;0.451;0.111;0.091;0.0;0.0;0.0;0.0;0.0;0.056;0.035;0.0;0.088;0.0;0.333;0.0;0.0;0.0;0.075;0.179;0.448;0.163;0.0;0.378;0.11;0.394;0.0;0.006;1.0;0.914;0.963;0.931;0.514;0.883;0.966;0.502;0.342;0.305;0.431;0.223;0.895;0.865;0.663;0.011;0.673;0.313;0.0;0.522;0.153;0.663;0.0;0.019;0.453;0.0;0.029;0.0;0.0;0.384;0.368;0.4;0.006;0.0;0.145;0.498;0.384;0.005;0.101
ENST00000349157_90_90;0.993;0.921;0.494;0.92;0.418;0.269;0.407;0.104;0.152;0.033;0.033;0.033;0.0;0.034;0.055;0.035;0.018;0.083;0.033;0.29;0.033;0.033;0.033;0.066;0.156;0.404;0.142;0.078;0.453;0.179;0.471;0.014;0.132;0.914;1.0;0.883;0.915;0.591;0.966;0.946;0.567;0.393;0.358;0.397;0.276;0.975;0.942;0.661;0.04;0.669;0.326;0.029;0.525;0.173;0.661;0.029;0.053;0.417;0.029;0.058;0.0;0.029;0.466;0.448;0.448;0.132;0.056;0.123;0.421;0.466;0.12;0.118
ENST00000453551_90_90;0.879;0.91;0.436;0.948;0.458;0.293;0.446;0.11;0.09;0.0;0.0;0.0;0.0;0.0;0.056;0.035;0.0;0.087;0.0;0.329;0.0;0.0;0.0;0.074;0.177;0.444;0.161;0.0;0.381;0.116;0.397;0.0;0.006;0.963;0.883;1.0;0.967;0.496;0.917;0.931;0.536;0.331;0.295;0.416;0.255;0.865;0.898;0.657;0.011;0.665;0.309;0.0;0.516;0.151;0.657;0.0;0.019;0.448;0.0;0.029;0.0;0.0;0.384;0.369;0.4;0.006;0.008;0.141;0.485;0.384;0.005;0.098
ENST00000456095_90_90;0.907;0.904;0.474;0.954;0.435;0.279;0.424;0.104;0.1;0.036;0.036;0.036;0.0;0.036;0.053;0.032;0.0;0.083;0.036;0.309;0.036;0.036;0.036;0.07;0.167;0.421;0.152;0.0;0.392;0.108;0.409;0.015;0.048;0.931;0.915;0.967;1.0;0.528;0.948;0.964;0.558;0.333;0.299;0.403;0.26;0.895;0.929;0.642;0.019;0.651;0.307;0.029;0.507;0.154;0.642;0.029;0.031;0.427;0.029;0.036;0.0;0.029;0.401;0.386;0.382;0.048;0.007;0.133;0.457;0.401;0.04;0.13
ENST00000526459_90_90;0.587;0.538;0.537;0.526;0.159;0.192;0.161;0.166;0.266;0.063;0.063;0.063;0.0;0.064;0.084;0.054;0.014;0.132;0.063;0.064;0.063;0.063;0.063;0.0;0.111;0.144;0.074;0.08;0.508;0.201;0.53;0.015;0.139;0.514;0.591;0.496;0.528;1.0;0.571;0.546;0.928;0.604;0.549;0.362;0.414;0.576;0.557;0.389;0.07;0.385;0.534;0.05;0.456;0.284;0.389;0.05;0.09;0.197;0.05;0.099;0.0;0.05;0.525;0.503;0.511;0.139;0.071;0.148;0.5;0.525;0.128;0.139
ENST00000526683_90_90;0.959;0.954;0.538;0.963;0.413;0.267;0.403;0.103;0.151;0.033;0.033;0.033;0.0;0.033;0.054;0.035;0.018;0.082;0.033;0.286;0.033;0.033;0.033;0.065;0.154;0.4;0.14;0.076;0.455;0.183;0.473;0.014;0.13;0.883;0.966;0.917;0.948;0.571;1.0;0.915;0.601;0.381;0.347;0.384;0.307;0.942;0.976;0.653;0.04;0.662;0.323;0.028;0.52;0.171;0.653;0.028;0.052;0.412;0.028;0.057;0.0;0.028;0.465;0.447;0.447;0.129;0.062;0.12;0.412;0.465;0.118;0.115
ENST00000527197_90_90;0.939;0.871;0.43;0.912;0.44;0.282;0.428;0.105;0.101;0.036;0.036;0.036;0.0;0.036;0.054;0.033;0.0;0.084;0.036;0.314;0.036;0.036;0.036;0.071;0.169;0.425;0.153;0.0;0.391;0.103;0.406;0.016;0.049;0.966;0.946;0.931;0.964;0.546;0.915;1.0;0.524;0.344;0.308;0.417;0.228;0.927;0.895;0.649;0.02;0.657;0.31;0.029;0.512;0.156;0.649;0.029;0.032;0.432;0.029;0.036;0.0;0.029;0.401;0.386;0.382;0.049;0.0;0.137;0.469;0.401;0.041;0.134
