;transcript38_ENSRNOG00000031503;transcript38_ENSCGRG00015005362;transcript38_ENSCGRG00000018457;transcript38_ENSSTOG00000019743;transcript37_ENSMUGG00000013649;transcript37_ENSMUGG00000013592;transcript37_ENSCGRG00001010245;transcript37_ENSPEMG00000024651;transcript37_ENSSTOG00000019743;transcript57_ENSMUGG00000013649;transcript57_ENSPEMG00000024651;transcript58_ENSMUGG00000013649;transcript58_ENSPEMG00000024651;transcript59_ENSMUGG00000013649;transcript59_ENSPEMG00000024651;transcript51_ENSMUGG00000013592;transcript8_ENSCGRG00000018457;transcript8_ENSCGRG00015005362;transcript8_ENSPEMG00000024651;transcript8_ENSNGAG00000018584;transcript8_ENSSTOG00000019743;transcript9_ENSCGRG00015005362;transcript9_ENSPEMG00000024651;transcript54_ENSCGRG00015005362;transcript52_ENSCGRG00000018457;transcript52_ENSCGRG00001010245;transcript56_ENSCGRG00000018457;transcript56_ENSPEMG00000024651;transcript65_ENSCGRG00000018457;transcript33_ENSPEMG00000024651;transcript33_ENSNGAG00000018584;transcript39_ENSPEMG00000024651;transcript39_ENSSTOG00000019743;transcript26_ENSSTOG00000019743;transcript29_ENSSTOG00000019743;transcript40_ENSSTOG00000019743
transcript57_ENSPEMG00000024651;0.522;0.557;0.557;0.557;0.635;0.625;0.635;0.717;0.635;0.847;1.0;0.597;0.667;0.551;0.611;0.734;0.368;0.367;0.401;0.273;0.368;0.578;0.657;0.656;0.531;0.531;0.509;0.569;0.517;0.657;0.447;0.604;0.544;0.581;0.581;0.581
transcript58_ENSMUGG00000013649;0.69;0.77;0.77;0.77;0.889;0.862;0.889;0.803;0.889;0.69;0.597;1.0;0.888;0.799;0.72;0.745;0.554;0.553;0.518;0.39;0.554;0.808;0.74;0.916;0.866;0.866;0.713;0.66;0.849;0.74;0.596;0.702;0.773;0.811;0.811;0.811
transcript58_ENSPEMG00000024651;0.621;0.698;0.698;0.698;0.793;0.769;0.793;0.896;0.793;0.588;0.667;0.888;1.0;0.724;0.804;0.646;0.524;0.523;0.572;0.363;0.524;0.717;0.816;0.814;0.769;0.769;0.651;0.727;0.755;0.816;0.513;0.783;0.704;0.721;0.721;0.721
transcript59_ENSMUGG00000013649;0.665;0.73;0.73;0.73;0.841;0.81;0.841;0.757;0.841;0.642;0.551;0.799;0.724;1.0;0.88;0.694;0.514;0.512;0.478;0.367;0.514;0.768;0.701;0.867;0.701;0.701;0.672;0.621;0.685;0.701;0.577;0.855;0.963;0.768;0.768;0.768
transcript59_ENSPEMG00000024651;0.597;0.659;0.659;0.659;0.743;0.716;0.743;0.84;0.743;0.538;0.611;0.72;0.804;0.88;1.0;0.593;0.483;0.482;0.527;0.338;0.483;0.679;0.772;0.764;0.633;0.633;0.612;0.684;0.619;0.772;0.491;0.965;0.857;0.679;0.679;0.679
transcript51_ENSMUGG00000013592;0.644;0.699;0.699;0.699;0.819;0.845;0.819;0.706;0.819;0.868;0.734;0.745;0.646;0.694;0.593;1.0;0.481;0.48;0.424;0.351;0.481;0.729;0.637;0.826;0.665;0.665;0.649;0.573;0.649;0.637;0.562;0.594;0.689;0.732;0.732;0.732
transcript8_ENSCGRG00000018457;0.708;0.76;0.76;0.76;0.621;0.609;0.621;0.579;0.621;0.417;0.368;0.554;0.524;0.514;0.483;0.481;1.0;0.998;0.891;0.664;1.0;0.731;0.679;0.617;0.664;0.664;0.67;0.62;0.675;0.679;0.519;0.488;0.519;0.729;0.729;0.729
transcript8_ENSCGRG00015005362;0.706;0.758;0.758;0.758;0.62;0.608;0.62;0.577;0.62;0.415;0.367;0.553;0.523;0.512;0.482;0.48;0.998;1.0;0.889;0.662;0.998;0.729;0.678;0.615;0.662;0.662;0.668;0.618;0.673;0.678;0.517;0.487;0.518;0.727;0.727;0.727
transcript8_ENSPEMG00000024651;0.625;0.677;0.677;0.677;0.566;0.553;0.566;0.632;0.566;0.359;0.401;0.518;0.572;0.478;0.527;0.424;0.891;0.889;1.0;0.583;0.891;0.651;0.741;0.562;0.605;0.605;0.604;0.676;0.615;0.741;0.453;0.533;0.484;0.649;0.649;0.649
transcript8_ENSNGAG00000018584;0.451;0.505;0.505;0.505;0.425;0.413;0.425;0.388;0.425;0.318;0.273;0.39;0.363;0.367;0.338;0.351;0.664;0.662;0.583;1.0;0.664;0.486;0.443;0.422;0.454;0.454;0.462;0.42;0.461;0.443;0.703;0.342;0.372;0.484;0.484;0.484
transcript8_ENSSTOG00000019743;0.708;0.76;0.76;0.76;0.621;0.609;0.621;0.579;0.621;0.417;0.368;0.554;0.524;0.514;0.483;0.481;1.0;0.998;0.891;0.664;1.0;0.731;0.679;0.617;0.664;0.664;0.67;0.62;0.675;0.679;0.519;0.488;0.519;0.729;0.729;0.729
transcript9_ENSCGRG00015005362;0.852;0.962;0.962;0.962;0.859;0.832;0.859;0.757;0.859;0.683;0.578;0.808;0.717;0.768;0.679;0.729;0.731;0.729;0.651;0.486;0.731;1.0;0.879;0.883;0.933;0.933;0.904;0.801;0.917;0.879;0.691;0.671;0.759;0.997;0.997;0.997
transcript9_ENSPEMG00000024651;0.759;0.862;0.862;0.862;0.772;0.747;0.772;0.861;0.772;0.587;0.657;0.74;0.816;0.701;0.772;0.637;0.679;0.678;0.741;0.443;0.679;0.879;1.0;0.79;0.835;0.835;0.815;0.911;0.822;1.0;0.59;0.764;0.695;0.876;0.876;0.876
transcript54_ENSCGRG00015005362;0.763;0.844;0.844;0.844;0.973;0.943;0.973;0.858;0.973;0.774;0.656;0.916;0.814;0.867;0.764;0.826;0.617;0.615;0.562;0.422;0.617;0.883;0.79;1.0;0.816;0.816;0.787;0.711;0.8;0.79;0.634;0.758;0.857;0.886;0.886;0.886
transcript52_ENSCGRG00000018457;0.785;0.895;0.895;0.895;0.792;0.768;0.792;0.712;0.792;0.616;0.531;0.866;0.769;0.701;0.633;0.665;0.664;0.662;0.605;0.454;0.664;0.933;0.835;0.816;1.0;1.0;0.838;0.756;0.983;0.835;0.664;0.625;0.692;0.93;0.93;0.93
transcript52_ENSCGRG00001010245;0.785;0.895;0.895;0.895;0.792;0.768;0.792;0.712;0.792;0.616;0.531;0.866;0.769;0.701;0.633;0.665;0.664;0.662;0.605;0.454;0.664;0.933;0.835;0.816;1.0;1.0;0.838;0.756;0.983;0.835;0.664;0.625;0.692;0.93;0.93;0.93
transcript56_ENSCGRG00000018457;0.796;0.906;0.906;0.906;0.775;0.753;0.775;0.702;0.775;0.587;0.509;0.713;0.651;0.672;0.612;0.649;0.67;0.668;0.604;0.462;0.67;0.904;0.815;0.787;0.838;0.838;1.0;0.886;0.822;0.815;0.643;0.604;0.663;0.902;0.902;0.902
transcript56_ENSPEMG00000024651;0.704;0.806;0.806;0.806;0.704;0.684;0.704;0.785;0.704;0.508;0.569;0.66;0.727;0.621;0.684;0.573;0.62;0.618;0.676;0.42;0.62;0.801;0.911;0.711;0.756;0.756;0.886;1.0;0.743;0.911;0.554;0.675;0.614;0.798;0.798;0.798
transcript65_ENSCGRG00000018457;0.772;0.879;0.879;0.879;0.776;0.752;0.776;0.699;0.776;0.6;0.517;0.849;0.755;0.685;0.619;0.649;0.675;0.673;0.615;0.461;0.675;0.917;0.822;0.8;0.983;0.983;0.822;0.743;1.0;0.822;0.656;0.612;0.676;0.914;0.914;0.914
transcript33_ENSPEMG00000024651;0.759;0.862;0.862;0.862;0.772;0.747;0.772;0.861;0.772;0.587;0.657;0.74;0.816;0.701;0.772;0.637;0.679;0.678;0.741;0.443;0.679;0.879;1.0;0.79;0.835;0.835;0.815;0.911;0.822;1.0;0.59;0.764;0.695;0.876;0.876;0.876
transcript33_ENSNGAG00000018584;0.56;0.661;0.661;0.661;0.62;0.597;0.62;0.529;0.62;0.549;0.447;0.596;0.513;0.577;0.491;0.562;0.519;0.517;0.453;0.703;0.519;0.691;0.59;0.634;0.664;0.664;0.643;0.554;0.656;0.59;1.0;0.491;0.576;0.689;0.689;0.689
transcript39_ENSPEMG00000024651;0.611;0.676;0.676;0.676;0.766;0.739;0.766;0.868;0.766;0.533;0.604;0.702;0.783;0.855;0.965;0.594;0.488;0.487;0.533;0.342;0.488;0.671;0.764;0.758;0.625;0.625;0.604;0.675;0.612;0.764;0.491;1.0;0.885;0.675;0.675;0.675
transcript39_ENSSTOG00000019743;0.683;0.751;0.751;0.751;0.867;0.836;0.867;0.779;0.867;0.631;0.544;0.773;0.704;0.963;0.857;0.689;0.519;0.518;0.484;0.372;0.519;0.759;0.695;0.857;0.692;0.692;0.663;0.614;0.676;0.695;0.576;0.885;1.0;0.762;0.762;0.762
transcript26_ENSSTOG00000019743;0.849;0.959;0.959;0.959;0.862;0.835;0.862;0.76;0.862;0.686;0.581;0.811;0.721;0.768;0.679;0.732;0.729;0.727;0.649;0.484;0.729;0.997;0.876;0.886;0.93;0.93;0.902;0.798;0.914;0.876;0.689;0.675;0.762;1.0;1.0;1.0
transcript29_ENSSTOG00000019743;0.849;0.959;0.959;0.959;0.862;0.835;0.862;0.76;0.862;0.686;0.581;0.811;0.721;0.768;0.679;0.732;0.729;0.727;0.649;0.484;0.729;0.997;0.876;0.886;0.93;0.93;0.902;0.798;0.914;0.876;0.689;0.675;0.762;1.0;1.0;1.0
transcript40_ENSSTOG00000019743;0.849;0.959;0.959;0.959;0.862;0.835;0.862;0.76;0.862;0.686;0.581;0.811;0.721;0.768;0.679;0.732;0.729;0.727;0.649;0.484;0.729;0.997;0.876;0.886;0.93;0.93;0.902;0.798;0.914;0.876;0.689;0.675;0.762;1.0;1.0;1.0
