;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000591581_90_90;0.362;0.239;0.324;0.314;0.371;0.239;0.157;0.379;0.346;0.097;1.0;0.0;0.319;0.354;0.348;0.333;0.0;0.39;0.433;0.093;0.179;0.116;0.397;0.426;0.348;0.229;0.239;0.154;0.243;0.383;0.329;0.348;0.359;0.397;0.315;0.0;0.391;0.355
ENST00000592018_90_90;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.032;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033;0.0
ENST00000331581_90_90;0.385;0.512;0.797;0.899;0.797;0.512;0.289;0.383;0.48;0.058;0.319;0.0;1.0;0.896;0.91;0.955;0.054;0.806;0.224;0.265;0.075;0.279;0.791;0.657;0.882;0.488;0.494;0.286;0.482;0.768;0.913;0.855;0.826;0.69;0.957;0.056;0.391;0.479
ENST00000452722_90_90;0.416;0.463;0.775;0.797;0.887;0.463;0.23;0.414;0.454;0.065;0.354;0.0;0.896;1.0;0.806;0.938;0.06;0.9;0.25;0.295;0.083;0.311;0.883;0.73;0.862;0.439;0.446;0.227;0.451;0.855;0.894;0.952;0.803;0.766;0.855;0.062;0.424;0.452
ENST00000536727_90_90;0.396;0.532;0.74;0.812;0.735;0.532;0.296;0.409;0.464;0.063;0.348;0.0;0.91;0.806;1.0;0.866;0.059;0.885;0.246;0.29;0.082;0.306;0.869;0.719;0.794;0.506;0.512;0.292;0.5;0.841;0.826;0.768;0.905;0.754;0.87;0.062;0.419;0.478
ENST00000537058_90_90;0.398;0.494;0.831;0.855;0.833;0.494;0.267;0.396;0.48;0.061;0.333;0.0;0.955;0.938;0.866;1.0;0.056;0.844;0.234;0.277;0.078;0.292;0.828;0.687;0.923;0.47;0.476;0.263;0.464;0.803;0.955;0.894;0.864;0.721;0.913;0.059;0.404;0.479
ENST00000540951_90_90;0.0;0.0;0.069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.054;0.06;0.059;0.056;1.0;0.066;0.0;0.0;0.0;0.0;0.049;0.0;0.0;0.0;0.0;0.0;0.0;0.065;0.056;0.059;0.061;0.067;0.053;0.462;0.0;0.0
ENST00000542447_90_90;0.429;0.481;0.714;0.71;0.82;0.481;0.232;0.444;0.436;0.071;0.39;0.0;0.806;0.9;0.885;0.844;0.066;1.0;0.278;0.327;0.093;0.345;0.981;0.807;0.769;0.455;0.462;0.229;0.468;0.946;0.803;0.855;0.883;0.845;0.768;0.069;0.456;0.449
ENST00000542450_90_90;0.191;0.119;0.227;0.234;0.263;0.136;0.0;0.2;0.157;0.0;0.433;0.0;0.224;0.25;0.246;0.234;0.0;0.278;1.0;0.097;0.333;0.129;0.283;0.306;0.246;0.141;0.136;0.0;0.138;0.273;0.231;0.246;0.254;0.283;0.221;0.0;0.206;0.169
ENST00000543249_90_90;0.25;0.274;0.214;0.277;0.31;0.274;0.0;0.262;0.205;0.0;0.093;0.0;0.265;0.295;0.29;0.277;0.0;0.327;0.097;1.0;0.143;0.857;0.333;0.36;0.29;0.262;0.254;0.0;0.258;0.298;0.254;0.27;0.279;0.309;0.243;0.0;0.27;0.221
ENST00000543540_90_90;0.076;0.083;0.076;0.078;0.088;0.083;0.0;0.079;0.062;0.0;0.179;0.0;0.075;0.083;0.082;0.078;0.0;0.093;0.333;0.143;1.0;0.19;0.094;0.102;0.082;0.086;0.083;0.0;0.085;0.091;0.077;0.082;0.085;0.094;0.074;0.0;0.082;0.067
ENST00000545094_90_90;0.265;0.29;0.229;0.292;0.328;0.29;0.0;0.277;0.217;0.0;0.116;0.0;0.279;0.311;0.306;0.292;0.0;0.345;0.129;0.857;0.19;1.0;0.352;0.38;0.306;0.279;0.27;0.0;0.274;0.316;0.269;0.286;0.295;0.327;0.257;0.0;0.286;0.234
ENST00000545380_90_90;0.434;0.487;0.7;0.721;0.833;0.487;0.235;0.45;0.441;0.073;0.397;0.0;0.791;0.883;0.869;0.828;0.049;0.981;0.283;0.333;0.094;0.352;1.0;0.821;0.781;0.461;0.468;0.232;0.474;0.929;0.788;0.839;0.867;0.828;0.754;0.052;0.462;0.455
ENST00000612235_90_90;0.474;0.453;0.597;0.687;0.797;0.453;0.176;0.493;0.444;0.058;0.426;0.0;0.657;0.73;0.719;0.687;0.0;0.807;0.306;0.36;0.102;0.38;0.821;1.0;0.746;0.427;0.434;0.174;0.44;0.763;0.652;0.692;0.714;0.821;0.625;0.0;0.507;0.459
ENST00000616271_90_90;0.427;0.532;0.789;0.923;0.903;0.532;0.278;0.425;0.511;0.063;0.348;0.0;0.882;0.862;0.794;0.923;0.0;0.769;0.246;0.29;0.082;0.306;0.781;0.746;1.0;0.506;0.512;0.274;0.5;0.731;0.881;0.821;0.791;0.652;0.843;0.0;0.435;0.511
ENSMUST00000034519_90_90;0.378;0.873;0.459;0.506;0.474;0.903;0.435;0.375;0.527;0.085;0.229;0.0;0.488;0.439;0.506;0.47;0.0;0.455;0.141;0.262;0.086;0.279;0.461;0.427;0.506;1.0;0.967;0.452;0.95;0.449;0.464;0.434;0.481;0.388;0.482;0.0;0.368;0.529
ENSMUST00000180384_90_90;0.385;0.875;0.465;0.512;0.481;0.905;0.444;0.382;0.533;0.082;0.239;0.0;0.494;0.446;0.512;0.476;0.0;0.462;0.136;0.254;0.083;0.27;0.468;0.434;0.512;0.967;1.0;0.484;0.983;0.456;0.471;0.44;0.487;0.395;0.488;0.0;0.375;0.534
ENSMUST00000180872_90_90;0.101;0.46;0.256;0.28;0.236;0.438;0.909;0.092;0.256;0.152;0.154;0.0;0.286;0.227;0.292;0.263;0.0;0.229;0.0;0.0;0.0;0.0;0.232;0.174;0.274;0.452;0.484;1.0;0.468;0.225;0.26;0.224;0.264;0.164;0.282;0.0;0.094;0.259
ENSMUST00000188848_90_90;0.389;0.859;0.453;0.5;0.487;0.889;0.429;0.386;0.522;0.083;0.243;0.0;0.482;0.451;0.5;0.464;0.0;0.468;0.138;0.258;0.085;0.274;0.474;0.44;0.5;0.95;0.983;0.468;1.0;0.462;0.459;0.446;0.475;0.4;0.477;0.0;0.379;0.523
ENSMUST00000034581_90_90;0.424;0.474;0.754;0.676;0.778;0.474;0.229;0.439;0.432;0.07;0.383;0.0;0.768;0.855;0.841;0.803;0.065;0.946;0.273;0.298;0.091;0.316;0.929;0.763;0.731;0.449;0.456;0.225;0.462;1.0;0.846;0.902;0.932;0.895;0.809;0.086;0.45;0.444
ENSMUST00000085909_90_90;0.394;0.488;0.871;0.817;0.794;0.488;0.263;0.391;0.475;0.06;0.329;0.0;0.913;0.894;0.826;0.955;0.056;0.803;0.231;0.254;0.077;0.269;0.788;0.652;0.881;0.464;0.471;0.26;0.459;0.846;1.0;0.938;0.908;0.761;0.956;0.074;0.4;0.474
ENSMUST00000114547_90_90;0.411;0.458;0.814;0.761;0.844;0.458;0.227;0.409;0.449;0.063;0.348;0.0;0.855;0.952;0.768;0.894;0.059;0.855;0.246;0.27;0.082;0.286;0.839;0.692;0.821;0.434;0.44;0.224;0.446;0.902;0.938;1.0;0.846;0.81;0.897;0.078;0.419;0.447
ENSMUST00000114548_90_90;0.404;0.506;0.812;0.732;0.731;0.506;0.268;0.419;0.458;0.066;0.359;0.0;0.826;0.803;0.905;0.864;0.061;0.883;0.254;0.279;0.085;0.295;0.867;0.714;0.791;0.481;0.487;0.264;0.475;0.932;0.908;0.846;1.0;0.836;0.868;0.081;0.429;0.473
ENSMUST00000143026_90_90;0.434;0.412;0.676;0.603;0.692;0.412;0.167;0.45;0.411;0.054;0.397;0.0;0.69;0.766;0.754;0.721;0.067;0.845;0.283;0.309;0.094;0.327;0.828;0.821;0.652;0.388;0.395;0.164;0.4;0.895;0.761;0.81;0.836;1.0;0.729;0.089;0.462;0.422
ENSMUST00000152459_90_90;0.381;0.506;0.836;0.859;0.761;0.506;0.286;0.379;0.475;0.057;0.315;0.0;0.957;0.855;0.87;0.913;0.053;0.768;0.221;0.243;0.074;0.257;0.754;0.625;0.843;0.482;0.488;0.282;0.477;0.809;0.956;0.897;0.868;0.729;1.0;0.07;0.387;0.474
ENSMUST00000214542_90_90;0.0;0.0;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056;0.062;0.062;0.059;0.462;0.069;0.0;0.0;0.0;0.0;0.052;0.0;0.0;0.0;0.0;0.0;0.0;0.086;0.074;0.078;0.081;0.089;0.07;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.841;0.391;0.38;0.404;0.457;0.391;0.095;0.908;0.56;0.047;0.391;0.033;0.391;0.424;0.419;0.404;0.0;0.456;0.206;0.27;0.082;0.286;0.462;0.507;0.435;0.368;0.375;0.094;0.379;0.45;0.4;0.419;0.429;0.462;0.387;0.0;1.0;0.619
ENSMUST00000108450_90_90;0.602;0.552;0.454;0.495;0.483;0.552;0.262;0.586;0.857;0.066;0.355;0.0;0.479;0.452;0.478;0.479;0.0;0.449;0.169;0.221;0.067;0.234;0.455;0.459;0.511;0.529;0.534;0.259;0.523;0.444;0.474;0.447;0.473;0.422;0.474;0.0;0.619;1.0
