;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000526757_90_90;0.431;0.567;0.026;0.028;0.176;0.083;0.857;0.118;0.02;0.019;1.0;0.027;0.021;0.026;0.023;0.324;0.023;0.017;0.382;0.018;0.353;0.114;1.0;0.324;0.471;0.025;0.019;0.765;0.257;0.176;0.029;0.595;0.02;0.618;0.147;0.025;0.019;0.018;0.567;0.02;0.171;0.029;0.595;0.438;0.438;0.7;0.7;0.023;0.059;0.022;0.029
ENST00000526828_90_90;0.068;0.067;0.667;0.75;0.0;0.0;0.0;0.143;0.235;0.2;0.027;1.0;0.267;0.8;0.4;0.071;0.364;0.16;0.062;0.167;0.0;0.0;0.027;0.071;0.0;0.571;0.211;0.0;0.0;0.111;0.25;0.036;0.25;0.0;0.125;0.571;0.2;0.182;0.067;0.25;0.0;0.5;0.036;0.069;0.069;0.027;0.027;0.364;0.2;0.333;0.25
ENST00000527347_90_90;0.254;0.25;0.4;0.2;0.0;0.0;0.0;0.056;0.882;0.75;0.021;0.267;1.0;0.333;0.667;0.04;0.733;0.6;0.037;0.625;0.0;0.0;0.021;0.04;0.0;0.467;0.789;0.0;0.0;0.05;0.067;0.026;0.824;0.0;0.053;0.467;0.75;0.682;0.25;0.938;0.0;0.133;0.026;0.237;0.237;0.021;0.021;0.733;0.062;0.8;0.067
ENST00000527392_90_90;0.085;0.083;0.833;0.6;0.0;0.0;0.0;0.125;0.294;0.25;0.026;0.8;0.333;1.0;0.5;0.067;0.455;0.2;0.059;0.208;0.0;0.0;0.026;0.067;0.0;0.714;0.263;0.0;0.0;0.1;0.2;0.034;0.312;0.0;0.111;0.714;0.25;0.227;0.083;0.312;0.0;0.4;0.034;0.086;0.086;0.026;0.026;0.455;0.167;0.417;0.2
ENST00000527473_90_90;0.169;0.167;0.6;0.3;0.0;0.0;0.0;0.077;0.588;0.5;0.023;0.4;0.667;0.5;1.0;0.05;0.909;0.4;0.045;0.417;0.0;0.0;0.023;0.05;0.0;0.7;0.526;0.0;0.0;0.067;0.1;0.029;0.625;0.0;0.071;0.7;0.5;0.455;0.167;0.625;0.0;0.2;0.029;0.153;0.153;0.023;0.023;0.75;0.091;0.692;0.1
ENST00000527510_90_90;0.167;0.183;0.062;0.077;0.214;0.0;0.2;0.364;0.037;0.033;0.324;0.071;0.04;0.067;0.05;1.0;0.048;0.029;0.846;0.029;0.15;0.0;0.324;0.833;0.125;0.059;0.034;0.088;0.235;0.545;0.091;0.44;0.038;0.103;0.455;0.059;0.033;0.031;0.183;0.038;0.0;0.083;0.44;0.169;0.169;0.286;0.286;0.048;0.182;0.045;0.091
ENST00000527516_90_90;0.186;0.183;0.545;0.273;0.0;0.0;0.0;0.071;0.647;0.55;0.023;0.364;0.733;0.455;0.909;0.048;1.0;0.44;0.043;0.458;0.0;0.0;0.023;0.048;0.0;0.636;0.579;0.0;0.0;0.062;0.091;0.029;0.688;0.0;0.067;0.636;0.55;0.5;0.183;0.688;0.0;0.182;0.029;0.169;0.169;0.023;0.023;0.833;0.083;0.769;0.091
ENST00000527930_90_90;0.377;0.371;0.24;0.12;0.0;0.0;0.0;0.036;0.68;0.8;0.017;0.16;0.6;0.2;0.4;0.029;0.44;1.0;0.027;0.885;0.0;0.0;0.017;0.029;0.0;0.28;0.76;0.0;0.0;0.033;0.04;0.064;0.577;0.0;0.034;0.28;0.731;0.88;0.371;0.64;0.0;0.08;0.064;0.339;0.339;0.017;0.017;0.44;0.038;0.48;0.04
ENST00000528196_90_90;0.2;0.217;0.056;0.067;0.357;0.0;0.257;0.308;0.034;0.031;0.382;0.062;0.037;0.059;0.045;0.846;0.043;0.027;1.0;0.028;0.25;0.0;0.382;0.846;0.208;0.053;0.032;0.147;0.353;0.462;0.077;0.52;0.036;0.172;0.385;0.053;0.031;0.029;0.217;0.036;0.0;0.071;0.52;0.203;0.203;0.343;0.343;0.043;0.154;0.042;0.077
ENST00000528523_90_90;0.407;0.4;0.25;0.125;0.0;0.0;0.0;0.037;0.708;0.833;0.018;0.167;0.625;0.208;0.417;0.029;0.458;0.885;0.028;1.0;0.0;0.0;0.018;0.029;0.0;0.292;0.792;0.0;0.0;0.034;0.042;0.021;0.538;0.0;0.036;0.292;0.692;0.917;0.4;0.667;0.0;0.083;0.021;0.367;0.367;0.018;0.018;0.458;0.04;0.5;0.042
ENST00000528527_90_90;0.183;0.2;0.0;0.0;0.5;0.0;0.387;0.0;0.0;0.0;0.353;0.0;0.0;0.0;0.0;0.15;0.0;0.0;0.25;0.0;1.0;0.062;0.353;0.15;0.647;0.0;0.0;0.462;0.571;0.0;0.0;0.48;0.0;0.571;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.48;0.186;0.186;0.314;0.314;0.0;0.0;0.0;0.0
ENST00000530338_90_90;0.049;0.066;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.062;1.0;0.114;0.0;0.235;0.0;0.0;0.148;0.0;0.0;0.0;0.111;0.0;0.182;0.0;0.0;0.0;0.0;0.066;0.0;0.0;0.0;0.111;0.05;0.05;0.083;0.083;0.0;0.0;0.0;0.0
ENST00000530438_90_90;0.431;0.567;0.026;0.028;0.176;0.083;0.857;0.118;0.02;0.019;1.0;0.027;0.021;0.026;0.023;0.324;0.023;0.017;0.382;0.018;0.353;0.114;1.0;0.324;0.471;0.025;0.019;0.765;0.257;0.176;0.029;0.595;0.02;0.618;0.147;0.025;0.019;0.018;0.567;0.02;0.171;0.029;0.595;0.438;0.438;0.7;0.7;0.023;0.059;0.022;0.029
ENST00000530580_90_90;0.167;0.183;0.062;0.077;0.214;0.0;0.2;0.364;0.037;0.033;0.324;0.071;0.04;0.067;0.05;0.833;0.048;0.029;0.846;0.029;0.15;0.0;0.324;1.0;0.125;0.059;0.034;0.088;0.235;0.545;0.091;0.44;0.038;0.103;0.455;0.059;0.033;0.031;0.183;0.038;0.0;0.083;0.44;0.169;0.169;0.286;0.286;0.048;0.182;0.045;0.091
ENST00000530593_90_90;0.21;0.267;0.0;0.0;0.375;0.0;0.516;0.0;0.0;0.0;0.471;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.208;0.0;0.647;0.235;0.471;0.125;1.0;0.0;0.0;0.615;0.444;0.0;0.0;0.464;0.0;0.762;0.0;0.0;0.0;0.0;0.267;0.0;0.0;0.0;0.464;0.213;0.213;0.351;0.351;0.0;0.0;0.0;0.0
ENST00000530938_90_90;0.119;0.117;0.857;0.429;0.0;0.0;0.0;0.1;0.412;0.35;0.025;0.571;0.467;0.714;0.7;0.059;0.636;0.28;0.053;0.292;0.0;0.0;0.025;0.059;0.0;1.0;0.368;0.0;0.0;0.083;0.143;0.032;0.438;0.0;0.091;1.0;0.35;0.318;0.117;0.438;0.0;0.286;0.032;0.121;0.121;0.025;0.025;0.636;0.125;0.583;0.143
ENST00000530959_90_90;0.322;0.317;0.316;0.158;0.0;0.0;0.0;0.045;0.895;0.95;0.019;0.211;0.789;0.263;0.526;0.034;0.579;0.76;0.032;0.792;0.0;0.0;0.019;0.034;0.0;0.368;1.0;0.0;0.0;0.042;0.053;0.023;0.667;0.0;0.043;0.368;0.857;0.864;0.317;0.842;0.0;0.105;0.023;0.305;0.305;0.019;0.019;0.579;0.05;0.632;0.053
ENST00000530991_90_90;0.328;0.433;0.0;0.0;0.231;0.107;0.839;0.0;0.0;0.0;0.765;0.0;0.0;0.0;0.0;0.088;0.0;0.0;0.147;0.0;0.462;0.148;0.765;0.088;0.615;0.0;0.0;1.0;0.286;0.0;0.0;0.378;0.0;0.808;0.0;0.0;0.0;0.0;0.433;0.0;0.222;0.0;0.378;0.333;0.333;0.538;0.538;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.131;0.148;0.0;0.0;0.6;0.0;0.281;0.0;0.0;0.0;0.257;0.0;0.0;0.0;0.0;0.235;0.0;0.0;0.353;0.0;0.571;0.0;0.257;0.235;0.444;0.0;0.0;0.286;1.0;0.0;0.0;0.346;0.0;0.348;0.0;0.0;0.0;0.0;0.148;0.0;0.0;0.0;0.346;0.133;0.133;0.222;0.222;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.083;0.1;0.091;0.125;0.0;0.0;0.057;0.667;0.045;0.04;0.176;0.111;0.05;0.1;0.067;0.545;0.062;0.033;0.462;0.034;0.0;0.0;0.176;0.545;0.0;0.083;0.042;0.0;0.0;1.0;0.167;0.24;0.048;0.0;0.833;0.083;0.04;0.037;0.1;0.048;0.0;0.143;0.24;0.085;0.085;0.143;0.143;0.062;0.333;0.059;0.167
ENST00000531578_90_90;0.017;0.017;0.167;0.333;0.0;0.0;0.0;0.25;0.059;0.05;0.029;0.25;0.067;0.2;0.1;0.091;0.091;0.04;0.077;0.042;0.0;0.0;0.029;0.091;0.0;0.143;0.053;0.0;0.0;0.167;1.0;0.04;0.062;0.0;0.2;0.143;0.05;0.045;0.017;0.062;0.0;0.5;0.04;0.017;0.017;0.029;0.029;0.091;0.5;0.083;1.0
ENST00000532734_90_90;0.292;0.349;0.033;0.037;0.24;0.0;0.474;0.16;0.024;0.023;0.595;0.036;0.026;0.034;0.029;0.44;0.029;0.064;0.52;0.021;0.48;0.111;0.595;0.44;0.464;0.032;0.023;0.378;0.346;0.24;0.04;1.0;0.051;0.438;0.2;0.032;0.047;0.022;0.349;0.025;0.0;0.038;1.0;0.297;0.297;0.475;0.475;0.029;0.08;0.028;0.04
ENST00000533016_90_90;0.23;0.226;0.375;0.188;0.0;0.0;0.0;0.053;0.737;0.636;0.02;0.25;0.824;0.312;0.625;0.038;0.688;0.577;0.036;0.538;0.0;0.0;0.02;0.038;0.0;0.438;0.667;0.0;0.0;0.048;0.062;0.051;1.0;0.0;0.05;0.438;0.714;0.583;0.226;0.778;0.0;0.125;0.051;0.213;0.213;0.02;0.02;0.688;0.059;0.75;0.062
ENST00000533020_90_90;0.27;0.35;0.0;0.0;0.286;0.0;0.677;0.0;0.0;0.0;0.618;0.0;0.0;0.0;0.0;0.103;0.0;0.0;0.172;0.0;0.571;0.182;0.618;0.103;0.762;0.0;0.0;0.808;0.348;0.0;0.0;0.438;0.0;1.0;0.0;0.0;0.0;0.0;0.35;0.0;0.037;0.0;0.438;0.274;0.274;0.447;0.447;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.067;0.083;0.1;0.143;0.0;0.0;0.029;0.8;0.048;0.042;0.147;0.125;0.053;0.111;0.071;0.455;0.067;0.034;0.385;0.036;0.0;0.0;0.147;0.455;0.0;0.091;0.043;0.0;0.0;0.833;0.2;0.2;0.05;0.0;1.0;0.091;0.042;0.038;0.083;0.05;0.0;0.167;0.2;0.068;0.068;0.114;0.114;0.067;0.4;0.062;0.2
ENST00000533471_90_90;0.119;0.117;0.857;0.429;0.0;0.0;0.0;0.1;0.412;0.35;0.025;0.571;0.467;0.714;0.7;0.059;0.636;0.28;0.053;0.292;0.0;0.0;0.025;0.059;0.0;1.0;0.368;0.0;0.0;0.083;0.143;0.032;0.438;0.0;0.091;1.0;0.35;0.318;0.117;0.438;0.0;0.286;0.032;0.121;0.121;0.025;0.025;0.636;0.125;0.583;0.143
ENST00000533580_90_90;0.295;0.29;0.3;0.15;0.0;0.0;0.0;0.043;0.85;0.818;0.019;0.2;0.75;0.25;0.5;0.033;0.55;0.731;0.031;0.692;0.0;0.0;0.019;0.033;0.0;0.35;0.857;0.0;0.0;0.04;0.05;0.047;0.714;0.0;0.042;0.35;1.0;0.75;0.29;0.8;0.0;0.1;0.047;0.279;0.279;0.019;0.019;0.55;0.048;0.6;0.05
ENST00000533681_90_90;0.373;0.367;0.273;0.136;0.0;0.0;0.0;0.04;0.773;0.909;0.018;0.182;0.682;0.227;0.455;0.031;0.5;0.88;0.029;0.917;0.0;0.0;0.018;0.031;0.0;0.318;0.864;0.0;0.0;0.037;0.045;0.022;0.583;0.0;0.038;0.318;0.75;1.0;0.367;0.727;0.0;0.091;0.022;0.333;0.333;0.018;0.018;0.5;0.043;0.545;0.045
ENST00000534127_90_90;0.803;1.0;0.1;0.05;0.1;0.048;0.492;0.067;0.283;0.333;0.567;0.067;0.25;0.083;0.167;0.183;0.183;0.371;0.217;0.4;0.2;0.066;0.567;0.183;0.267;0.117;0.317;0.433;0.148;0.1;0.017;0.349;0.226;0.35;0.083;0.117;0.29;0.367;1.0;0.267;0.098;0.033;0.349;0.788;0.788;0.424;0.424;0.183;0.033;0.2;0.017
ENST00000534248_90_90;0.271;0.267;0.375;0.188;0.0;0.0;0.0;0.053;0.941;0.8;0.02;0.25;0.938;0.312;0.625;0.038;0.688;0.64;0.036;0.667;0.0;0.0;0.02;0.038;0.0;0.438;0.842;0.0;0.0;0.048;0.062;0.025;0.778;0.0;0.05;0.438;0.8;0.727;0.267;1.0;0.0;0.125;0.025;0.254;0.254;0.02;0.02;0.688;0.059;0.75;0.062
ENST00000534278_90_90;0.082;0.098;0.0;0.0;0.0;0.333;0.188;0.0;0.0;0.0;0.171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.171;0.0;0.0;0.0;0.0;0.222;0.0;0.0;0.0;0.0;0.0;0.037;0.0;0.0;0.0;0.0;0.098;0.0;1.0;0.0;0.0;0.083;0.083;0.139;0.139;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.034;0.033;0.333;0.667;0.0;0.0;0.0;0.2;0.118;0.1;0.029;0.5;0.133;0.4;0.2;0.083;0.182;0.08;0.071;0.083;0.0;0.0;0.029;0.083;0.0;0.286;0.105;0.0;0.0;0.143;0.5;0.038;0.125;0.0;0.167;0.286;0.1;0.091;0.033;0.125;0.0;1.0;0.038;0.034;0.034;0.029;0.029;0.182;0.333;0.167;0.5
ENST00000626808_90_90;0.292;0.349;0.033;0.037;0.24;0.0;0.474;0.16;0.024;0.023;0.595;0.036;0.026;0.034;0.029;0.44;0.029;0.064;0.52;0.021;0.48;0.111;0.595;0.44;0.464;0.032;0.023;0.378;0.346;0.24;0.04;1.0;0.051;0.438;0.2;0.032;0.047;0.022;0.349;0.025;0.0;0.038;1.0;0.297;0.297;0.475;0.475;0.029;0.08;0.028;0.04
ENSMUST00000077909_90_90;0.95;0.788;0.103;0.052;0.103;0.05;0.391;0.051;0.271;0.322;0.438;0.069;0.237;0.086;0.153;0.169;0.169;0.339;0.203;0.367;0.186;0.05;0.438;0.169;0.213;0.121;0.305;0.333;0.133;0.085;0.017;0.297;0.213;0.274;0.068;0.121;0.279;0.333;0.788;0.254;0.083;0.034;0.297;1.0;1.0;0.586;0.586;0.19;0.034;0.207;0.017
ENSMUST00000079282_90_90;0.95;0.788;0.103;0.052;0.103;0.05;0.391;0.051;0.271;0.322;0.438;0.069;0.237;0.086;0.153;0.169;0.169;0.339;0.203;0.367;0.186;0.05;0.438;0.169;0.213;0.121;0.305;0.333;0.133;0.085;0.017;0.297;0.213;0.274;0.068;0.121;0.279;0.333;0.788;0.254;0.083;0.034;0.297;1.0;1.0;0.586;0.586;0.19;0.034;0.207;0.017
ENSMUST00000084738_90_90;0.576;0.424;0.026;0.028;0.176;0.083;0.625;0.086;0.02;0.019;0.7;0.027;0.021;0.026;0.023;0.286;0.023;0.017;0.343;0.018;0.314;0.083;0.7;0.286;0.351;0.025;0.019;0.538;0.222;0.143;0.029;0.475;0.02;0.447;0.114;0.025;0.019;0.018;0.424;0.02;0.139;0.029;0.475;0.586;0.586;1.0;1.0;0.023;0.059;0.022;0.029
ENSMUST00000168005_90_90;0.576;0.424;0.026;0.028;0.176;0.083;0.625;0.086;0.02;0.019;0.7;0.027;0.021;0.026;0.023;0.286;0.023;0.017;0.343;0.018;0.314;0.083;0.7;0.286;0.351;0.025;0.019;0.538;0.222;0.143;0.029;0.475;0.02;0.447;0.114;0.025;0.019;0.018;0.424;0.02;0.139;0.029;0.475;0.586;0.586;1.0;1.0;0.023;0.059;0.022;0.029
ENSMUST00000207394_90_90;0.186;0.183;0.545;0.273;0.0;0.0;0.0;0.071;0.647;0.55;0.023;0.364;0.733;0.455;0.75;0.048;0.833;0.44;0.043;0.458;0.0;0.0;0.023;0.048;0.0;0.636;0.579;0.0;0.0;0.062;0.091;0.029;0.688;0.0;0.067;0.636;0.55;0.5;0.183;0.688;0.0;0.182;0.029;0.19;0.19;0.023;0.023;1.0;0.083;0.917;0.091
ENSMUST00000207745_90_90;0.034;0.033;0.143;0.25;0.0;0.0;0.0;0.5;0.056;0.048;0.059;0.2;0.062;0.167;0.091;0.182;0.083;0.038;0.154;0.04;0.0;0.0;0.059;0.182;0.0;0.125;0.05;0.0;0.0;0.333;0.5;0.08;0.059;0.0;0.4;0.125;0.048;0.043;0.033;0.059;0.0;0.333;0.08;0.034;0.034;0.059;0.059;0.083;1.0;0.077;0.5
ENSMUST00000208583_90_90;0.203;0.2;0.5;0.25;0.0;0.0;0.0;0.067;0.706;0.6;0.022;0.333;0.8;0.417;0.692;0.045;0.769;0.48;0.042;0.5;0.0;0.0;0.022;0.045;0.0;0.583;0.632;0.0;0.0;0.059;0.083;0.028;0.75;0.0;0.062;0.583;0.6;0.545;0.2;0.75;0.0;0.167;0.028;0.207;0.207;0.022;0.022;0.917;0.077;1.0;0.083
ENSMUST00000208734_90_90;0.017;0.017;0.167;0.333;0.0;0.0;0.0;0.25;0.059;0.05;0.029;0.25;0.067;0.2;0.1;0.091;0.091;0.04;0.077;0.042;0.0;0.0;0.029;0.091;0.0;0.143;0.053;0.0;0.0;0.167;1.0;0.04;0.062;0.0;0.2;0.143;0.05;0.045;0.017;0.062;0.0;0.5;0.04;0.017;0.017;0.029;0.029;0.091;0.5;0.083;1.0
