;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90;ENSCAFT00000022132_90_90;ENST00000257414_90_90;ENST00000343348_90_90;ENST00000503865_90_90;ENST00000509665_90_90;ENST00000510263_90_90;ENST00000513137_90_90;ENST00000515009_90_90;ENST00000515129_90_90;ENST00000316364_90_90;ENST00000354744_90_90;ENST00000355997_90_90;ENST00000358066_90_90;ENST00000389425_90_90;ENST00000389428_90_90;ENST00000536845_90_90;ENST00000558014_90_90;ENST00000558816_90_90;ENST00000559064_90_90;ENST00000559184_90_90;ENST00000559196_90_90;ENST00000560006_90_90;ENST00000560636_90_90;ENST00000561133_90_90;ENST00000341697_90_90;ENST00000368912_90_90;ENST00000368913_90_90;ENST00000368914_90_90;ENST00000613223_90_90;ENST00000621728_90_90;ENSMUST00000019791_90_90;ENSMUST00000076043_90_90;ENSMUST00000115449_90_90;ENSMUST00000123228_90_90;ENSMUST00000126684_90_90;ENSMUST00000135790_90_90;ENSMUST00000156422_90_90;ENSMUST00000051419_90_90;ENSMUST00000076335_90_90;ENSMUST00000077847_90_90;ENSMUST00000078621_90_90;ENSMUST00000103238_90_90;ENSMUST00000103239_90_90;ENSMUST00000103240_90_90;ENSMUST00000103241_90_90;ENSMUST00000090821_90_90;ENSMUST00000090823_90_90;ENSMUST00000107217_90_90;ENSMUST00000131620_90_90;ENSMUST00000131742_90_90;ENSMUST00000142449_90_90;ENSMUST00000168321_90_90;ENSMUST00000202315_90_90;ENSMUST00000204709_90_90
ENST00000515129_90_90;0.528;0.496;0.515;0.52;0.529;0.718;0.0;0.529;0.661;0.0;1.0;0.514;0.537;0.158;0.538;0.046;0.537;0.514;0.538;0.158;0.053;0.0;0.0;0.197;0.0;0.0;0.514;0.518;0.496;0.514;0.075;0.071;0.529;0.559;0.493;0.087;0.0;0.52;0.529;0.538;0.538;0.514;0.538;0.514;0.514;0.516;0.538;0.511;0.493;0.515;0.0;0.0;0.0;0.493;0.511;0.0
ENST00000316364_90_90;0.998;0.991;0.987;0.987;0.982;0.374;0.112;0.982;0.415;0.158;0.514;1.0;0.948;0.556;0.919;0.443;0.93;1.0;0.919;0.556;0.037;0.021;0.204;0.171;0.0;0.138;0.956;0.948;0.99;0.956;0.42;0.42;0.988;0.946;0.963;0.092;0.215;0.992;0.988;0.918;0.929;0.982;0.935;0.982;0.999;0.995;0.929;0.956;0.99;0.948;0.076;0.024;0.117;0.99;0.956;0.117
ENST00000354744_90_90;0.955;0.951;0.935;0.949;0.945;0.389;0.117;0.945;0.373;0.165;0.537;0.948;1.0;0.569;0.969;0.468;0.981;0.948;0.969;0.569;0.038;0.022;0.216;0.119;0.0;0.146;0.984;0.908;0.951;0.984;0.435;0.435;0.946;0.987;0.921;0.05;0.225;0.95;0.946;0.968;0.981;0.929;0.986;0.929;0.947;0.95;0.981;0.984;0.95;0.908;0.08;0.025;0.122;0.95;0.984;0.122
ENST00000355997_90_90;0.598;0.618;0.549;0.595;0.597;0.017;0.19;0.597;0.028;0.267;0.158;0.556;0.569;1.0;0.572;0.796;0.58;0.556;0.572;1.0;0.033;0.037;0.367;0.065;0.0;0.248;0.631;0.575;0.618;0.631;0.49;0.491;0.597;0.607;0.573;0.084;0.364;0.594;0.597;0.572;0.579;0.566;0.562;0.566;0.556;0.558;0.579;0.633;0.619;0.577;0.122;0.038;0.186;0.619;0.633;0.186
ENST00000358066_90_90;0.949;0.942;0.93;0.946;0.951;0.397;0.119;0.951;0.38;0.168;0.538;0.919;0.969;0.572;1.0;0.47;0.987;0.919;1.0;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.974;0.899;0.941;0.974;0.439;0.439;0.949;0.992;0.926;0.045;0.228;0.945;0.949;0.999;0.986;0.934;0.981;0.934;0.918;0.921;0.986;0.974;0.941;0.898;0.08;0.025;0.123;0.941;0.974;0.123
ENST00000389425_90_90;0.479;0.497;0.438;0.477;0.48;0.0;0.237;0.48;0.0;0.334;0.046;0.443;0.468;0.796;0.47;1.0;0.476;0.443;0.47;0.796;0.0;0.046;0.461;0.0;0.0;0.311;0.514;0.454;0.496;0.514;0.579;0.581;0.478;0.5;0.454;0.0;0.454;0.476;0.478;0.471;0.477;0.452;0.462;0.452;0.444;0.445;0.477;0.515;0.498;0.455;0.151;0.047;0.231;0.498;0.515;0.231
ENST00000389428_90_90;0.948;0.941;0.918;0.946;0.95;0.397;0.12;0.95;0.38;0.168;0.537;0.93;0.981;0.58;0.987;0.476;1.0;0.93;0.987;0.58;0.02;0.022;0.22;0.102;0.0;0.148;0.974;0.898;0.941;0.974;0.44;0.44;0.949;0.991;0.925;0.044;0.229;0.945;0.949;0.986;0.999;0.946;0.968;0.946;0.929;0.933;0.999;0.973;0.94;0.898;0.08;0.025;0.123;0.94;0.973;0.123
ENST00000536845_90_90;0.998;0.991;0.987;0.987;0.982;0.374;0.112;0.982;0.415;0.158;0.514;1.0;0.948;0.556;0.919;0.443;0.93;1.0;0.919;0.556;0.037;0.021;0.204;0.171;0.0;0.138;0.956;0.948;0.99;0.956;0.42;0.42;0.988;0.946;0.963;0.092;0.215;0.992;0.988;0.918;0.929;0.982;0.935;0.982;0.999;0.995;0.929;0.956;0.99;0.948;0.076;0.024;0.117;0.99;0.956;0.117
ENST00000558014_90_90;0.949;0.942;0.93;0.946;0.951;0.397;0.119;0.951;0.38;0.168;0.538;0.919;0.969;0.572;1.0;0.47;0.987;0.919;1.0;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.974;0.899;0.941;0.974;0.439;0.439;0.949;0.992;0.926;0.045;0.228;0.945;0.949;0.999;0.986;0.934;0.981;0.934;0.918;0.921;0.986;0.974;0.941;0.898;0.08;0.025;0.123;0.941;0.974;0.123
ENST00000558816_90_90;0.598;0.618;0.549;0.595;0.597;0.017;0.19;0.597;0.028;0.267;0.158;0.556;0.569;1.0;0.572;0.796;0.58;0.556;0.572;1.0;0.033;0.037;0.367;0.065;0.0;0.248;0.631;0.575;0.618;0.631;0.49;0.491;0.597;0.607;0.573;0.084;0.364;0.594;0.597;0.572;0.579;0.566;0.562;0.566;0.556;0.558;0.579;0.633;0.619;0.577;0.122;0.038;0.186;0.619;0.633;0.186
ENST00000559064_90_90;0.028;0.032;0.048;0.032;0.028;0.0;0.0;0.028;0.0;0.0;0.053;0.037;0.038;0.033;0.033;0.0;0.02;0.037;0.033;0.033;1.0;0.0;0.0;0.26;0.0;0.0;0.033;0.033;0.032;0.033;0.0;0.0;0.028;0.029;0.028;0.273;0.0;0.032;0.028;0.033;0.02;0.019;0.051;0.019;0.036;0.036;0.02;0.033;0.032;0.033;0.0;0.0;0.0;0.032;0.033;0.0
ENST00000559184_90_90;0.019;0.02;0.02;0.019;0.019;0.0;0.17;0.019;0.0;0.121;0.0;0.021;0.022;0.037;0.022;0.046;0.022;0.021;0.022;0.037;0.0;1.0;0.1;0.0;0.0;0.149;0.021;0.021;0.02;0.021;0.036;0.036;0.019;0.02;0.02;0.0;0.089;0.019;0.019;0.022;0.022;0.021;0.021;0.021;0.021;0.021;0.022;0.021;0.02;0.021;0.238;0.644;0.16;0.02;0.021;0.16
ENST00000559196_90_90;0.219;0.227;0.202;0.219;0.22;0.0;0.518;0.22;0.0;0.729;0.0;0.204;0.216;0.367;0.217;0.461;0.22;0.204;0.217;0.367;0.0;0.1;1.0;0.0;0.0;0.675;0.235;0.185;0.227;0.235;0.409;0.409;0.219;0.229;0.225;0.0;0.991;0.218;0.219;0.217;0.22;0.208;0.213;0.208;0.204;0.205;0.22;0.236;0.228;0.185;0.325;0.101;0.497;0.228;0.236;0.497
ENST00000560006_90_90;0.157;0.162;0.181;0.158;0.153;0.188;0.0;0.153;0.278;0.0;0.197;0.171;0.119;0.065;0.113;0.0;0.102;0.171;0.113;0.065;0.26;0.0;0.0;1.0;0.0;0.0;0.128;0.17;0.162;0.128;0.0;0.0;0.155;0.113;0.158;0.373;0.0;0.159;0.155;0.113;0.102;0.153;0.13;0.153;0.171;0.167;0.102;0.129;0.163;0.17;0.0;0.0;0.0;0.163;0.129;0.0
ENST00000560636_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000561133_90_90;0.147;0.152;0.136;0.147;0.147;0.0;0.772;0.147;0.0;0.92;0.0;0.138;0.146;0.248;0.146;0.311;0.148;0.138;0.146;0.248;0.0;0.149;0.675;0.0;0.0;1.0;0.157;0.158;0.151;0.157;0.273;0.273;0.147;0.153;0.151;0.0;0.677;0.146;0.147;0.146;0.148;0.14;0.144;0.14;0.138;0.138;0.148;0.157;0.152;0.159;0.48;0.15;0.734;0.152;0.157;0.734
ENST00000341697_90_90;0.956;0.965;0.958;0.954;0.954;0.359;0.121;0.954;0.353;0.172;0.514;0.956;0.984;0.631;0.974;0.514;0.974;0.956;0.974;0.631;0.033;0.021;0.235;0.128;0.0;0.157;1.0;0.925;0.967;1.0;0.43;0.43;0.953;0.981;0.923;0.056;0.234;0.953;0.953;0.975;0.974;0.947;0.985;0.947;0.957;0.961;0.974;0.999;0.965;0.923;0.086;0.031;0.128;0.965;0.999;0.128
ENST00000368912_90_90;0.948;0.956;0.949;0.943;0.943;0.364;0.123;0.943;0.402;0.173;0.518;0.948;0.908;0.575;0.899;0.454;0.898;0.948;0.899;0.575;0.033;0.021;0.185;0.17;0.0;0.158;0.925;1.0;0.958;0.925;0.379;0.379;0.944;0.905;0.914;0.094;0.186;0.944;0.944;0.899;0.898;0.938;0.909;0.938;0.948;0.944;0.898;0.923;0.957;0.999;0.086;0.031;0.129;0.957;0.923;0.129
ENST00000368913_90_90;0.99;0.998;0.992;0.985;0.985;0.348;0.117;0.985;0.385;0.166;0.496;0.99;0.951;0.618;0.941;0.496;0.941;0.99;0.941;0.618;0.032;0.02;0.227;0.162;0.0;0.151;0.967;0.958;1.0;0.967;0.417;0.417;0.987;0.947;0.957;0.09;0.226;0.987;0.987;0.942;0.941;0.981;0.952;0.981;0.991;0.987;0.941;0.965;0.999;0.957;0.083;0.03;0.124;0.999;0.965;0.124
ENST00000368914_90_90;0.956;0.965;0.958;0.954;0.954;0.359;0.121;0.954;0.353;0.172;0.514;0.956;0.984;0.631;0.974;0.514;0.974;0.956;0.974;0.631;0.033;0.021;0.235;0.128;0.0;0.157;1.0;0.925;0.967;1.0;0.43;0.43;0.953;0.981;0.923;0.056;0.234;0.953;0.953;0.975;0.974;0.947;0.985;0.947;0.957;0.961;0.974;0.999;0.965;0.923;0.086;0.031;0.128;0.965;0.999;0.128
ENST00000613223_90_90;0.419;0.425;0.419;0.42;0.42;0.084;0.211;0.42;0.081;0.298;0.075;0.42;0.435;0.49;0.439;0.579;0.44;0.42;0.439;0.49;0.0;0.036;0.409;0.0;0.0;0.273;0.43;0.379;0.417;0.43;1.0;0.986;0.417;0.433;0.429;0.0;0.401;0.417;0.417;0.439;0.44;0.423;0.435;0.423;0.419;0.421;0.44;0.441;0.427;0.388;0.157;0.057;0.235;0.427;0.441;0.235
ENST00000621728_90_90;0.419;0.425;0.419;0.42;0.42;0.083;0.211;0.42;0.08;0.298;0.071;0.42;0.435;0.491;0.439;0.581;0.44;0.42;0.439;0.491;0.0;0.036;0.409;0.0;0.0;0.273;0.43;0.379;0.417;0.43;0.986;1.0;0.417;0.433;0.429;0.0;0.401;0.417;0.417;0.439;0.44;0.423;0.435;0.423;0.419;0.421;0.44;0.441;0.427;0.388;0.157;0.057;0.235;0.427;0.441;0.235
ENSMUST00000019791_90_90;1.0;0.986;0.989;0.982;0.999;0.388;0.111;0.999;0.439;0.155;0.529;0.988;0.946;0.597;0.949;0.478;0.949;0.988;0.949;0.597;0.028;0.019;0.219;0.155;0.0;0.147;0.953;0.944;0.987;0.953;0.417;0.417;1.0;0.947;0.961;0.103;0.21;0.984;1.0;0.95;0.949;0.991;0.947;0.991;0.988;0.984;0.949;0.95;0.984;0.941;0.078;0.024;0.118;0.984;0.95;0.118
ENSMUST00000076043_90_90;0.946;0.946;0.947;0.932;0.948;0.408;0.117;0.948;0.387;0.164;0.559;0.946;0.987;0.607;0.992;0.5;0.991;0.946;0.992;0.607;0.029;0.02;0.229;0.113;0.0;0.153;0.981;0.905;0.947;0.981;0.433;0.433;0.947;1.0;0.908;0.05;0.222;0.931;0.947;0.992;0.991;0.949;0.988;0.949;0.946;0.95;0.991;0.978;0.945;0.902;0.081;0.025;0.123;0.945;0.978;0.123
ENSMUST00000115449_90_90;0.968;0.956;0.964;0.945;0.96;0.398;0.114;0.96;0.451;0.159;0.493;0.963;0.921;0.573;0.926;0.454;0.925;0.963;0.926;0.573;0.028;0.02;0.225;0.158;0.0;0.151;0.923;0.914;0.957;0.923;0.429;0.429;0.961;0.908;1.0;0.098;0.215;0.946;0.961;0.926;0.925;0.968;0.922;0.968;0.963;0.959;0.925;0.92;0.954;0.911;0.08;0.025;0.122;0.954;0.92;0.122
ENSMUST00000123228_90_90;0.103;0.09;0.093;0.101;0.103;0.003;0.0;0.103;0.106;0.0;0.087;0.092;0.05;0.084;0.045;0.0;0.044;0.092;0.045;0.084;0.273;0.0;0.0;0.373;0.0;0.0;0.056;0.094;0.09;0.056;0.0;0.0;0.103;0.05;0.098;1.0;0.0;0.102;0.103;0.045;0.044;0.086;0.051;0.086;0.092;0.088;0.044;0.056;0.09;0.094;0.0;0.0;0.0;0.09;0.056;0.0
ENSMUST00000126684_90_90;0.21;0.226;0.215;0.207;0.21;0.0;0.527;0.21;0.0;0.738;0.0;0.215;0.225;0.364;0.228;0.454;0.229;0.215;0.228;0.364;0.0;0.089;0.991;0.0;0.0;0.677;0.234;0.186;0.226;0.234;0.401;0.401;0.21;0.222;0.215;0.0;1.0;0.206;0.21;0.228;0.228;0.219;0.224;0.219;0.215;0.216;0.228;0.234;0.226;0.186;0.331;0.102;0.504;0.226;0.234;0.504
ENSMUST00000135790_90_90;1.0;0.986;0.993;0.999;0.982;0.382;0.109;0.982;0.432;0.152;0.52;0.992;0.95;0.594;0.945;0.476;0.945;0.992;0.945;0.594;0.032;0.019;0.218;0.159;0.0;0.146;0.953;0.944;0.987;0.953;0.417;0.417;0.984;0.931;0.946;0.102;0.206;1.0;0.984;0.946;0.945;0.987;0.951;0.987;0.992;0.988;0.945;0.95;0.984;0.941;0.078;0.024;0.118;0.984;0.95;0.118
ENSMUST00000156422_90_90;1.0;0.986;0.989;0.982;0.999;0.388;0.111;0.999;0.439;0.155;0.529;0.988;0.946;0.597;0.949;0.478;0.949;0.988;0.949;0.597;0.028;0.019;0.219;0.155;0.0;0.147;0.953;0.944;0.987;0.953;0.417;0.417;1.0;0.947;0.961;0.103;0.21;0.984;1.0;0.95;0.949;0.991;0.947;0.991;0.988;0.984;0.949;0.95;0.984;0.941;0.078;0.024;0.118;0.984;0.95;0.118
ENSMUST00000051419_90_90;0.949;0.942;0.931;0.947;0.951;0.397;0.119;0.951;0.38;0.168;0.538;0.918;0.968;0.572;0.999;0.471;0.986;0.918;0.999;0.572;0.033;0.022;0.217;0.113;0.0;0.146;0.975;0.899;0.942;0.975;0.439;0.439;0.95;0.992;0.926;0.045;0.228;0.946;0.95;1.0;0.987;0.935;0.982;0.935;0.919;0.922;0.987;0.974;0.941;0.899;0.08;0.025;0.123;0.941;0.974;0.123
ENSMUST00000076335_90_90;0.949;0.941;0.919;0.946;0.95;0.397;0.119;0.95;0.38;0.168;0.538;0.929;0.981;0.579;0.986;0.477;0.999;0.929;0.986;0.579;0.02;0.022;0.22;0.102;0.0;0.148;0.974;0.898;0.941;0.974;0.44;0.44;0.949;0.991;0.925;0.044;0.228;0.945;0.949;0.987;1.0;0.947;0.969;0.947;0.93;0.934;1.0;0.974;0.94;0.898;0.08;0.025;0.123;0.94;0.974;0.123
ENSMUST00000077847_90_90;0.992;0.981;0.971;0.984;0.988;0.381;0.114;0.988;0.423;0.161;0.514;0.982;0.929;0.566;0.934;0.452;0.946;0.982;0.934;0.566;0.019;0.021;0.208;0.153;0.0;0.14;0.947;0.938;0.981;0.947;0.423;0.423;0.991;0.949;0.968;0.086;0.219;0.987;0.991;0.935;0.947;1.0;0.919;1.0;0.982;0.979;0.947;0.946;0.98;0.938;0.077;0.024;0.118;0.98;0.946;0.118
ENSMUST00000078621_90_90;0.956;0.952;0.948;0.95;0.946;0.389;0.117;0.946;0.373;0.165;0.538;0.935;0.986;0.562;0.981;0.462;0.968;0.935;0.981;0.562;0.051;0.021;0.213;0.13;0.0;0.144;0.985;0.909;0.952;0.985;0.435;0.435;0.947;0.988;0.922;0.051;0.224;0.951;0.947;0.982;0.969;0.919;1.0;0.919;0.936;0.94;0.969;0.985;0.951;0.909;0.079;0.025;0.122;0.951;0.985;0.122
ENSMUST00000103238_90_90;0.992;0.981;0.971;0.984;0.988;0.381;0.114;0.988;0.423;0.161;0.514;0.982;0.929;0.566;0.934;0.452;0.946;0.982;0.934;0.566;0.019;0.021;0.208;0.153;0.0;0.14;0.947;0.938;0.981;0.947;0.423;0.423;0.991;0.949;0.968;0.086;0.219;0.987;0.991;0.935;0.947;1.0;0.919;1.0;0.982;0.979;0.947;0.946;0.98;0.938;0.077;0.024;0.118;0.98;0.946;0.118
ENSMUST00000103239_90_90;0.998;0.991;0.988;0.987;0.983;0.374;0.112;0.983;0.416;0.158;0.514;0.999;0.947;0.556;0.918;0.444;0.929;0.999;0.918;0.556;0.036;0.021;0.204;0.171;0.0;0.138;0.957;0.948;0.991;0.957;0.419;0.419;0.988;0.946;0.963;0.092;0.215;0.992;0.988;0.919;0.93;0.982;0.936;0.982;1.0;0.996;0.93;0.956;0.99;0.948;0.076;0.024;0.117;0.99;0.956;0.117
ENSMUST00000103240_90_90;0.994;0.987;0.984;0.986;0.981;0.374;0.112;0.981;0.413;0.158;0.516;0.995;0.95;0.558;0.921;0.445;0.933;0.995;0.921;0.558;0.036;0.021;0.205;0.167;0.0;0.138;0.961;0.944;0.987;0.961;0.421;0.421;0.984;0.95;0.959;0.088;0.216;0.988;0.984;0.922;0.934;0.979;0.94;0.979;0.996;1.0;0.934;0.96;0.986;0.944;0.077;0.024;0.117;0.986;0.96;0.117
ENSMUST00000103241_90_90;0.949;0.941;0.919;0.946;0.95;0.397;0.119;0.95;0.38;0.168;0.538;0.929;0.981;0.579;0.986;0.477;0.999;0.929;0.986;0.579;0.02;0.022;0.22;0.102;0.0;0.148;0.974;0.898;0.941;0.974;0.44;0.44;0.949;0.991;0.925;0.044;0.228;0.945;0.949;0.987;1.0;0.947;0.969;0.947;0.93;0.934;1.0;0.974;0.94;0.898;0.08;0.025;0.123;0.94;0.974;0.123
ENSMUST00000090821_90_90;0.954;0.964;0.957;0.951;0.951;0.356;0.121;0.951;0.351;0.172;0.511;0.956;0.984;0.633;0.974;0.515;0.973;0.956;0.974;0.633;0.033;0.021;0.236;0.129;0.0;0.157;0.999;0.923;0.965;0.999;0.441;0.441;0.95;0.978;0.92;0.056;0.234;0.95;0.95;0.974;0.974;0.946;0.985;0.946;0.956;0.96;0.974;1.0;0.967;0.925;0.086;0.032;0.127;0.967;1.0;0.127
ENSMUST00000090823_90_90;0.988;0.998;0.991;0.982;0.982;0.346;0.117;0.982;0.383;0.166;0.493;0.99;0.95;0.619;0.941;0.498;0.94;0.99;0.941;0.619;0.032;0.02;0.228;0.163;0.0;0.152;0.965;0.957;0.999;0.965;0.427;0.427;0.984;0.945;0.954;0.09;0.226;0.984;0.984;0.941;0.94;0.98;0.951;0.98;0.99;0.986;0.94;0.967;1.0;0.958;0.083;0.031;0.123;1.0;0.967;0.123
ENSMUST00000107217_90_90;0.945;0.956;0.949;0.94;0.94;0.361;0.123;0.94;0.399;0.173;0.515;0.948;0.908;0.577;0.898;0.455;0.898;0.948;0.898;0.577;0.033;0.021;0.185;0.17;0.0;0.159;0.923;0.999;0.957;0.923;0.388;0.388;0.941;0.902;0.911;0.094;0.186;0.941;0.941;0.899;0.898;0.938;0.909;0.938;0.948;0.944;0.898;0.925;0.958;1.0;0.087;0.032;0.128;0.958;0.925;0.128
ENSMUST00000131620_90_90;0.078;0.082;0.076;0.078;0.078;0.0;0.619;0.078;0.0;0.446;0.0;0.076;0.08;0.122;0.08;0.151;0.08;0.076;0.08;0.122;0.0;0.238;0.325;0.0;0.0;0.48;0.086;0.086;0.083;0.086;0.157;0.157;0.078;0.081;0.08;0.0;0.331;0.078;0.078;0.08;0.08;0.077;0.079;0.077;0.076;0.077;0.08;0.086;0.083;0.087;1.0;0.371;0.645;0.083;0.086;0.645
ENSMUST00000131742_90_90;0.024;0.03;0.024;0.024;0.024;0.0;0.19;0.024;0.0;0.137;0.0;0.024;0.025;0.038;0.025;0.047;0.025;0.024;0.025;0.038;0.0;0.644;0.101;0.0;0.0;0.15;0.031;0.031;0.03;0.031;0.057;0.057;0.024;0.025;0.025;0.0;0.102;0.024;0.024;0.025;0.025;0.024;0.025;0.024;0.024;0.024;0.025;0.032;0.031;0.032;0.371;1.0;0.239;0.031;0.032;0.239
