;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000452722_90_90;0.758;0.815;0.899;0.816;0.909;0.787;0.358;0.647;0.818;0.107;0.504;0.0;0.917;1.0;0.843;0.957;0.074;0.919;0.25;0.323;0.131;0.349;0.908;0.733;0.873;0.774;0.792;0.366;0.803;0.917;0.956;0.999;0.877;0.821;0.915;0.079;0.665;0.812
ENST00000536727_90_90;0.742;0.875;0.849;0.825;0.778;0.845;0.417;0.635;0.836;0.105;0.494;0.0;0.925;0.843;1.0;0.884;0.073;0.91;0.248;0.32;0.13;0.346;0.9;0.726;0.804;0.833;0.852;0.427;0.84;0.908;0.883;0.841;0.954;0.814;0.924;0.078;0.643;0.843
ENST00000537058_90_90;0.758;0.861;0.942;0.857;0.869;0.832;0.403;0.617;0.859;0.103;0.481;0.0;0.958;0.957;0.884;1.0;0.071;0.879;0.239;0.309;0.126;0.334;0.869;0.703;0.915;0.82;0.839;0.413;0.827;0.877;1.0;0.956;0.921;0.786;0.958;0.075;0.634;0.855
ENST00000540951_90_90;0.0;0.0;0.088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.069;0.074;0.073;0.071;1.0;0.08;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.074;0.077;0.08;0.088;0.071;0.912;0.0;0.0
ENST00000542447_90_90;0.742;0.799;0.842;0.741;0.849;0.773;0.343;0.677;0.782;0.112;0.526;0.0;0.843;0.919;0.91;0.879;0.08;1.0;0.273;0.35;0.142;0.378;0.988;0.796;0.795;0.76;0.778;0.352;0.788;0.999;0.877;0.917;0.952;0.893;0.841;0.085;0.688;0.787
ENST00000542450_90_90;0.281;0.215;0.246;0.254;0.273;0.224;0.0;0.286;0.261;0.0;0.56;0.0;0.229;0.25;0.248;0.239;0.0;0.273;1.0;0.168;0.523;0.216;0.275;0.313;0.258;0.232;0.227;0.0;0.23;0.275;0.241;0.252;0.262;0.293;0.231;0.0;0.286;0.267
ENST00000543249_90_90;0.387;0.404;0.293;0.342;0.365;0.407;0.0;0.388;0.355;0.0;0.154;0.0;0.297;0.323;0.32;0.309;0.0;0.35;0.168;1.0;0.209;0.823;0.353;0.4;0.332;0.407;0.399;0.0;0.404;0.353;0.311;0.324;0.336;0.375;0.298;0.0;0.394;0.372
ENST00000543540_90_90;0.146;0.162;0.129;0.136;0.144;0.162;0.0;0.148;0.144;0.0;0.31;0.0;0.121;0.131;0.13;0.126;0.0;0.142;0.523;0.209;1.0;0.271;0.143;0.165;0.137;0.166;0.163;0.0;0.165;0.143;0.127;0.132;0.137;0.152;0.122;0.0;0.148;0.146
ENST00000545094_90_90;0.41;0.433;0.312;0.362;0.388;0.433;0.0;0.418;0.387;0.0;0.192;0.0;0.321;0.349;0.346;0.334;0.0;0.378;0.216;0.823;0.271;1.0;0.382;0.435;0.359;0.433;0.424;0.0;0.43;0.375;0.331;0.345;0.358;0.399;0.317;0.0;0.418;0.395
ENST00000545380_90_90;0.742;0.801;0.833;0.748;0.857;0.773;0.343;0.678;0.783;0.112;0.528;0.0;0.833;0.908;0.9;0.869;0.07;0.988;0.275;0.353;0.143;0.382;1.0;0.804;0.803;0.76;0.778;0.352;0.788;0.988;0.867;0.906;0.941;0.883;0.831;0.074;0.688;0.788
ENST00000612235_90_90;0.772;0.744;0.695;0.726;0.839;0.708;0.253;0.739;0.767;0.079;0.577;0.0;0.674;0.733;0.726;0.703;0.0;0.796;0.313;0.4;0.165;0.435;0.804;1.0;0.768;0.679;0.698;0.255;0.707;0.808;0.71;0.742;0.77;0.905;0.681;0.0;0.752;0.774
ENST00000616271_90_90;0.788;0.913;0.867;0.926;0.942;0.857;0.405;0.641;0.898;0.107;0.496;0.0;0.877;0.873;0.804;0.915;0.0;0.795;0.258;0.332;0.137;0.359;0.803;0.768;1.0;0.841;0.86;0.412;0.848;0.799;0.922;0.877;0.843;0.71;0.883;0.0;0.659;0.896
ENSMUST00000034519_90_90;0.729;0.974;0.812;0.828;0.79;0.982;0.434;0.547;0.895;0.132;0.334;0.0;0.847;0.774;0.833;0.82;0.0;0.76;0.232;0.407;0.166;0.433;0.76;0.679;0.841;1.0;0.974;0.433;0.965;0.768;0.829;0.782;0.815;0.667;0.858;0.0;0.55;0.894
ENSMUST00000180384_90_90;0.749;0.99;0.832;0.848;0.81;1.0;0.451;0.564;0.913;0.129;0.352;0.0;0.866;0.792;0.852;0.839;0.0;0.778;0.227;0.399;0.163;0.424;0.778;0.698;0.86;0.974;1.0;0.458;0.99;0.787;0.849;0.802;0.834;0.686;0.877;0.0;0.567;0.912
ENSMUST00000180872_90_90;0.195;0.479;0.412;0.405;0.366;0.451;1.0;0.138;0.42;0.281;0.234;0.0;0.442;0.366;0.427;0.413;0.0;0.352;0.0;0.0;0.0;0.0;0.352;0.255;0.412;0.433;0.458;1.0;0.449;0.352;0.413;0.366;0.398;0.255;0.442;0.0;0.141;0.419
ENSMUST00000188848_90_90;0.749;0.981;0.82;0.835;0.819;0.99;0.442;0.571;0.902;0.13;0.356;0.0;0.854;0.803;0.84;0.827;0.0;0.788;0.23;0.404;0.165;0.43;0.788;0.707;0.848;0.965;0.99;0.449;1.0;0.797;0.836;0.812;0.822;0.696;0.865;0.0;0.574;0.901
ENSMUST00000034581_90_90;0.757;0.809;0.865;0.73;0.837;0.782;0.343;0.69;0.79;0.112;0.526;0.0;0.841;0.917;0.908;0.877;0.083;0.999;0.275;0.353;0.143;0.375;0.988;0.808;0.799;0.768;0.787;0.352;0.797;1.0;0.88;0.919;0.953;0.889;0.845;0.094;0.701;0.796
ENSMUST00000085909_90_90;0.773;0.871;0.966;0.847;0.857;0.842;0.403;0.627;0.869;0.103;0.481;0.0;0.958;0.956;0.883;1.0;0.074;0.877;0.241;0.311;0.127;0.331;0.867;0.71;0.922;0.829;0.849;0.413;0.836;0.88;1.0;0.957;0.923;0.785;0.959;0.083;0.645;0.866
ENSMUST00000114547_90_90;0.773;0.825;0.922;0.806;0.897;0.796;0.358;0.658;0.827;0.107;0.504;0.0;0.915;0.999;0.841;0.956;0.077;0.917;0.252;0.324;0.132;0.345;0.906;0.742;0.877;0.782;0.802;0.366;0.812;0.919;0.957;1.0;0.88;0.819;0.918;0.087;0.677;0.822
ENSMUST00000114548_90_90;0.757;0.857;0.909;0.772;0.8;0.828;0.389;0.655;0.834;0.106;0.501;0.0;0.883;0.877;0.954;0.921;0.08;0.952;0.262;0.336;0.137;0.358;0.941;0.77;0.843;0.815;0.834;0.398;0.822;0.953;0.923;0.88;1.0;0.849;0.885;0.09;0.664;0.841
ENSMUST00000143026_90_90;0.757;0.707;0.79;0.66;0.758;0.692;0.252;0.725;0.741;0.076;0.559;0.0;0.754;0.821;0.814;0.786;0.088;0.893;0.293;0.375;0.152;0.399;0.883;0.905;0.71;0.667;0.686;0.255;0.696;0.889;0.785;0.819;0.849;1.0;0.754;0.099;0.736;0.746
ENSMUST00000152459_90_90;0.773;0.901;0.925;0.888;0.822;0.869;0.431;0.619;0.882;0.102;0.475;0.0;1.0;0.915;0.924;0.958;0.071;0.841;0.231;0.298;0.122;0.317;0.831;0.681;0.883;0.858;0.877;0.442;0.865;0.845;0.959;0.918;0.885;0.754;1.0;0.08;0.635;0.879
ENSMUST00000214542_90_90;0.0;0.0;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.079;0.078;0.075;0.912;0.085;0.0;0.0;0.0;0.0;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.094;0.083;0.087;0.09;0.099;0.08;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.985;0.597;0.616;0.619;0.686;0.606;0.148;1.0;0.576;0.05;0.376;0.068;0.625;0.665;0.643;0.634;0.0;0.688;0.286;0.394;0.148;0.418;0.688;0.752;0.659;0.55;0.567;0.141;0.574;0.701;0.645;0.677;0.664;0.736;0.635;0.0;1.0;0.567
ENSMUST00000108450_90_90;0.772;0.95;0.845;0.88;0.859;0.91;0.412;0.576;1.0;0.094;0.412;0.0;0.869;0.812;0.843;0.855;0.0;0.787;0.267;0.372;0.146;0.395;0.788;0.774;0.896;0.894;0.912;0.419;0.901;0.796;0.866;0.822;0.841;0.746;0.879;0.0;0.567;1.0
