;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000527473_90_90;0.128;0.126;0.644;0.39;0.0;0.0;0.0;0.142;0.629;0.543;0.03;0.514;0.707;0.57;1.0;0.093;0.893;0.427;0.087;0.479;0.0;0.0;0.03;0.095;0.0;0.794;0.561;0.0;0.0;0.134;0.21;0.048;0.651;0.0;0.136;0.794;0.518;0.516;0.126;0.652;0.0;0.28;0.048;0.118;0.118;0.03;0.03;0.802;0.16;0.75;0.21
ENST00000527510_90_90;0.15;0.159;0.11;0.127;0.203;0.0;0.158;0.445;0.075;0.069;0.279;0.117;0.08;0.115;0.093;1.0;0.088;0.06;0.886;0.065;0.131;0.0;0.279;0.863;0.114;0.101;0.07;0.071;0.224;0.552;0.143;0.432;0.076;0.093;0.504;0.101;0.067;0.068;0.159;0.076;0.0;0.136;0.432;0.151;0.151;0.257;0.257;0.088;0.307;0.085;0.143
ENST00000527516_90_90;0.142;0.14;0.575;0.347;0.0;0.0;0.0;0.131;0.706;0.61;0.03;0.458;0.792;0.508;0.893;0.088;1.0;0.48;0.083;0.537;0.0;0.0;0.03;0.089;0.0;0.708;0.629;0.0;0.0;0.122;0.186;0.046;0.73;0.0;0.126;0.708;0.581;0.579;0.14;0.731;0.0;0.249;0.046;0.133;0.133;0.03;0.03;0.904;0.145;0.846;0.186
ENST00000527930_90_90;0.268;0.264;0.276;0.169;0.0;0.0;0.0;0.076;0.679;0.788;0.025;0.223;0.605;0.245;0.427;0.06;0.48;1.0;0.057;0.859;0.0;0.0;0.025;0.06;0.0;0.342;0.762;0.0;0.0;0.074;0.093;0.092;0.575;0.0;0.075;0.342;0.748;0.835;0.264;0.655;0.0;0.122;0.092;0.245;0.245;0.025;0.025;0.481;0.081;0.516;0.093
ENST00000528196_90_90;0.172;0.181;0.102;0.116;0.309;0.0;0.198;0.397;0.071;0.066;0.32;0.107;0.075;0.105;0.087;0.886;0.083;0.057;1.0;0.062;0.202;0.0;0.32;0.879;0.176;0.095;0.067;0.112;0.309;0.49;0.128;0.491;0.072;0.145;0.448;0.095;0.064;0.065;0.181;0.072;0.0;0.123;0.491;0.174;0.174;0.297;0.297;0.083;0.278;0.081;0.128
ENST00000528523_90_90;0.286;0.282;0.311;0.193;0.0;0.0;0.0;0.086;0.758;0.877;0.026;0.254;0.675;0.277;0.479;0.065;0.537;0.859;0.062;1.0;0.0;0.0;0.026;0.065;0.0;0.386;0.85;0.0;0.0;0.083;0.107;0.038;0.565;0.0;0.084;0.386;0.75;0.927;0.282;0.732;0.0;0.139;0.038;0.263;0.263;0.026;0.026;0.538;0.091;0.578;0.107
ENST00000528527_90_90;0.179;0.177;0.0;0.0;0.404;0.0;0.342;0.0;0.0;0.0;0.309;0.0;0.0;0.0;0.0;0.131;0.0;0.0;0.202;0.0;1.0;0.12;0.309;0.127;0.688;0.0;0.0;0.397;0.452;0.0;0.0;0.491;0.0;0.584;0.0;0.0;0.0;0.0;0.177;0.0;0.0;0.0;0.491;0.181;0.181;0.309;0.309;0.0;0.0;0.0;0.0
ENST00000530338_90_90;0.068;0.067;0.0;0.0;0.0;0.0;0.123;0.0;0.0;0.0;0.112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;1.0;0.112;0.0;0.306;0.0;0.0;0.14;0.0;0.0;0.0;0.111;0.0;0.215;0.0;0.0;0.0;0.0;0.067;0.0;0.0;0.0;0.111;0.068;0.068;0.112;0.112;0.0;0.0;0.0;0.0
ENST00000530438_90_90;0.548;0.584;0.033;0.034;0.133;0.085;0.865;0.117;0.028;0.026;1.0;0.033;0.028;0.033;0.03;0.279;0.03;0.025;0.32;0.026;0.309;0.112;1.0;0.278;0.386;0.032;0.027;0.791;0.198;0.153;0.035;0.5;0.028;0.524;0.137;0.032;0.026;0.026;0.584;0.028;0.325;0.035;0.5;0.552;0.552;0.907;0.907;0.03;0.075;0.029;0.035
ENST00000530580_90_90;0.149;0.158;0.111;0.128;0.196;0.0;0.157;0.449;0.075;0.07;0.278;0.118;0.081;0.116;0.095;0.863;0.089;0.06;0.879;0.065;0.127;0.0;0.278;1.0;0.111;0.102;0.071;0.07;0.22;0.556;0.144;0.429;0.076;0.09;0.508;0.102;0.067;0.068;0.158;0.076;0.0;0.138;0.429;0.15;0.15;0.256;0.256;0.089;0.311;0.086;0.144
ENST00000530593_90_90;0.212;0.221;0.0;0.0;0.323;0.0;0.427;0.0;0.0;0.0;0.386;0.0;0.0;0.0;0.0;0.114;0.0;0.0;0.176;0.0;0.688;0.306;0.386;0.111;1.0;0.0;0.0;0.496;0.377;0.0;0.0;0.442;0.0;0.728;0.0;0.0;0.0;0.0;0.221;0.0;0.0;0.0;0.442;0.213;0.213;0.36;0.36;0.0;0.0;0.0;0.0
ENST00000530938_90_90;0.096;0.095;0.816;0.485;0.0;0.0;0.0;0.162;0.503;0.435;0.032;0.639;0.565;0.718;0.794;0.101;0.708;0.342;0.095;0.386;0.0;0.0;0.032;0.102;0.0;1.0;0.449;0.0;0.0;0.148;0.252;0.05;0.52;0.0;0.153;1.0;0.413;0.415;0.095;0.52;0.0;0.346;0.05;0.098;0.098;0.032;0.032;0.706;0.187;0.658;0.252
ENST00000530959_90_90;0.234;0.231;0.363;0.222;0.0;0.0;0.0;0.095;0.893;0.967;0.027;0.293;0.794;0.323;0.561;0.07;0.629;0.762;0.067;0.85;0.0;0.0;0.027;0.071;0.0;0.449;1.0;0.0;0.0;0.091;0.122;0.041;0.656;0.0;0.092;0.449;0.87;0.916;0.231;0.86;0.0;0.16;0.041;0.225;0.225;0.027;0.027;0.631;0.102;0.677;0.122
ENST00000530991_90_90;0.444;0.465;0.0;0.0;0.175;0.106;0.876;0.0;0.0;0.0;0.791;0.0;0.0;0.0;0.0;0.071;0.0;0.0;0.112;0.0;0.397;0.14;0.791;0.07;0.496;0.0;0.0;1.0;0.211;0.0;0.0;0.309;0.0;0.669;0.0;0.0;0.0;0.0;0.465;0.0;0.399;0.0;0.309;0.447;0.447;0.736;0.736;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.116;0.114;0.0;0.0;0.496;0.0;0.218;0.0;0.0;0.0;0.198;0.0;0.0;0.0;0.0;0.224;0.0;0.0;0.309;0.0;0.452;0.0;0.198;0.22;0.377;0.0;0.0;0.211;1.0;0.0;0.0;0.297;0.0;0.292;0.0;0.0;0.0;0.0;0.114;0.0;0.0;0.0;0.297;0.117;0.117;0.198;0.198;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.079;0.087;0.169;0.21;0.0;0.0;0.036;0.803;0.099;0.09;0.153;0.185;0.108;0.178;0.134;0.552;0.122;0.074;0.49;0.083;0.0;0.0;0.153;0.556;0.0;0.148;0.091;0.0;0.0;1.0;0.257;0.238;0.101;0.0;0.91;0.148;0.085;0.087;0.087;0.101;0.0;0.237;0.238;0.08;0.08;0.134;0.134;0.122;0.554;0.117;0.257
ENST00000531578_90_90;0.021;0.02;0.316;0.5;0.0;0.0;0.0;0.309;0.137;0.119;0.035;0.38;0.153;0.35;0.21;0.143;0.186;0.093;0.128;0.107;0.0;0.0;0.035;0.144;0.0;0.252;0.122;0.0;0.0;0.257;1.0;0.059;0.14;0.0;0.275;0.252;0.111;0.115;0.02;0.14;0.0;0.695;0.059;0.021;0.021;0.035;0.035;0.185;0.474;0.174;1.0
ENST00000532734_90_90;0.289;0.297;0.053;0.056;0.197;0.0;0.385;0.189;0.042;0.041;0.5;0.054;0.043;0.054;0.048;0.432;0.046;0.092;0.491;0.038;0.491;0.111;0.5;0.429;0.442;0.05;0.041;0.309;0.297;0.238;0.059;1.0;0.067;0.408;0.215;0.05;0.061;0.04;0.297;0.042;0.0;0.058;1.0;0.292;0.292;0.477;0.477;0.046;0.128;0.045;0.059
ENST00000533016_90_90;0.167;0.165;0.42;0.257;0.0;0.0;0.0;0.105;0.726;0.636;0.028;0.338;0.803;0.373;0.651;0.076;0.73;0.575;0.072;0.565;0.0;0.0;0.028;0.076;0.0;0.52;0.656;0.0;0.0;0.101;0.14;0.067;1.0;0.0;0.103;0.52;0.691;0.605;0.165;0.75;0.0;0.184;0.067;0.158;0.158;0.028;0.028;0.732;0.115;0.785;0.14
ENST00000533020_90_90;0.295;0.303;0.0;0.0;0.244;0.0;0.58;0.0;0.0;0.0;0.524;0.0;0.0;0.0;0.0;0.093;0.0;0.0;0.145;0.0;0.584;0.215;0.524;0.09;0.728;0.0;0.0;0.669;0.292;0.0;0.0;0.408;0.0;1.0;0.0;0.0;0.0;0.0;0.303;0.0;0.073;0.0;0.408;0.297;0.297;0.497;0.497;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.069;0.078;0.175;0.221;0.0;0.0;0.018;0.876;0.101;0.091;0.137;0.194;0.11;0.185;0.136;0.504;0.126;0.075;0.448;0.084;0.0;0.0;0.137;0.508;0.0;0.153;0.092;0.0;0.0;0.91;0.275;0.215;0.103;0.0;1.0;0.153;0.086;0.088;0.078;0.103;0.0;0.252;0.215;0.07;0.07;0.117;0.117;0.126;0.593;0.119;0.275
ENST00000533471_90_90;0.096;0.095;0.816;0.485;0.0;0.0;0.0;0.162;0.503;0.435;0.032;0.639;0.565;0.718;0.794;0.101;0.708;0.342;0.095;0.386;0.0;0.0;0.032;0.102;0.0;1.0;0.449;0.0;0.0;0.148;0.252;0.05;0.52;0.0;0.153;1.0;0.413;0.415;0.095;0.52;0.0;0.346;0.05;0.098;0.098;0.032;0.032;0.706;0.187;0.658;0.252
ENST00000533580_90_90;0.218;0.215;0.335;0.204;0.0;0.0;0.0;0.088;0.825;0.844;0.026;0.269;0.734;0.296;0.518;0.067;0.581;0.748;0.064;0.75;0.0;0.0;0.026;0.067;0.0;0.413;0.87;0.0;0.0;0.085;0.111;0.061;0.691;0.0;0.086;0.413;1.0;0.803;0.215;0.795;0.0;0.147;0.061;0.208;0.208;0.026;0.026;0.582;0.095;0.625;0.111
ENST00000533681_90_90;0.264;0.26;0.335;0.207;0.0;0.0;0.0;0.09;0.817;0.947;0.026;0.272;0.728;0.298;0.516;0.068;0.579;0.835;0.065;0.927;0.0;0.0;0.026;0.068;0.0;0.415;0.916;0.0;0.0;0.087;0.115;0.04;0.605;0.0;0.088;0.415;0.803;1.0;0.26;0.788;0.0;0.149;0.04;0.24;0.24;0.026;0.026;0.581;0.097;0.623;0.115
ENST00000534127_90_90;0.937;1.0;0.079;0.044;0.074;0.051;0.51;0.068;0.206;0.241;0.584;0.058;0.183;0.068;0.126;0.159;0.14;0.264;0.181;0.282;0.177;0.067;0.584;0.158;0.221;0.095;0.231;0.465;0.114;0.087;0.02;0.297;0.165;0.303;0.078;0.095;0.215;0.26;1.0;0.197;0.196;0.031;0.297;0.929;0.929;0.543;0.543;0.14;0.044;0.151;0.02
ENST00000534248_90_90;0.199;0.197;0.421;0.257;0.0;0.0;0.0;0.105;0.964;0.832;0.028;0.339;0.924;0.373;0.652;0.076;0.731;0.655;0.072;0.732;0.0;0.0;0.028;0.076;0.0;0.52;0.86;0.0;0.0;0.101;0.14;0.042;0.75;0.0;0.103;0.52;0.795;0.788;0.197;1.0;0.0;0.185;0.042;0.19;0.19;0.028;0.028;0.732;0.115;0.786;0.14
ENST00000534278_90_90;0.188;0.196;0.0;0.0;0.0;0.243;0.358;0.0;0.0;0.0;0.325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.325;0.0;0.0;0.0;0.0;0.399;0.0;0.0;0.0;0.0;0.0;0.073;0.0;0.0;0.0;0.0;0.196;0.0;1.0;0.0;0.0;0.189;0.189;0.305;0.305;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.032;0.031;0.428;0.709;0.0;0.0;0.0;0.276;0.179;0.155;0.035;0.536;0.201;0.481;0.28;0.136;0.249;0.122;0.123;0.139;0.0;0.0;0.035;0.138;0.0;0.346;0.16;0.0;0.0;0.237;0.695;0.058;0.184;0.0;0.252;0.346;0.147;0.149;0.031;0.185;0.0;1.0;0.058;0.032;0.032;0.035;0.035;0.248;0.378;0.232;0.695
ENST00000626808_90_90;0.289;0.297;0.053;0.056;0.197;0.0;0.385;0.189;0.042;0.041;0.5;0.054;0.043;0.054;0.048;0.432;0.046;0.092;0.491;0.038;0.491;0.111;0.5;0.429;0.442;0.05;0.041;0.309;0.297;0.238;0.059;1.0;0.067;0.408;0.215;0.05;0.061;0.04;0.297;0.042;0.0;0.058;1.0;0.292;0.292;0.477;0.477;0.046;0.128;0.045;0.059
ENSMUST00000077909_90_90;0.97;0.929;0.081;0.045;0.076;0.052;0.492;0.059;0.2;0.234;0.552;0.06;0.176;0.07;0.118;0.151;0.133;0.245;0.174;0.263;0.181;0.068;0.552;0.15;0.213;0.098;0.225;0.447;0.117;0.08;0.021;0.292;0.158;0.297;0.07;0.098;0.208;0.24;0.929;0.19;0.189;0.032;0.292;1.0;1.0;0.594;0.594;0.144;0.045;0.155;0.021
ENSMUST00000079282_90_90;0.97;0.929;0.081;0.045;0.076;0.052;0.492;0.059;0.2;0.234;0.552;0.06;0.176;0.07;0.118;0.151;0.133;0.245;0.174;0.263;0.181;0.068;0.552;0.15;0.213;0.098;0.225;0.447;0.117;0.08;0.021;0.292;0.158;0.297;0.07;0.098;0.208;0.24;0.929;0.19;0.189;0.032;0.292;1.0;1.0;0.594;0.594;0.144;0.045;0.155;0.021
ENSMUST00000084738_90_90;0.589;0.543;0.033;0.034;0.133;0.085;0.808;0.099;0.028;0.026;0.907;0.033;0.028;0.033;0.03;0.257;0.03;0.025;0.297;0.026;0.309;0.112;0.907;0.256;0.36;0.032;0.027;0.736;0.198;0.134;0.035;0.477;0.028;0.497;0.117;0.032;0.026;0.026;0.543;0.028;0.305;0.035;0.477;0.594;0.594;1.0;1.0;0.03;0.075;0.029;0.035
ENSMUST00000168005_90_90;0.589;0.543;0.033;0.034;0.133;0.085;0.808;0.099;0.028;0.026;0.907;0.033;0.028;0.033;0.03;0.257;0.03;0.025;0.297;0.026;0.309;0.112;0.907;0.256;0.36;0.032;0.027;0.736;0.198;0.134;0.035;0.477;0.028;0.497;0.117;0.032;0.026;0.026;0.543;0.028;0.305;0.035;0.477;0.594;0.594;1.0;1.0;0.03;0.075;0.029;0.035
ENSMUST00000207394_90_90;0.142;0.14;0.573;0.347;0.0;0.0;0.0;0.13;0.707;0.611;0.03;0.457;0.793;0.507;0.802;0.088;0.904;0.481;0.083;0.538;0.0;0.0;0.03;0.089;0.0;0.706;0.631;0.0;0.0;0.122;0.185;0.046;0.732;0.0;0.126;0.706;0.582;0.581;0.14;0.732;0.0;0.248;0.046;0.144;0.144;0.03;0.03;1.0;0.145;0.93;0.185
ENSMUST00000207745_90_90;0.044;0.044;0.219;0.307;0.0;0.0;0.0;0.662;0.113;0.1;0.075;0.256;0.123;0.238;0.16;0.307;0.145;0.081;0.278;0.091;0.0;0.0;0.075;0.311;0.0;0.187;0.102;0.0;0.0;0.554;0.474;0.128;0.115;0.0;0.593;0.187;0.095;0.097;0.044;0.115;0.0;0.378;0.128;0.045;0.045;0.075;0.075;0.145;1.0;0.138;0.474
ENSMUST00000208583_90_90;0.153;0.151;0.534;0.323;0.0;0.0;0.0;0.124;0.759;0.655;0.029;0.425;0.852;0.473;0.75;0.085;0.846;0.516;0.081;0.578;0.0;0.0;0.029;0.086;0.0;0.658;0.677;0.0;0.0;0.117;0.174;0.045;0.785;0.0;0.119;0.658;0.625;0.623;0.151;0.786;0.0;0.232;0.045;0.155;0.155;0.029;0.029;0.93;0.138;1.0;0.174
ENSMUST00000208734_90_90;0.021;0.02;0.316;0.5;0.0;0.0;0.0;0.309;0.137;0.119;0.035;0.38;0.153;0.35;0.21;0.143;0.186;0.093;0.128;0.107;0.0;0.0;0.035;0.144;0.0;0.252;0.122;0.0;0.0;0.257;1.0;0.059;0.14;0.0;0.275;0.252;0.111;0.115;0.02;0.14;0.0;0.695;0.059;0.021;0.021;0.035;0.035;0.185;0.474;0.174;1.0
