;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENST00000606561_90_90;0.768;0.736;0.763;0.793;0.775;0.797;0.797;0.788;0.847;0.92;1.0;0.283;0.647;0.796;0.102;0.749;0.773;0.81;0.26;0.799;0.757;0.757;0.576;0.084;0.26;0.183;0.652;0.164;0.084;0.31;0.718;0.213;0.352;0.647;0.0;0.103;0.122;0.796;0.609;0.647;0.757;0.749;0.513;0.724;0.775;0.763;0.927;0.792;0.087;0.927;0.211;0.005;0.792;0.0;0.587;0.776;0.776;0.776;0.776;0.776;0.252;0.776;0.0;0.022
ENST00000641107_90_90;0.252;0.184;0.19;0.228;0.22;0.227;0.227;0.224;0.24;0.261;0.283;1.0;0.256;0.221;0.0;0.303;0.188;0.196;0.0;0.193;0.209;0.209;0.197;0.0;0.0;0.0;0.256;0.0;0.0;0.0;0.241;0.0;0.0;0.256;0.0;0.0;0.0;0.221;0.267;0.256;0.23;0.303;0.305;0.195;0.191;0.188;0.262;0.224;0.0;0.262;0.0;0.0;0.224;0.0;0.208;0.227;0.227;0.227;0.227;0.227;0.0;0.227;0.0;0.0
ENST00000355238_90_90;0.964;0.797;0.826;0.855;0.75;0.842;0.842;0.847;0.781;0.714;0.647;0.256;1.0;0.839;0.349;0.833;0.745;0.773;0.338;0.764;0.724;0.724;0.695;0.168;0.389;0.31;0.783;0.291;0.168;0.448;0.609;0.341;0.49;1.0;0.159;0.151;0.37;0.839;0.958;0.994;0.802;0.833;0.841;0.766;0.806;0.795;0.714;0.847;0.164;0.714;0.494;0.164;0.847;0.083;0.699;0.742;0.742;0.742;0.742;0.742;0.376;0.742;0.032;0.064
ENST00000369622_90_90;1.0;0.845;0.875;0.998;0.831;0.992;0.992;0.998;0.931;0.863;0.796;0.221;0.839;1.0;0.308;0.695;0.792;0.821;0.319;0.812;0.803;0.803;0.637;0.151;0.351;0.281;0.713;0.264;0.151;0.407;0.689;0.309;0.445;0.839;0.141;0.134;0.328;1.0;0.802;0.845;0.962;0.695;0.701;0.814;0.854;0.843;0.863;0.998;0.141;0.863;0.428;0.143;0.998;0.073;0.641;0.822;0.822;0.822;0.822;0.822;0.341;0.822;0.028;0.057
ENST00000444272_90_90;0.349;0.207;0.213;0.299;0.211;0.301;0.301;0.299;0.239;0.163;0.102;0.0;0.349;0.308;1.0;0.181;0.186;0.193;0.522;0.191;0.212;0.212;0.266;0.503;0.542;0.654;0.298;0.686;0.503;0.483;0.096;0.605;0.45;0.349;0.459;0.431;0.942;0.308;0.363;0.351;0.321;0.181;0.414;0.2;0.209;0.206;0.163;0.299;0.468;0.163;0.696;0.472;0.299;0.245;0.263;0.207;0.207;0.207;0.207;0.207;0.556;0.207;0.097;0.195
ENST00000616122_90_90;0.798;0.762;0.791;0.718;0.75;0.706;0.706;0.712;0.645;0.826;0.749;0.303;0.833;0.695;0.181;1.0;0.798;0.838;0.373;0.826;0.732;0.732;0.699;0.136;0.376;0.29;0.813;0.269;0.136;0.442;0.675;0.324;0.489;0.833;0.0;0.181;0.203;0.695;0.789;0.826;0.657;1.0;0.673;0.758;0.803;0.791;0.826;0.712;0.195;0.826;0.337;0.007;0.712;0.0;0.705;0.752;0.752;0.752;0.752;0.752;0.363;0.752;0.0;0.023
ENST00000281722_90_90;0.884;0.899;0.91;0.898;0.912;0.799;0.799;0.809;0.722;0.865;0.773;0.188;0.745;0.792;0.186;0.798;1.0;0.893;0.264;0.887;0.894;0.894;0.778;0.117;0.323;0.25;0.637;0.232;0.117;0.379;0.813;0.278;0.418;0.747;0.0;0.161;0.205;0.793;0.7;0.736;0.746;0.801;0.56;0.922;0.923;0.916;0.861;0.806;0.168;0.861;0.352;0.0;0.806;0.0;0.775;0.918;0.918;0.918;0.918;0.918;0.316;0.918;0.0;0.012
ENST00000510397_90_90;0.884;0.969;0.948;0.898;0.967;0.829;0.829;0.838;0.748;0.907;0.81;0.196;0.773;0.821;0.193;0.838;0.893;1.0;0.286;0.96;0.948;0.948;0.827;0.122;0.341;0.263;0.679;0.245;0.122;0.402;0.865;0.294;0.444;0.773;0.0;0.166;0.211;0.821;0.723;0.762;0.771;0.838;0.578;0.9;0.99;0.948;0.909;0.84;0.176;0.909;0.366;0.0;0.84;0.0;0.818;0.966;0.966;0.966;0.966;0.966;0.332;0.966;0.0;0.013
ENST00000512640_90_90;0.326;0.251;0.254;0.319;0.319;0.323;0.323;0.319;0.236;0.352;0.26;0.0;0.338;0.319;0.522;0.373;0.264;0.286;1.0;0.283;0.322;0.322;0.37;0.384;0.877;0.828;0.453;0.768;0.384;0.748;0.229;0.923;0.68;0.338;0.0;0.518;0.573;0.319;0.358;0.343;0.338;0.373;0.374;0.24;0.256;0.254;0.352;0.319;0.539;0.352;0.662;0.0;0.319;0.0;0.374;0.316;0.316;0.316;0.316;0.316;0.9;0.316;0.0;0.038
ENST00000514866_90_90;0.884;0.929;0.99;0.898;0.953;0.82;0.82;0.83;0.74;0.895;0.799;0.193;0.764;0.812;0.191;0.826;0.887;0.96;0.283;1.0;0.934;0.934;0.814;0.121;0.336;0.26;0.668;0.241;0.121;0.396;0.851;0.29;0.437;0.764;0.0;0.164;0.209;0.812;0.716;0.754;0.763;0.826;0.573;0.895;0.948;0.99;0.896;0.831;0.174;0.896;0.362;0.0;0.831;0.0;0.804;0.951;0.951;0.951;0.951;0.951;0.327;0.951;0.0;0.012
ENST00000295971_90_90;0.884;0.911;0.933;0.901;0.986;0.811;0.811;0.82;0.748;0.833;0.757;0.209;0.724;0.803;0.212;0.732;0.894;0.948;0.322;0.934;1.0;1.0;0.837;0.134;0.292;0.236;0.572;0.223;0.134;0.336;0.889;0.258;0.367;0.728;0.036;0.154;0.229;0.808;0.686;0.72;0.767;0.738;0.568;0.89;0.947;0.933;0.835;0.821;0.158;0.835;0.351;0.036;0.821;0.0;0.841;0.986;0.986;0.986;0.986;0.986;0.3;0.986;0.022;0.045
ENST00000381793_90_90;0.884;0.911;0.933;0.901;0.986;0.811;0.811;0.82;0.748;0.833;0.757;0.209;0.724;0.803;0.212;0.732;0.894;0.948;0.322;0.934;1.0;1.0;0.837;0.134;0.292;0.236;0.572;0.223;0.134;0.336;0.889;0.258;0.367;0.728;0.036;0.154;0.229;0.808;0.686;0.72;0.767;0.738;0.568;0.89;0.947;0.933;0.835;0.821;0.158;0.835;0.351;0.036;0.821;0.0;0.841;0.986;0.986;0.986;0.986;0.986;0.3;0.986;0.022;0.045
ENST00000381795_90_90;0.737;0.79;0.809;0.716;0.833;0.637;0.637;0.645;0.574;0.651;0.576;0.197;0.695;0.637;0.266;0.699;0.778;0.827;0.37;0.814;0.837;0.837;1.0;0.163;0.352;0.284;0.678;0.269;0.163;0.404;0.726;0.311;0.441;0.7;0.047;0.193;0.286;0.641;0.655;0.69;0.6;0.705;0.525;0.771;0.822;0.809;0.653;0.647;0.2;0.653;0.441;0.048;0.647;0.0;1.0;0.83;0.83;0.83;0.83;0.83;0.359;0.83;0.027;0.055
ENST00000505220_90_90;0.163;0.099;0.101;0.148;0.138;0.15;0.15;0.148;0.117;0.12;0.084;0.0;0.168;0.151;0.503;0.136;0.117;0.122;0.384;0.121;0.134;0.134;0.163;1.0;0.454;0.56;0.221;0.595;1.0;0.396;0.024;0.512;0.365;0.168;0.182;0.605;0.477;0.151;0.176;0.171;0.159;0.136;0.209;0.097;0.102;0.101;0.12;0.148;0.581;0.12;0.333;0.182;0.148;0.0;0.172;0.14;0.14;0.14;0.14;0.14;0.464;0.14;0.147;0.297
ENST00000505414_90_90;0.376;0.314;0.321;0.345;0.297;0.348;0.348;0.345;0.277;0.334;0.26;0.0;0.389;0.351;0.542;0.376;0.323;0.341;0.877;0.336;0.292;0.292;0.352;0.454;1.0;0.806;0.475;0.758;0.454;0.865;0.18;0.883;0.793;0.389;0.09;0.443;0.584;0.351;0.408;0.392;0.368;0.376;0.374;0.306;0.325;0.321;0.334;0.345;0.46;0.334;0.767;0.09;0.345;0.0;0.367;0.301;0.301;0.301;0.301;0.301;0.982;0.301;0.07;0.141
ENST00000507180_90_90;0.3;0.237;0.242;0.275;0.241;0.278;0.278;0.275;0.207;0.259;0.183;0.0;0.31;0.281;0.654;0.29;0.25;0.263;0.828;0.26;0.236;0.236;0.284;0.56;0.806;1.0;0.385;0.94;0.56;0.7;0.124;0.913;0.641;0.31;0.111;0.556;0.704;0.281;0.326;0.314;0.294;0.29;0.385;0.232;0.246;0.242;0.259;0.275;0.579;0.259;0.613;0.111;0.275;0.0;0.297;0.244;0.244;0.244;0.244;0.244;0.823;0.244;0.085;0.172
ENST00000510871_90_90;0.76;0.643;0.66;0.708;0.613;0.7;0.7;0.708;0.629;0.737;0.652;0.256;0.783;0.713;0.298;0.813;0.637;0.679;0.453;0.668;0.572;0.572;0.678;0.221;0.475;0.385;1.0;0.362;0.221;0.545;0.464;0.42;0.595;0.783;0.051;0.221;0.321;0.713;0.731;0.79;0.665;0.813;0.583;0.627;0.671;0.66;0.737;0.708;0.225;0.737;0.484;0.05;0.708;0.0;0.72;0.621;0.621;0.621;0.621;0.621;0.478;0.621;0.037;0.073
ENST00000511598_90_90;0.281;0.219;0.224;0.259;0.227;0.261;0.261;0.259;0.19;0.24;0.164;0.0;0.291;0.264;0.686;0.269;0.232;0.245;0.768;0.241;0.223;0.223;0.269;0.595;0.758;0.94;0.362;1.0;0.595;0.658;0.112;0.859;0.605;0.291;0.116;0.594;0.738;0.264;0.306;0.294;0.276;0.269;0.362;0.214;0.227;0.224;0.24;0.259;0.618;0.24;0.576;0.116;0.259;0.0;0.281;0.23;0.23;0.23;0.23;0.23;0.773;0.23;0.09;0.182
ENST00000511902_90_90;0.163;0.099;0.101;0.148;0.138;0.15;0.15;0.148;0.117;0.12;0.084;0.0;0.168;0.151;0.503;0.136;0.117;0.122;0.384;0.121;0.134;0.134;0.163;1.0;0.454;0.56;0.221;0.595;1.0;0.396;0.024;0.512;0.365;0.168;0.182;0.605;0.477;0.151;0.176;0.171;0.159;0.136;0.209;0.097;0.102;0.101;0.12;0.148;0.581;0.12;0.333;0.182;0.148;0.0;0.172;0.14;0.14;0.14;0.14;0.14;0.464;0.14;0.147;0.297
ENST00000513473_90_90;0.434;0.373;0.382;0.398;0.344;0.391;0.391;0.398;0.321;0.394;0.31;0.0;0.448;0.407;0.483;0.442;0.379;0.402;0.748;0.396;0.336;0.336;0.404;0.396;0.865;0.7;0.545;0.658;0.396;1.0;0.225;0.765;0.915;0.448;0.081;0.383;0.52;0.407;0.472;0.453;0.427;0.442;0.35;0.364;0.388;0.382;0.394;0.398;0.396;0.394;0.795;0.081;0.398;0.0;0.421;0.348;0.348;0.348;0.348;0.348;0.849;0.348;0.062;0.124
ENST00000514014_90_90;0.752;0.843;0.863;0.78;0.873;0.697;0.697;0.705;0.648;0.78;0.718;0.241;0.609;0.689;0.096;0.675;0.813;0.865;0.229;0.851;0.889;0.889;0.726;0.024;0.18;0.124;0.464;0.112;0.024;0.225;1.0;0.147;0.257;0.613;0.0;0.073;0.112;0.694;0.572;0.605;0.651;0.681;0.453;0.823;0.877;0.863;0.782;0.706;0.077;0.782;0.233;0.0;0.706;0.0;0.723;0.871;0.871;0.871;0.871;0.871;0.182;0.871;0.0;0.0
ENST00000514782_90_90;0.33;0.267;0.273;0.302;0.263;0.305;0.305;0.302;0.234;0.288;0.213;0.0;0.341;0.309;0.605;0.324;0.278;0.294;0.923;0.29;0.258;0.258;0.311;0.512;0.883;0.913;0.42;0.859;0.512;0.765;0.147;1.0;0.702;0.341;0.102;0.506;0.65;0.309;0.358;0.345;0.324;0.324;0.395;0.262;0.277;0.273;0.288;0.302;0.526;0.288;0.674;0.102;0.302;0.0;0.326;0.267;0.267;0.267;0.267;0.267;0.9;0.267;0.079;0.159
ENST00000515053_90_90;0.475;0.414;0.424;0.436;0.374;0.429;0.429;0.436;0.358;0.437;0.352;0.0;0.49;0.445;0.45;0.489;0.418;0.444;0.68;0.437;0.367;0.367;0.441;0.365;0.793;0.641;0.595;0.605;0.365;0.915;0.257;0.702;1.0;0.49;0.076;0.35;0.484;0.445;0.489;0.495;0.444;0.489;0.336;0.404;0.43;0.424;0.437;0.436;0.363;0.437;0.74;0.076;0.436;0.0;0.46;0.38;0.38;0.38;0.38;0.38;0.778;0.38;0.057;0.116
ENSMUST00000069221_90_90;0.964;0.796;0.826;0.855;0.756;0.842;0.842;0.847;0.781;0.714;0.647;0.256;1.0;0.839;0.349;0.833;0.747;0.773;0.338;0.764;0.728;0.728;0.7;0.168;0.389;0.31;0.783;0.291;0.168;0.448;0.613;0.341;0.49;1.0;0.159;0.151;0.37;0.839;0.958;0.994;0.802;0.833;0.841;0.769;0.806;0.795;0.714;0.847;0.164;0.714;0.494;0.164;0.847;0.083;0.704;0.747;0.747;0.747;0.747;0.747;0.376;0.747;0.032;0.064
ENSMUST00000172508_90_90;0.159;0.037;0.038;0.129;0.036;0.13;0.13;0.129;0.138;0.0;0.0;0.0;0.159;0.141;0.459;0.0;0.0;0.0;0.0;0.0;0.036;0.036;0.047;0.182;0.09;0.111;0.051;0.116;0.182;0.081;0.0;0.102;0.076;0.159;1.0;0.0;0.432;0.141;0.166;0.16;0.147;0.0;0.19;0.036;0.037;0.037;0.0;0.129;0.0;0.0;0.3;0.889;0.129;0.534;0.046;0.035;0.035;0.035;0.035;0.035;0.093;0.035;0.409;0.374
ENSMUST00000172828_90_90;0.151;0.133;0.137;0.137;0.151;0.138;0.138;0.137;0.089;0.158;0.103;0.0;0.151;0.134;0.431;0.181;0.161;0.166;0.518;0.164;0.154;0.154;0.193;0.605;0.443;0.556;0.221;0.594;0.605;0.383;0.073;0.506;0.35;0.151;0.0;1.0;0.406;0.134;0.158;0.152;0.139;0.181;0.179;0.133;0.139;0.137;0.158;0.137;0.861;0.158;0.317;0.019;0.137;0.0;0.19;0.149;0.149;0.149;0.149;0.149;0.453;0.149;0.0;0.094
ENSMUST00000173405_90_90;0.37;0.226;0.234;0.32;0.228;0.321;0.321;0.32;0.259;0.182;0.122;0.0;0.37;0.328;0.942;0.203;0.205;0.211;0.573;0.209;0.229;0.229;0.286;0.477;0.584;0.704;0.321;0.738;0.477;0.52;0.112;0.65;0.484;0.37;0.432;0.406;1.0;0.328;0.387;0.372;0.341;0.203;0.44;0.219;0.229;0.226;0.182;0.32;0.439;0.182;0.742;0.443;0.32;0.231;0.283;0.223;0.223;0.223;0.223;0.223;0.598;0.223;0.092;0.185
ENSMUST00000173801_90_90;1.0;0.844;0.875;0.998;0.837;0.992;0.992;0.998;0.931;0.863;0.796;0.221;0.839;1.0;0.308;0.695;0.793;0.821;0.319;0.812;0.808;0.808;0.641;0.151;0.351;0.281;0.713;0.264;0.151;0.407;0.694;0.309;0.445;0.839;0.141;0.134;0.328;1.0;0.802;0.845;0.962;0.695;0.701;0.816;0.854;0.843;0.863;0.998;0.141;0.863;0.428;0.143;0.998;0.073;0.646;0.827;0.827;0.827;0.827;0.827;0.341;0.827;0.028;0.057
ENSMUST00000174269_90_90;0.922;0.745;0.772;0.817;0.713;0.804;0.804;0.809;0.743;0.675;0.609;0.267;0.958;0.802;0.363;0.789;0.7;0.723;0.358;0.716;0.686;0.686;0.655;0.176;0.408;0.326;0.731;0.306;0.176;0.472;0.572;0.358;0.489;0.958;0.166;0.158;0.387;0.802;1.0;0.951;0.834;0.789;0.878;0.72;0.754;0.744;0.675;0.809;0.171;0.675;0.517;0.172;0.809;0.088;0.659;0.706;0.706;0.706;0.706;0.706;0.395;0.706;0.034;0.067
ENSMUST00000174282_90_90;0.966;0.786;0.816;0.855;0.747;0.842;0.842;0.847;0.781;0.714;0.647;0.256;0.994;0.845;0.351;0.826;0.736;0.762;0.343;0.754;0.72;0.72;0.69;0.171;0.392;0.314;0.79;0.294;0.171;0.453;0.605;0.345;0.495;0.994;0.16;0.152;0.372;0.845;0.951;1.0;0.806;0.826;0.835;0.759;0.796;0.785;0.714;0.847;0.164;0.714;0.494;0.164;0.847;0.083;0.695;0.739;0.739;0.739;0.739;0.739;0.38;0.739;0.033;0.065
ENSMUST00000174361_90_90;0.957;0.792;0.82;0.959;0.794;0.954;0.954;0.959;0.892;0.825;0.757;0.23;0.802;0.962;0.321;0.657;0.746;0.771;0.338;0.763;0.767;0.767;0.6;0.159;0.368;0.294;0.665;0.276;0.159;0.427;0.651;0.324;0.444;0.802;0.147;0.139;0.341;0.962;0.834;0.806;1.0;0.657;0.728;0.766;0.802;0.792;0.825;0.959;0.146;0.825;0.445;0.149;0.959;0.077;0.605;0.785;0.785;0.785;0.785;0.785;0.357;0.785;0.029;0.059
ENSMUST00000174391_90_90;0.798;0.762;0.791;0.718;0.756;0.706;0.706;0.712;0.645;0.826;0.749;0.303;0.833;0.695;0.181;1.0;0.801;0.838;0.373;0.826;0.738;0.738;0.705;0.136;0.376;0.29;0.813;0.269;0.136;0.442;0.681;0.324;0.489;0.833;0.0;0.181;0.203;0.695;0.789;0.826;0.657;1.0;0.673;0.76;0.803;0.791;0.826;0.712;0.195;0.826;0.337;0.007;0.712;0.0;0.711;0.758;0.758;0.758;0.758;0.758;0.363;0.758;0.0;0.023
ENSMUST00000174688_90_90;0.807;0.597;0.617;0.712;0.591;0.71;0.71;0.706;0.648;0.571;0.513;0.305;0.841;0.701;0.414;0.673;0.56;0.578;0.374;0.573;0.568;0.568;0.525;0.209;0.374;0.385;0.583;0.362;0.209;0.35;0.453;0.395;0.336;0.841;0.19;0.179;0.44;0.701;0.878;0.835;0.728;0.673;1.0;0.578;0.603;0.597;0.571;0.706;0.195;0.571;0.456;0.197;0.706;0.101;0.53;0.587;0.587;0.587;0.587;0.587;0.374;0.587;0.038;0.078
ENSMUST00000048647_90_90;0.927;0.908;0.917;0.947;0.909;0.814;0.814;0.823;0.736;0.815;0.724;0.195;0.766;0.814;0.2;0.758;0.922;0.9;0.24;0.895;0.89;0.89;0.771;0.097;0.306;0.232;0.627;0.214;0.097;0.364;0.823;0.262;0.404;0.769;0.036;0.133;0.219;0.816;0.72;0.759;0.766;0.76;0.578;1.0;0.892;0.887;0.824;0.834;0.141;0.824;0.37;0.037;0.834;0.015;0.762;0.908;0.908;0.908;0.908;0.908;0.298;0.908;0.009;0.009
ENSMUST00000182637_90_90;0.927;0.981;0.96;0.947;0.966;0.863;0.863;0.873;0.782;0.871;0.775;0.191;0.806;0.854;0.209;0.803;0.923;0.99;0.256;0.948;0.947;0.947;0.822;0.102;0.325;0.246;0.671;0.227;0.102;0.388;0.877;0.277;0.43;0.806;0.037;0.139;0.229;0.854;0.754;0.796;0.802;0.803;0.603;0.892;1.0;0.96;0.872;0.875;0.148;0.872;0.388;0.038;0.875;0.015;0.812;0.965;0.965;0.965;0.965;0.965;0.317;0.965;0.009;0.009
