;ENSCAFT00000001289_90_90;ENST00000166534_90_90;ENST00000360568_90_90;ENST00000379086_90_90;ENST00000379100_90_90;ENST00000379104_90_90;ENST00000395164_90_90;ENST00000401867_90_90;ENST00000416053_90_90;ENST00000417528_90_90;ENST00000418055_90_90;ENST00000428369_90_90;ENST00000428841_90_90;ENST00000431054_90_90;ENST00000439698_90_90;ENST00000453286_90_90;ENSMUST00000019050_90_90;ENSMUST00000093107_90_90;ENSMUST00000125132_90_90;ENSMUST00000126840_90_90;ENSMUST00000129499_90_90;ENSMUST00000135653_90_90;ENSMUST00000138477_90_90;ENSMUST00000141258_90_90;ENSMUST00000151218_90_90;ENSMUST00000174616_90_90
ENST00000418055_90_90;0.0;0.214;0.215;0.215;0.215;0.214;0.684;0.214;0.887;0.561;1.0;0.782;0.442;0.486;0.623;0.746;0.123;0.123;0.0;0.396;0.0;0.419;0.354;0.174;0.416;0.123
ENST00000428369_90_90;0.0;0.274;0.275;0.275;0.275;0.274;0.875;0.274;0.693;0.718;0.782;1.0;0.345;0.621;0.797;0.954;0.178;0.179;0.0;0.33;0.0;0.349;0.512;0.137;0.432;0.179
ENST00000428841_90_90;0.0;0.095;0.095;0.095;0.095;0.095;0.302;0.095;0.498;0.248;0.442;0.345;1.0;0.215;0.275;0.33;0.029;0.029;0.0;0.114;0.0;0.111;0.085;0.376;0.1;0.029
ENST00000431054_90_90;0.0;0.36;0.361;0.361;0.361;0.36;0.71;0.36;0.431;0.863;0.486;0.621;0.215;1.0;0.78;0.651;0.275;0.276;0.0;0.252;0.0;0.265;0.432;0.104;0.323;0.276
ENST00000439698_90_90;0.0;0.344;0.345;0.345;0.345;0.344;0.911;0.344;0.553;0.9;0.623;0.797;0.275;0.78;1.0;0.835;0.242;0.243;0.0;0.276;0.0;0.292;0.493;0.11;0.362;0.243
ENST00000453286_90_90;0.0;0.287;0.288;0.288;0.288;0.287;0.917;0.287;0.662;0.752;0.746;0.954;0.33;0.651;0.835;1.0;0.19;0.191;0.0;0.318;0.0;0.337;0.547;0.131;0.417;0.191
ENSMUST00000019050_90_90;0.028;0.847;0.782;0.782;0.782;0.847;0.214;0.847;0.101;0.277;0.123;0.178;0.029;0.275;0.242;0.19;1.0;0.925;0.053;0.202;0.052;0.209;0.295;0.038;0.239;0.925
ENSMUST00000093107_90_90;0.028;0.782;0.847;0.847;0.847;0.782;0.215;0.782;0.101;0.278;0.123;0.179;0.029;0.276;0.243;0.191;0.925;1.0;0.054;0.203;0.053;0.21;0.296;0.038;0.24;1.0
ENSMUST00000125132_90_90;0.073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.053;0.054;1.0;0.242;0.451;0.235;0.172;0.0;0.208;0.054
ENSMUST00000126840_90_90;0.048;0.109;0.11;0.11;0.11;0.109;0.297;0.109;0.384;0.254;0.396;0.33;0.114;0.252;0.276;0.318;0.202;0.203;0.242;1.0;0.223;0.967;0.686;0.183;0.847;0.203
ENSMUST00000129499_90_90;0.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.052;0.053;0.451;0.223;1.0;0.217;0.162;0.0;0.194;0.053
ENSMUST00000135653_90_90;0.048;0.115;0.116;0.116;0.116;0.115;0.315;0.115;0.375;0.268;0.419;0.349;0.111;0.265;0.292;0.337;0.209;0.21;0.235;0.967;0.217;1.0;0.709;0.177;0.875;0.21
ENSMUST00000138477_90_90;0.044;0.195;0.195;0.195;0.195;0.195;0.531;0.195;0.289;0.453;0.354;0.512;0.085;0.432;0.493;0.547;0.295;0.296;0.172;0.686;0.162;0.709;1.0;0.127;0.811;0.296
ENSMUST00000141258_90_90;0.0;0.038;0.038;0.038;0.038;0.038;0.12;0.038;0.195;0.099;0.174;0.137;0.376;0.104;0.11;0.131;0.038;0.038;0.0;0.183;0.0;0.177;0.127;1.0;0.156;0.038
ENSMUST00000151218_90_90;0.046;0.143;0.144;0.144;0.144;0.143;0.39;0.143;0.34;0.332;0.416;0.432;0.1;0.323;0.362;0.417;0.239;0.24;0.208;0.847;0.194;0.875;0.811;0.156;1.0;0.24
ENSMUST00000174616_90_90;0.028;0.782;0.847;0.847;0.847;0.782;0.215;0.782;0.101;0.278;0.123;0.179;0.029;0.276;0.243;0.191;0.925;1.0;0.054;0.203;0.053;0.21;0.296;0.038;0.24;1.0
