;ENSCAFT00000001289_90_90;ENST00000166534_90_90;ENST00000360568_90_90;ENST00000379086_90_90;ENST00000379100_90_90;ENST00000379104_90_90;ENST00000395164_90_90;ENST00000401867_90_90;ENST00000416053_90_90;ENST00000417528_90_90;ENST00000418055_90_90;ENST00000428369_90_90;ENST00000428841_90_90;ENST00000431054_90_90;ENST00000439698_90_90;ENST00000453286_90_90;ENSMUST00000019050_90_90;ENSMUST00000093107_90_90;ENSMUST00000125132_90_90;ENSMUST00000126840_90_90;ENSMUST00000129499_90_90;ENSMUST00000135653_90_90;ENSMUST00000138477_90_90;ENSMUST00000141258_90_90;ENSMUST00000151218_90_90;ENSMUST00000174616_90_90
ENST00000431054_90_90;0.0;0.36;0.361;0.361;0.361;0.36;0.71;0.36;0.431;0.863;0.486;0.621;0.215;1.0;0.78;0.651;0.291;0.292;0.0;0.288;0.0;0.303;0.494;0.122;0.369;0.292
ENST00000439698_90_90;0.0;0.344;0.345;0.345;0.345;0.344;0.911;0.344;0.553;0.9;0.623;0.797;0.275;0.78;1.0;0.835;0.248;0.249;0.0;0.294;0.0;0.311;0.525;0.119;0.385;0.249
ENST00000453286_90_90;0.0;0.287;0.288;0.288;0.288;0.287;0.917;0.287;0.662;0.752;0.746;0.954;0.33;0.651;0.835;1.0;0.195;0.196;0.0;0.342;0.0;0.362;0.588;0.144;0.449;0.196
ENSMUST00000019050_90_90;0.037;0.868;0.801;0.801;0.801;0.868;0.22;0.868;0.103;0.284;0.126;0.182;0.029;0.291;0.248;0.195;1.0;0.925;0.053;0.202;0.052;0.209;0.295;0.038;0.239;0.925
ENSMUST00000093107_90_90;0.037;0.801;0.868;0.868;0.868;0.801;0.22;0.801;0.103;0.285;0.126;0.183;0.029;0.292;0.249;0.196;0.925;1.0;0.054;0.203;0.053;0.21;0.296;0.038;0.24;1.0
ENSMUST00000125132_90_90;0.133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.053;0.054;1.0;0.242;0.451;0.235;0.172;0.0;0.208;0.054
ENSMUST00000126840_90_90;0.079;0.112;0.112;0.112;0.112;0.112;0.318;0.112;0.423;0.269;0.434;0.356;0.123;0.288;0.294;0.342;0.202;0.203;0.242;1.0;0.223;0.967;0.686;0.183;0.847;0.203
ENSMUST00000129499_90_90;0.178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.052;0.053;0.451;0.223;1.0;0.217;0.162;0.0;0.194;0.053
ENSMUST00000135653_90_90;0.078;0.118;0.119;0.119;0.119;0.118;0.337;0.118;0.412;0.284;0.459;0.376;0.12;0.303;0.311;0.362;0.209;0.21;0.235;0.967;0.217;1.0;0.709;0.177;0.875;0.21
ENSMUST00000138477_90_90;0.069;0.2;0.2;0.2;0.2;0.2;0.568;0.2;0.311;0.479;0.38;0.551;0.089;0.494;0.525;0.588;0.295;0.296;0.172;0.686;0.162;0.709;1.0;0.127;0.811;0.296
ENSMUST00000141258_90_90;0.0;0.039;0.039;0.039;0.039;0.039;0.131;0.039;0.225;0.106;0.197;0.151;0.459;0.122;0.119;0.144;0.038;0.038;0.0;0.183;0.0;0.177;0.127;1.0;0.156;0.038
ENSMUST00000151218_90_90;0.075;0.147;0.147;0.147;0.147;0.147;0.417;0.147;0.37;0.352;0.452;0.466;0.107;0.369;0.385;0.449;0.239;0.24;0.208;0.847;0.194;0.875;0.811;0.156;1.0;0.24
ENSMUST00000174616_90_90;0.037;0.801;0.868;0.868;0.868;0.801;0.22;0.801;0.103;0.285;0.126;0.183;0.029;0.292;0.249;0.196;0.925;1.0;0.054;0.203;0.053;0.21;0.296;0.038;0.24;1.0
