;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.03;0.018;0.032;0.0;0.032;0.041;0.033;0.074;0.2;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.08;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.0;0.0;0.0;0.0;0.03;0.028;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416108_90_90;0.03;0.018;0.032;0.0;0.032;0.041;0.033;0.074;0.2;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.08;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.0;0.0;0.0;0.0;0.03;0.028;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416529_90_90;0.03;0.0;0.032;0.0;0.032;0.041;0.033;0.074;0.2;0.333;0.333;0.333;1.0;0.0;0.053;0.286;0.308;0.08;0.333;0.0;0.333;0.333;0.333;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.051;0.053;0.0;0.054;0.03;0.028;0.033;0.308;0.032;0.063;0.333;0.044;0.098;0.033;0.333;0.308;0.0;0.333;0.286;1.0;0.333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000425184_90_90;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000426951_90_90;0.07;0.055;0.089;0.0;0.1;0.128;0.101;0.24;0.217;0.053;0.053;0.053;0.053;0.0;1.0;0.294;0.312;0.261;0.053;0.0;0.053;0.053;0.053;0.0;0.0;0.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.071;0.02;0.039;0.082;0.065;0.043;0.077;0.1;0.103;0.0;0.105;0.069;0.064;0.101;0.312;0.1;0.203;0.053;0.138;0.324;0.101;0.053;0.312;0.0;0.053;0.294;0.053;0.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000429968_90_90;0.061;0.027;0.065;0.0;0.066;0.083;0.066;0.154;0.444;0.286;0.286;0.286;0.286;0.0;0.294;1.0;0.727;0.167;0.286;0.0;0.286;0.286;0.286;0.0;0.0;0.068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061;0.0;0.03;0.069;0.057;0.032;0.051;0.049;0.051;0.0;0.052;0.06;0.056;0.066;0.727;0.066;0.131;0.286;0.09;0.205;0.066;0.286;0.727;0.0;0.286;1.0;0.286;0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000433027_90_90;0.051;0.018;0.056;0.0;0.066;0.084;0.067;0.157;0.471;0.308;0.308;0.308;0.308;0.0;0.312;0.727;1.0;0.17;0.308;0.0;0.308;0.308;0.308;0.0;0.0;0.069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051;0.0;0.03;0.056;0.047;0.033;0.038;0.033;0.034;0.0;0.034;0.05;0.046;0.067;0.8;0.066;0.133;0.308;0.091;0.211;0.067;0.308;1.0;0.0;0.308;0.727;0.308;0.308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000434927_90_90;0.248;0.284;0.355;0.083;0.383;0.489;0.387;0.882;0.148;0.08;0.08;0.08;0.08;0.0;0.261;0.167;0.17;1.0;0.08;0.2;0.08;0.08;0.08;0.0;0.171;0.342;0.0;0.016;0.083;0.015;0.07;0.17;0.141;0.196;0.25;0.271;0.308;0.314;0.321;0.234;0.405;0.333;0.342;0.076;0.516;0.246;0.316;0.375;0.17;0.372;0.721;0.08;0.511;0.766;0.375;0.08;0.17;0.178;0.08;0.167;0.08;0.08;0.07;0.083;0.008;0.141;0.0;0.0;0.0;0.07;0.119;0.145
ENST00000444878_90_90;0.03;0.018;0.032;0.0;0.032;0.041;0.033;0.074;0.2;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.08;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.0;0.0;0.0;0.0;0.03;0.028;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000448303_90_90;0.378;0.386;0.616;0.439;0.667;0.475;0.658;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;0.111;0.43;0.696;0.259;0.155;0.451;0.163;0.433;0.011;0.23;0.421;0.381;0.429;0.415;0.324;0.389;0.407;0.345;0.252;0.234;0.33;0.191;0.375;0.383;0.631;0.0;0.639;0.337;0.0;0.452;0.17;0.631;0.0;0.0;0.866;0.0;0.0;0.0;0.0;0.421;0.439;0.37;0.23;0.085;0.152;0.272;0.421;0.239;0.117
ENST00000449489_90_90;0.03;0.018;0.032;0.0;0.032;0.041;0.033;0.074;0.2;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.08;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.0;0.0;0.0;0.0;0.03;0.028;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000453310_90_90;0.03;0.018;0.032;0.0;0.032;0.041;0.033;0.074;0.2;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.08;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.0;0.0;0.0;0.0;0.03;0.028;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000455343_90_90;0.03;0.018;0.032;0.0;0.032;0.041;0.033;0.074;0.2;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.08;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.042;0.028;0.033;0.026;0.0;0.0;0.0;0.0;0.03;0.028;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000476806_90_90;0.04;0.037;0.056;0.049;0.074;0.095;0.075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.111;0.0;0.0;0.0;1.0;0.082;0.078;0.321;0.0;0.049;0.0;0.052;0.0;0.0;0.045;0.04;0.042;0.04;0.055;0.037;0.043;0.051;0.0;0.0;0.068;0.0;0.039;0.036;0.057;0.0;0.057;0.0;0.0;0.078;0.0;0.057;0.0;0.0;0.092;0.0;0.0;0.0;0.0;0.052;0.049;0.057;0.0;0.0;0.128;0.071;0.052;0.0;0.0
ENST00000490484_90_90;0.34;0.315;0.341;0.321;0.336;0.427;0.339;0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.171;0.0;0.43;0.0;0.0;0.0;0.082;1.0;0.35;0.429;0.333;0.321;0.37;0.298;0.0;0.429;0.389;0.343;0.357;0.343;0.467;0.318;0.372;0.438;0.329;0.301;0.315;0.19;0.337;0.312;0.35;0.0;0.347;0.36;0.0;0.477;0.127;0.35;0.0;0.0;0.487;0.0;0.0;0.0;0.0;0.286;0.308;0.235;0.429;0.182;0.069;0.091;0.286;0.469;0.115
ENST00000528062_90_90;0.479;0.493;0.866;0.432;0.958;0.62;0.95;0.375;0.065;0.034;0.034;0.034;0.034;0.0;0.104;0.068;0.069;0.342;0.034;0.696;0.034;0.034;0.034;0.078;0.35;1.0;0.224;0.128;0.432;0.144;0.418;0.033;0.174;0.449;0.482;0.496;0.526;0.358;0.528;0.478;0.406;0.243;0.228;0.312;0.23;0.476;0.521;0.902;0.069;0.911;0.438;0.034;0.591;0.31;0.902;0.034;0.069;0.607;0.034;0.068;0.034;0.034;0.408;0.423;0.366;0.183;0.069;0.112;0.268;0.408;0.19;0.157
ENST00000615771_90_90;0.162;0.15;0.192;0.181;0.215;0.274;0.217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.259;0.0;0.0;0.0;0.321;0.429;0.224;1.0;0.222;0.17;0.27;0.178;0.0;0.149;0.185;0.163;0.17;0.163;0.221;0.152;0.177;0.207;0.066;0.039;0.194;0.0;0.16;0.149;0.197;0.0;0.195;0.089;0.0;0.267;0.0;0.197;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.178;0.17;0.196;0.174;0.241;0.109;0.122;0.178;0.167;0.0
ENST00000369086_90_90;0.167;0.154;0.121;0.175;0.123;0.156;0.124;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.155;0.0;0.0;0.0;0.0;0.333;0.128;0.222;1.0;0.163;0.762;0.172;0.0;0.571;0.193;0.168;0.176;0.168;0.235;0.155;0.184;0.219;0.203;0.169;0.167;0.062;0.165;0.152;0.124;0.0;0.123;0.188;0.0;0.169;0.0;0.124;0.0;0.0;0.169;0.0;0.0;0.0;0.0;0.172;0.163;0.19;0.63;0.444;0.0;0.0;0.172;0.586;0.024
ENST00000369093_90_90;0.444;0.418;0.431;0.96;0.428;0.355;0.43;0.122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.0;0.451;0.0;0.0;0.0;0.049;0.321;0.432;0.17;0.163;1.0;0.206;0.948;0.01;0.253;0.492;0.447;0.461;0.447;0.323;0.421;0.476;0.29;0.189;0.173;0.442;0.121;0.44;0.415;0.44;0.0;0.437;0.173;0.0;0.305;0.047;0.44;0.0;0.0;0.466;0.0;0.0;0.0;0.0;0.909;0.96;0.837;0.24;0.082;0.337;0.653;0.909;0.273;0.196
ENST00000412524_90_90;0.186;0.171;0.136;0.194;0.138;0.175;0.139;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.163;0.0;0.0;0.0;0.0;0.37;0.144;0.27;0.762;0.206;1.0;0.217;0.0;0.516;0.214;0.188;0.196;0.188;0.261;0.173;0.205;0.243;0.194;0.161;0.197;0.06;0.184;0.17;0.139;0.0;0.138;0.179;0.0;0.189;0.0;0.139;0.0;0.0;0.177;0.0;0.0;0.0;0.0;0.217;0.206;0.241;0.516;0.381;0.0;0.024;0.217;0.485;0.023
ENST00000436547_90_90;0.427;0.403;0.417;0.909;0.413;0.338;0.416;0.101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.433;0.0;0.0;0.0;0.052;0.298;0.418;0.178;0.172;0.948;0.217;1.0;0.01;0.266;0.475;0.431;0.444;0.431;0.303;0.406;0.459;0.271;0.168;0.152;0.422;0.1;0.424;0.4;0.426;0.0;0.423;0.153;0.0;0.288;0.049;0.426;0.0;0.0;0.447;0.0;0.0;0.0;0.0;0.957;0.909;0.882;0.253;0.086;0.355;0.688;0.957;0.222;0.206
ENST00000479729_90_90;0.03;0.077;0.065;0.019;0.066;0.084;0.067;0.135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.033;0.0;0.0;0.01;0.0;0.01;1.0;0.029;0.034;0.03;0.088;0.084;0.041;0.078;0.033;0.11;0.05;0.052;0.0;0.154;0.029;0.076;0.067;0.0;0.066;0.115;0.0;0.091;0.095;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.01;0.0;0.029;0.0;0.0;0.0;0.01;0.0;0.03
ENST00000497671_90_90;0.245;0.226;0.173;0.24;0.176;0.222;0.177;0.203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.141;0.0;0.23;0.0;0.0;0.0;0.0;0.429;0.174;0.149;0.571;0.253;0.516;0.266;0.029;1.0;0.282;0.247;0.258;0.247;0.343;0.229;0.27;0.32;0.35;0.317;0.212;0.2;0.242;0.224;0.177;0.0;0.176;0.303;0.0;0.239;0.103;0.177;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.253;0.24;0.17;0.862;0.286;0.0;0.0;0.253;0.697;0.209
ENST00000313352_90_90;0.863;0.796;0.5;0.504;0.474;0.397;0.478;0.245;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.196;0.0;0.421;0.0;0.0;0.0;0.045;0.389;0.449;0.185;0.193;0.492;0.214;0.475;0.034;0.282;1.0;0.872;0.911;0.872;0.552;0.804;0.953;0.525;0.402;0.381;0.627;0.267;0.854;0.788;0.5;0.0;0.496;0.33;0.0;0.397;0.133;0.5;0.0;0.0;0.449;0.0;0.0;0.0;0.0;0.462;0.479;0.387;0.298;0.096;0.149;0.256;0.462;0.291;0.216
ENST00000349157_90_90;0.989;0.858;0.554;0.458;0.507;0.435;0.511;0.297;0.068;0.03;0.03;0.03;0.03;0.0;0.071;0.061;0.051;0.25;0.03;0.381;0.03;0.03;0.03;0.04;0.343;0.482;0.163;0.168;0.447;0.188;0.431;0.03;0.247;0.872;1.0;0.804;0.843;0.66;0.922;0.915;0.612;0.48;0.46;0.547;0.343;0.979;0.904;0.532;0.051;0.529;0.378;0.03;0.437;0.191;0.532;0.03;0.051;0.403;0.03;0.061;0.03;0.03;0.42;0.436;0.351;0.26;0.084;0.133;0.233;0.42;0.255;0.19
ENST00000453551_90_90;0.796;0.874;0.559;0.472;0.533;0.46;0.537;0.308;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.271;0.0;0.429;0.0;0.0;0.0;0.042;0.357;0.496;0.17;0.176;0.461;0.196;0.444;0.088;0.258;0.911;0.804;1.0;0.957;0.51;0.882;0.872;0.604;0.371;0.352;0.571;0.343;0.788;0.865;0.56;0.0;0.556;0.393;0.0;0.463;0.198;0.56;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.433;0.45;0.362;0.272;0.088;0.138;0.24;0.433;0.266;0.198
ENST00000456095_90_90;0.835;0.858;0.588;0.458;0.562;0.492;0.566;0.346;0.028;0.03;0.03;0.03;0.03;0.0;0.039;0.03;0.03;0.308;0.03;0.415;0.03;0.03;0.03;0.04;0.343;0.526;0.163;0.168;0.447;0.188;0.431;0.084;0.247;0.872;0.843;0.957;1.0;0.548;0.922;0.915;0.627;0.37;0.352;0.547;0.343;0.827;0.904;0.59;0.03;0.585;0.43;0.03;0.496;0.236;0.59;0.03;0.03;0.415;0.03;0.03;0.03;0.03;0.42;0.436;0.351;0.26;0.084;0.133;0.233;0.42;0.255;0.19
ENST00000526459_90_90;0.653;0.56;0.421;0.333;0.385;0.519;0.388;0.376;0.078;0.042;0.042;0.042;0.042;0.0;0.082;0.069;0.056;0.314;0.042;0.324;0.042;0.042;0.042;0.055;0.467;0.358;0.221;0.235;0.323;0.261;0.303;0.041;0.343;0.552;0.66;0.51;0.548;1.0;0.61;0.594;0.853;0.635;0.608;0.348;0.439;0.646;0.598;0.409;0.056;0.406;0.482;0.042;0.556;0.238;0.409;0.042;0.056;0.359;0.042;0.069;0.042;0.042;0.303;0.323;0.23;0.362;0.118;0.098;0.1;0.303;0.352;0.122
ENST00000526683_90_90;0.913;0.934;0.612;0.432;0.563;0.496;0.567;0.357;0.063;0.028;0.028;0.028;0.028;0.0;0.065;0.057;0.047;0.321;0.028;0.389;0.028;0.028;0.028;0.037;0.318;0.528;0.152;0.155;0.421;0.173;0.406;0.078;0.229;0.804;0.922;0.882;0.922;0.61;1.0;0.843;0.689;0.444;0.426;0.505;0.417;0.904;0.981;0.59;0.047;0.586;0.438;0.028;0.5;0.252;0.59;0.028;0.047;0.389;0.028;0.057;0.028;0.028;0.396;0.411;0.331;0.24;0.078;0.124;0.219;0.396;0.236;0.176
ENST00000527197_90_90;0.905;0.783;0.529;0.488;0.504;0.429;0.507;0.283;0.03;0.033;0.033;0.033;0.033;0.0;0.043;0.032;0.033;0.234;0.033;0.407;0.033;0.033;0.033;0.043;0.372;0.478;0.177;0.184;0.476;0.205;0.459;0.033;0.27;0.953;0.915;0.872;0.915;0.594;0.843;1.0;0.549;0.4;0.38;0.598;0.269;0.896;0.827;0.53;0.033;0.526;0.368;0.033;0.43;0.171;0.53;0.033;0.033;0.432;0.033;0.032;0.033;0.033;0.447;0.464;0.374;0.284;0.092;0.143;0.248;0.447;0.278;0.207
