;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.015;0.013;0.032;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.015;0.024;0.014;0.016;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.04;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416108_90_90;0.015;0.013;0.032;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.015;0.024;0.014;0.016;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.04;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000416529_90_90;0.015;0.0;0.032;0.0;0.03;0.036;0.03;0.061;0.121;0.2;0.2;0.2;1.0;0.0;0.033;0.185;0.202;0.071;0.2;0.0;0.2;0.2;0.2;0.0;0.0;0.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.022;0.014;0.015;0.018;0.136;0.144;0.0;0.152;0.015;0.015;0.03;0.205;0.03;0.053;0.2;0.038;0.085;0.03;0.2;0.202;0.0;0.2;0.185;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000425184_90_90;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575;0.575;0.575;0.0;1.0;0.0;0.0;0.0;0.0;0.575;0.0;0.575;0.575;0.575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575;0.0;0.0;0.0;0.575;0.0;0.0;0.575;0.0;0.0;0.575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000426951_90_90;0.116;0.103;0.157;0.0;0.162;0.203;0.163;0.37;0.134;0.039;0.039;0.039;0.033;0.0;1.0;0.192;0.206;0.442;0.039;0.0;0.039;0.039;0.039;0.0;0.0;0.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.117;0.067;0.087;0.191;0.113;0.09;0.184;0.222;0.236;0.0;0.25;0.116;0.112;0.163;0.208;0.162;0.313;0.039;0.21;0.549;0.163;0.039;0.206;0.0;0.039;0.192;0.033;0.039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000429968_90_90;0.04;0.023;0.062;0.0;0.062;0.077;0.063;0.137;0.311;0.243;0.243;0.243;0.185;0.0;0.192;1.0;0.643;0.163;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.039;0.0;0.015;0.061;0.038;0.016;0.055;0.048;0.051;0.0;0.054;0.039;0.038;0.063;0.656;0.062;0.117;0.243;0.08;0.199;0.063;0.243;0.643;0.0;0.243;1.0;0.185;0.243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000433027_90_90;0.036;0.02;0.058;0.0;0.063;0.079;0.064;0.142;0.336;0.274;0.274;0.274;0.202;0.0;0.206;0.643;1.0;0.169;0.274;0.0;0.274;0.274;0.274;0.0;0.0;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.015;0.056;0.035;0.016;0.05;0.042;0.044;0.0;0.047;0.036;0.034;0.064;0.777;0.063;0.121;0.274;0.082;0.209;0.064;0.274;1.0;0.0;0.274;0.643;0.202;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000434927_90_90;0.247;0.26;0.359;0.137;0.365;0.458;0.37;0.828;0.132;0.078;0.078;0.078;0.071;0.0;0.442;0.163;0.169;1.0;0.078;0.142;0.078;0.078;0.078;0.0;0.102;0.324;0.0;0.017;0.101;0.014;0.087;0.129;0.164;0.195;0.244;0.227;0.254;0.391;0.275;0.222;0.441;0.443;0.469;0.085;0.602;0.241;0.272;0.368;0.171;0.364;0.699;0.079;0.474;0.802;0.368;0.079;0.17;0.123;0.079;0.163;0.071;0.079;0.091;0.106;0.01;0.179;0.0;0.0;0.0;0.091;0.152;0.196
ENST00000444878_90_90;0.015;0.013;0.032;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.015;0.024;0.014;0.016;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.04;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000448303_90_90;0.423;0.432;0.631;0.747;0.634;0.508;0.623;0.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142;0.0;1.0;0.0;0.0;0.0;0.139;0.487;0.661;0.344;0.267;0.686;0.343;0.658;0.001;0.339;0.462;0.424;0.47;0.457;0.518;0.433;0.449;0.534;0.315;0.273;0.617;0.207;0.42;0.429;0.621;0.0;0.632;0.318;0.0;0.513;0.114;0.621;0.0;0.0;0.921;0.0;0.0;0.0;0.0;0.691;0.72;0.642;0.362;0.114;0.212;0.427;0.691;0.41;0.107
ENST00000449489_90_90;0.015;0.013;0.032;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.015;0.024;0.014;0.016;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.04;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000453310_90_90;0.015;0.013;0.032;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.015;0.024;0.014;0.016;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.04;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000455343_90_90;0.015;0.013;0.032;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.015;0.024;0.014;0.016;0.019;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.04;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000476806_90_90;0.052;0.051;0.089;0.093;0.089;0.111;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;0.0;0.0;0.0;1.0;0.079;0.093;0.279;0.0;0.093;0.0;0.096;0.0;0.0;0.057;0.053;0.055;0.054;0.088;0.051;0.056;0.084;0.0;0.0;0.127;0.0;0.052;0.05;0.09;0.0;0.089;0.0;0.0;0.116;0.0;0.09;0.0;0.0;0.153;0.0;0.0;0.0;0.0;0.096;0.093;0.108;0.0;0.0;0.394;0.152;0.096;0.0;0.0
ENST00000490484_90_90;0.338;0.327;0.402;0.566;0.377;0.466;0.381;0.201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.0;0.487;0.0;0.0;0.0;0.079;1.0;0.393;0.436;0.4;0.558;0.649;0.528;0.0;0.493;0.369;0.338;0.356;0.346;0.567;0.328;0.358;0.544;0.333;0.285;0.508;0.179;0.335;0.325;0.406;0.0;0.402;0.333;0.0;0.523;0.073;0.406;0.0;0.0;0.575;0.0;0.0;0.0;0.0;0.536;0.566;0.481;0.505;0.168;0.056;0.219;0.536;0.584;0.108
ENST00000528062_90_90;0.623;0.625;0.95;0.907;0.958;0.7;0.947;0.396;0.059;0.032;0.032;0.032;0.031;0.0;0.169;0.065;0.066;0.324;0.032;0.661;0.032;0.032;0.032;0.093;0.393;1.0;0.287;0.187;0.681;0.303;0.659;0.017;0.237;0.575;0.614;0.602;0.628;0.678;0.64;0.602;0.715;0.393;0.358;0.582;0.321;0.608;0.634;0.944;0.066;0.955;0.474;0.032;0.708;0.306;0.944;0.032;0.066;0.61;0.032;0.065;0.031;0.032;0.688;0.712;0.648;0.25;0.08;0.144;0.445;0.688;0.279;0.159
ENST00000615771_90_90;0.203;0.196;0.281;0.369;0.276;0.344;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.279;0.436;0.287;1.0;0.161;0.368;0.441;0.38;0.0;0.133;0.222;0.203;0.214;0.208;0.34;0.197;0.215;0.326;0.055;0.009;0.423;0.0;0.201;0.195;0.284;0.0;0.281;0.085;0.0;0.365;0.0;0.284;0.0;0.0;0.381;0.0;0.0;0.0;0.0;0.381;0.369;0.427;0.134;0.217;0.188;0.37;0.381;0.136;0.0
ENST00000369086_90_90;0.148;0.146;0.178;0.217;0.179;0.213;0.179;0.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.0;0.267;0.0;0.0;0.0;0.0;0.4;0.187;0.161;1.0;0.216;0.637;0.226;0.0;0.626;0.161;0.148;0.156;0.151;0.254;0.144;0.157;0.243;0.321;0.247;0.17;0.097;0.147;0.142;0.179;0.0;0.179;0.314;0.0;0.219;0.0;0.179;0.0;0.0;0.283;0.0;0.0;0.0;0.0;0.226;0.216;0.252;0.63;0.325;0.0;0.0;0.226;0.607;0.022
ENST00000369093_90_90;0.54;0.531;0.725;0.998;0.695;0.545;0.695;0.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.101;0.0;0.686;0.0;0.0;0.0;0.093;0.558;0.681;0.368;0.216;1.0;0.338;0.957;0.026;0.307;0.581;0.536;0.561;0.546;0.567;0.519;0.565;0.538;0.315;0.273;0.789;0.184;0.536;0.519;0.703;0.0;0.703;0.269;0.0;0.526;0.043;0.703;0.0;0.0;0.703;0.0;0.0;0.0;0.0;0.953;0.997;0.855;0.306;0.077;0.26;0.62;0.953;0.319;0.206
ENST00000412524_90_90;0.239;0.235;0.29;0.338;0.29;0.346;0.29;0.141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.343;0.0;0.0;0.0;0.0;0.649;0.303;0.441;0.637;0.338;1.0;0.354;0.0;0.463;0.26;0.24;0.251;0.244;0.409;0.232;0.253;0.393;0.261;0.202;0.353;0.08;0.237;0.23;0.29;0.0;0.29;0.262;0.0;0.356;0.0;0.29;0.0;0.0;0.362;0.0;0.0;0.0;0.0;0.355;0.339;0.396;0.463;0.217;0.0;0.121;0.355;0.45;0.017
ENST00000436547_90_90;0.521;0.512;0.701;0.955;0.672;0.522;0.672;0.167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.087;0.0;0.658;0.0;0.0;0.0;0.096;0.528;0.659;0.38;0.226;0.957;0.354;1.0;0.027;0.32;0.56;0.517;0.541;0.527;0.541;0.5;0.545;0.512;0.288;0.246;0.754;0.158;0.517;0.5;0.68;0.0;0.68;0.246;0.0;0.503;0.044;0.68;0.0;0.0;0.674;0.0;0.0;0.0;0.0;0.996;0.953;0.894;0.319;0.081;0.272;0.649;0.996;0.277;0.214
ENST00000479729_90_90;0.023;0.039;0.049;0.028;0.049;0.058;0.049;0.099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.129;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.017;0.0;0.0;0.026;0.0;0.027;1.0;0.07;0.025;0.023;0.042;0.041;0.038;0.039;0.024;0.065;0.058;0.062;0.0;0.121;0.023;0.038;0.049;0.0;0.049;0.084;0.0;0.06;0.05;0.049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.027;0.0;0.074;0.0;0.0;0.0;0.028;0.0;0.098
ENST00000497671_90_90;0.222;0.219;0.257;0.315;0.258;0.307;0.258;0.315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.164;0.0;0.339;0.0;0.0;0.0;0.0;0.493;0.237;0.133;0.626;0.307;0.463;0.32;0.07;1.0;0.242;0.223;0.234;0.227;0.381;0.216;0.235;0.365;0.508;0.435;0.245;0.27;0.221;0.214;0.258;0.0;0.258;0.46;0.0;0.317;0.084;0.258;0.0;0.0;0.358;0.0;0.0;0.0;0.0;0.32;0.307;0.22;0.995;0.214;0.0;0.0;0.32;0.809;0.221
ENST00000313352_90_90;0.921;0.893;0.616;0.979;0.612;0.5;0.612;0.269;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.195;0.0;0.462;0.0;0.0;0.0;0.057;0.369;0.575;0.222;0.161;0.581;0.26;0.56;0.025;0.242;1.0;0.921;0.967;0.942;0.506;0.893;0.973;0.494;0.316;0.29;0.435;0.22;0.921;0.893;0.619;0.0;0.619;0.339;0.0;0.498;0.13;0.619;0.0;0.0;0.466;0.0;0.0;0.0;0.0;0.571;0.593;0.489;0.248;0.066;0.121;0.311;0.571;0.244;0.16
ENST00000349157_90_90;1.0;0.942;0.674;0.979;0.649;0.54;0.649;0.316;0.057;0.015;0.015;0.015;0.014;0.0;0.117;0.039;0.036;0.244;0.015;0.424;0.015;0.015;0.015;0.053;0.338;0.614;0.203;0.148;0.536;0.24;0.517;0.023;0.223;0.921;1.0;0.893;0.918;0.582;0.97;0.946;0.564;0.371;0.345;0.403;0.275;1.0;0.97;0.656;0.036;0.656;0.384;0.015;0.539;0.181;0.656;0.015;0.036;0.427;0.015;0.039;0.014;0.015;0.526;0.545;0.45;0.228;0.061;0.111;0.287;0.526;0.224;0.147
ENST00000453551_90_90;0.893;0.923;0.648;0.979;0.643;0.532;0.643;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.0;0.0;0.227;0.0;0.47;0.0;0.0;0.0;0.055;0.356;0.602;0.214;0.156;0.561;0.251;0.541;0.042;0.234;0.967;0.893;1.0;0.974;0.491;0.923;0.942;0.524;0.307;0.281;0.422;0.249;0.893;0.923;0.651;0.0;0.651;0.369;0.0;0.53;0.159;0.651;0.0;0.0;0.465;0.0;0.0;0.0;0.0;0.557;0.578;0.477;0.242;0.065;0.118;0.304;0.557;0.238;0.156
ENST00000456095_90_90;0.918;0.921;0.674;0.979;0.67;0.558;0.67;0.325;0.015;0.015;0.015;0.015;0.014;0.0;0.087;0.015;0.015;0.254;0.015;0.457;0.015;0.015;0.015;0.054;0.346;0.628;0.208;0.151;0.546;0.244;0.527;0.041;0.227;0.942;0.918;0.974;1.0;0.515;0.948;0.968;0.546;0.313;0.288;0.411;0.256;0.918;0.948;0.677;0.015;0.677;0.395;0.015;0.557;0.186;0.677;0.015;0.015;0.452;0.015;0.015;0.014;0.015;0.541;0.562;0.463;0.235;0.063;0.114;0.295;0.541;0.231;0.151
ENST00000526459_90_90;0.587;0.547;0.766;0.747;0.726;0.859;0.726;0.508;0.09;0.024;0.024;0.024;0.022;0.0;0.191;0.061;0.056;0.391;0.024;0.518;0.024;0.024;0.024;0.088;0.567;0.678;0.34;0.254;0.567;0.409;0.541;0.038;0.381;0.506;0.582;0.491;0.515;1.0;0.564;0.531;0.938;0.589;0.547;0.389;0.429;0.587;0.569;0.731;0.056;0.731;0.616;0.024;0.873;0.289;0.731;0.024;0.056;0.529;0.024;0.062;0.022;0.024;0.557;0.584;0.45;0.395;0.106;0.118;0.221;0.557;0.388;0.132
ENST00000526683_90_90;0.97;0.972;0.706;0.979;0.68;0.571;0.68;0.344;0.055;0.014;0.014;0.014;0.014;0.0;0.113;0.038;0.035;0.275;0.014;0.433;0.014;0.014;0.014;0.051;0.328;0.64;0.197;0.144;0.519;0.232;0.5;0.039;0.216;0.893;0.97;0.923;0.948;0.564;1.0;0.918;0.595;0.361;0.336;0.391;0.304;0.97;1.0;0.688;0.035;0.688;0.413;0.014;0.57;0.208;0.688;0.014;0.035;0.427;0.014;0.038;0.014;0.014;0.514;0.533;0.439;0.223;0.06;0.109;0.28;0.514;0.219;0.144
ENST00000527197_90_90;0.946;0.891;0.642;0.979;0.638;0.526;0.638;0.296;0.015;0.016;0.016;0.016;0.015;0.0;0.09;0.016;0.016;0.222;0.016;0.449;0.016;0.016;0.016;0.056;0.358;0.602;0.215;0.157;0.565;0.253;0.545;0.024;0.235;0.973;0.946;0.942;0.968;0.531;0.918;1.0;0.515;0.322;0.296;0.424;0.227;0.946;0.918;0.645;0.016;0.645;0.366;0.016;0.525;0.157;0.645;0.016;0.016;0.453;0.016;0.016;0.015;0.016;0.555;0.575;0.475;0.241;0.064;0.117;0.302;0.555;0.237;0.155
