;ENSCAFT00000006410_90_90;ENSCAFT00000006413_90_90;ENSCAFT00000011282_90_90;ENST00000229471_90_90;ENST00000354650_90_90;ENST00000368667_90_90;ENST00000368678_90_90;ENST00000368682_90_90;ENST00000462598_90_90;ENST00000462856_90_90;ENST00000484067_90_90;ENST00000487824_90_90;ENST00000517419_90_90;ENST00000518295_90_90;ENST00000518630_90_90;ENST00000520518_90_90;ENST00000521062_90_90;ENST00000523238_90_90;ENST00000523570_90_90;ENST00000523574_90_90;ENST00000524310_90_90;ENST00000538466_90_90;ENST00000519728_90_90;ENST00000520050_90_90;ENST00000520220_90_90;ENSMUST00000063091_90_90;ENSMUST00000099967_90_90;ENSMUST00000126486_90_90;ENSMUST00000135242_90_90;ENSMUST00000136659_90_90;ENSMUST00000146287_90_90;ENSMUST00000148152_90_90;ENSMUST00000157009_90_90;ENSMUST00000041377_90_90;ENSMUST00000103010_90_90
ENST00000484067_90_90;0.354;0.0;0.329;0.408;0.359;0.359;0.391;0.391;0.685;0.555;1.0;0.589;0.672;0.727;0.876;0.645;0.965;0.738;0.897;0.794;0.768;0.391;0.0;0.0;0.0;0.391;0.359;0.391;0.391;0.408;0.391;0.933;0.333;0.329;0.228
ENST00000487824_90_90;0.201;0.0;0.179;0.237;0.208;0.208;0.227;0.227;0.862;0.325;0.589;1.0;0.395;0.427;0.516;0.378;0.611;0.434;0.528;0.467;0.452;0.227;0.0;0.0;0.0;0.227;0.208;0.227;0.227;0.237;0.227;0.549;0.565;0.186;0.084
ENST00000517419_90_90;0.512;0.141;0.509;0.587;0.515;0.515;0.56;0.56;0.463;0.82;0.672;0.395;1.0;0.923;0.77;0.958;0.649;0.909;0.752;0.846;0.874;0.56;0.0;0.0;0.0;0.56;0.515;0.56;0.56;0.587;0.56;0.721;0.223;0.503;0.402
ENST00000518295_90_90;0.482;0.107;0.473;0.552;0.485;0.485;0.529;0.529;0.5;0.76;0.727;0.427;0.923;1.0;0.832;0.885;0.702;0.986;0.811;0.916;0.947;0.529;0.0;0.0;0.0;0.529;0.485;0.529;0.529;0.552;0.529;0.779;0.241;0.468;0.366
ENST00000518630_90_90;0.411;0.025;0.381;0.473;0.415;0.415;0.454;0.454;0.599;0.637;0.876;0.516;0.77;0.832;1.0;0.74;0.845;0.845;0.976;0.908;0.878;0.454;0.0;0.0;0.0;0.454;0.415;0.454;0.454;0.473;0.454;0.939;0.292;0.38;0.278
ENST00000520518_90_90;0.531;0.163;0.534;0.609;0.534;0.534;0.581;0.581;0.445;0.855;0.645;0.378;0.958;0.885;0.74;1.0;0.623;0.871;0.722;0.811;0.838;0.581;0.0;0.0;0.0;0.581;0.534;0.581;0.581;0.609;0.581;0.692;0.214;0.528;0.426
ENST00000521062_90_90;0.341;0.0;0.31;0.394;0.346;0.346;0.378;0.378;0.711;0.535;0.965;0.611;0.649;0.702;0.845;0.623;1.0;0.713;0.866;0.766;0.74;0.378;0.0;0.0;0.0;0.378;0.346;0.378;0.378;0.394;0.378;0.901;0.345;0.311;0.21
ENST00000523238_90_90;0.472;0.095;0.458;0.541;0.476;0.476;0.518;0.518;0.508;0.747;0.738;0.434;0.909;0.986;0.845;0.871;0.713;1.0;0.825;0.929;0.961;0.518;0.0;0.0;0.0;0.518;0.476;0.518;0.518;0.541;0.518;0.791;0.245;0.455;0.352
ENST00000523570_90_90;0.4;0.012;0.365;0.461;0.404;0.404;0.442;0.442;0.614;0.621;0.897;0.528;0.752;0.811;0.976;0.722;0.866;0.825;1.0;0.886;0.857;0.442;0.0;0.0;0.0;0.442;0.404;0.442;0.442;0.461;0.442;0.962;0.298;0.365;0.263
ENST00000523574_90_90;0.441;0.059;0.417;0.506;0.445;0.445;0.485;0.485;0.544;0.696;0.794;0.467;0.846;0.916;0.908;0.811;0.766;0.929;0.886;1.0;0.967;0.485;0.0;0.0;0.0;0.485;0.445;0.485;0.485;0.506;0.485;0.851;0.264;0.414;0.312
ENST00000524310_90_90;0.456;0.076;0.436;0.523;0.459;0.459;0.5;0.5;0.527;0.719;0.768;0.452;0.874;0.947;0.878;0.838;0.74;0.961;0.857;0.967;1.0;0.5;0.0;0.0;0.0;0.5;0.459;0.5;0.5;0.523;0.5;0.823;0.255;0.433;0.332
ENST00000538466_90_90;0.883;0.542;0.891;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.895;0.793
ENST00000519728_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.522;0.855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520050_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.522;1.0;0.377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000520220_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.855;0.377;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000063091_90_90;0.883;0.542;0.891;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.895;0.793
ENSMUST00000099967_90_90;1.0;0.482;0.998;0.884;1.0;1.0;0.837;0.837;0.25;0.615;0.359;0.208;0.515;0.485;0.415;0.534;0.346;0.476;0.404;0.445;0.459;0.837;0.0;0.0;0.0;0.837;1.0;0.837;0.837;0.884;0.837;0.385;0.118;0.998;0.896
ENSMUST00000126486_90_90;0.883;0.542;0.891;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.895;0.793
ENSMUST00000135242_90_90;0.883;0.542;0.891;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.895;0.793
ENSMUST00000136659_90_90;0.883;0.542;0.891;1.0;0.884;0.884;0.941;0.941;0.285;0.699;0.408;0.237;0.587;0.552;0.473;0.609;0.394;0.541;0.461;0.506;0.523;0.941;0.0;0.0;0.0;0.941;0.884;0.941;0.941;1.0;0.941;0.438;0.134;0.895;0.793
ENSMUST00000146287_90_90;0.883;0.542;0.891;0.941;0.837;0.837;1.0;1.0;0.274;0.665;0.391;0.227;0.56;0.529;0.454;0.581;0.378;0.518;0.442;0.485;0.5;1.0;0.0;0.0;0.0;1.0;0.837;1.0;1.0;0.941;1.0;0.419;0.129;0.895;0.793
ENSMUST00000148152_90_90;0.38;0.0;0.35;0.438;0.385;0.385;0.419;0.419;0.639;0.595;0.933;0.549;0.721;0.779;0.939;0.692;0.901;0.791;0.962;0.851;0.823;0.419;0.0;0.0;0.0;0.419;0.385;0.419;0.419;0.438;0.419;1.0;0.31;0.35;0.247
ENSMUST00000157009_90_90;0.11;0.0;0.102;0.134;0.118;0.118;0.129;0.129;0.487;0.183;0.333;0.565;0.223;0.241;0.292;0.214;0.345;0.245;0.298;0.264;0.255;0.129;0.0;0.0;0.0;0.129;0.118;0.129;0.129;0.134;0.129;0.31;1.0;0.112;0.067
ENSMUST00000041377_90_90;0.998;0.552;0.998;0.895;0.998;0.998;0.895;0.895;0.231;0.613;0.329;0.186;0.503;0.468;0.38;0.528;0.311;0.455;0.365;0.414;0.433;0.895;0.0;0.0;0.0;0.895;0.998;0.895;0.895;0.895;0.895;0.35;0.112;1.0;0.902
ENSMUST00000103010_90_90;0.893;0.607;0.896;0.793;0.896;0.896;0.793;0.793;0.13;0.512;0.228;0.084;0.402;0.366;0.278;0.426;0.21;0.352;0.263;0.312;0.332;0.793;0.0;0.0;0.0;0.793;0.896;0.793;0.793;0.793;0.793;0.247;0.067;0.902;1.0
