;ENSCAFT00000011194_90_90;ENST00000313726_90_90;ENST00000524757_90_90;ENST00000525169_90_90;ENST00000526057_90_90;ENST00000526062_90_90;ENST00000526099_90_90;ENST00000526126_90_90;ENST00000526155_90_90;ENST00000526241_90_90;ENST00000526757_90_90;ENST00000526828_90_90;ENST00000527347_90_90;ENST00000527392_90_90;ENST00000527473_90_90;ENST00000527510_90_90;ENST00000527516_90_90;ENST00000527930_90_90;ENST00000528196_90_90;ENST00000528523_90_90;ENST00000528527_90_90;ENST00000530338_90_90;ENST00000530438_90_90;ENST00000530580_90_90;ENST00000530593_90_90;ENST00000530938_90_90;ENST00000530959_90_90;ENST00000530991_90_90;ENST00000531060_90_90;ENST00000531093_90_90;ENST00000531578_90_90;ENST00000532734_90_90;ENST00000533016_90_90;ENST00000533020_90_90;ENST00000533225_90_90;ENST00000533471_90_90;ENST00000533580_90_90;ENST00000533681_90_90;ENST00000534127_90_90;ENST00000534248_90_90;ENST00000534278_90_90;ENST00000534665_90_90;ENST00000626808_90_90;ENSMUST00000077909_90_90;ENSMUST00000079282_90_90;ENSMUST00000084738_90_90;ENSMUST00000168005_90_90;ENSMUST00000207394_90_90;ENSMUST00000207745_90_90;ENSMUST00000208583_90_90;ENSMUST00000208734_90_90
ENST00000527347_90_90;0.189;0.174;0.457;0.279;0.0;0.0;0.0;0.113;0.89;0.768;0.027;0.368;1.0;0.405;0.707;0.08;0.792;0.605;0.075;0.675;0.0;0.0;0.027;0.081;0.0;0.565;0.794;0.0;0.0;0.108;0.153;0.043;0.803;0.0;0.11;0.565;0.734;0.728;0.174;0.924;0.0;0.201;0.043;0.181;0.181;0.029;0.029;0.824;0.127;0.885;0.156
ENST00000527392_90_90;0.07;0.065;0.881;0.675;0.0;0.0;0.0;0.197;0.361;0.313;0.031;0.891;0.405;1.0;0.57;0.115;0.508;0.245;0.105;0.277;0.0;0.0;0.031;0.116;0.0;0.718;0.323;0.0;0.0;0.178;0.35;0.052;0.373;0.0;0.185;0.718;0.296;0.298;0.065;0.373;0.0;0.481;0.052;0.071;0.071;0.033;0.033;0.507;0.238;0.473;0.35
ENST00000527473_90_90;0.13;0.12;0.644;0.39;0.0;0.0;0.0;0.142;0.629;0.543;0.029;0.514;0.707;0.57;1.0;0.093;0.893;0.427;0.087;0.479;0.0;0.0;0.029;0.095;0.0;0.794;0.561;0.0;0.0;0.134;0.21;0.047;0.651;0.0;0.136;0.794;0.518;0.516;0.12;0.652;0.0;0.28;0.047;0.121;0.121;0.031;0.031;0.841;0.166;0.782;0.217
ENST00000527510_90_90;0.153;0.152;0.11;0.127;0.203;0.0;0.145;0.445;0.075;0.069;0.258;0.117;0.08;0.115;0.093;1.0;0.088;0.06;0.886;0.065;0.127;0.0;0.258;0.863;0.108;0.101;0.07;0.065;0.216;0.552;0.143;0.413;0.076;0.084;0.504;0.101;0.067;0.068;0.152;0.076;0.0;0.136;0.413;0.155;0.155;0.268;0.268;0.089;0.317;0.087;0.147
ENST00000527516_90_90;0.144;0.134;0.575;0.347;0.0;0.0;0.0;0.131;0.706;0.61;0.029;0.458;0.792;0.508;0.893;0.088;1.0;0.48;0.083;0.537;0.0;0.0;0.029;0.089;0.0;0.708;0.629;0.0;0.0;0.122;0.186;0.046;0.73;0.0;0.126;0.708;0.581;0.579;0.134;0.731;0.0;0.249;0.046;0.136;0.136;0.03;0.03;0.948;0.15;0.882;0.192
ENST00000527930_90_90;0.28;0.251;0.276;0.169;0.0;0.0;0.0;0.076;0.679;0.788;0.024;0.223;0.605;0.245;0.427;0.06;0.48;1.0;0.057;0.859;0.0;0.0;0.024;0.06;0.0;0.342;0.762;0.0;0.0;0.074;0.093;0.09;0.575;0.0;0.075;0.342;0.748;0.835;0.251;0.655;0.0;0.122;0.09;0.263;0.263;0.026;0.026;0.547;0.089;0.587;0.104
ENST00000528196_90_90;0.176;0.174;0.102;0.116;0.309;0.0;0.181;0.397;0.071;0.066;0.294;0.107;0.075;0.105;0.087;0.886;0.083;0.057;1.0;0.062;0.196;0.0;0.294;0.879;0.166;0.095;0.067;0.102;0.298;0.49;0.128;0.469;0.072;0.131;0.448;0.095;0.064;0.065;0.174;0.072;0.0;0.123;0.469;0.178;0.178;0.31;0.31;0.084;0.285;0.081;0.132
ENST00000528523_90_90;0.29;0.268;0.311;0.193;0.0;0.0;0.0;0.086;0.758;0.877;0.025;0.254;0.675;0.277;0.479;0.065;0.537;0.859;0.062;1.0;0.0;0.0;0.025;0.065;0.0;0.386;0.85;0.0;0.0;0.083;0.107;0.038;0.565;0.0;0.084;0.386;0.75;0.927;0.268;0.732;0.0;0.139;0.038;0.274;0.274;0.026;0.026;0.566;0.094;0.607;0.111
ENST00000528527_90_90;0.181;0.179;0.0;0.0;0.381;0.0;0.332;0.0;0.0;0.0;0.302;0.0;0.0;0.0;0.0;0.127;0.0;0.0;0.196;0.0;1.0;0.116;0.302;0.123;0.677;0.0;0.0;0.379;0.468;0.0;0.0;0.492;0.0;0.546;0.0;0.0;0.0;0.0;0.179;0.0;0.0;0.0;0.492;0.183;0.183;0.315;0.315;0.0;0.0;0.0;0.0
ENST00000530338_90_90;0.069;0.074;0.0;0.0;0.0;0.0;0.133;0.0;0.0;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.116;1.0;0.12;0.0;0.324;0.0;0.0;0.149;0.0;0.0;0.0;0.127;0.0;0.223;0.0;0.0;0.0;0.0;0.074;0.0;0.0;0.0;0.127;0.069;0.069;0.115;0.115;0.0;0.0;0.0;0.0
ENST00000530438_90_90;0.575;0.599;0.031;0.033;0.121;0.08;0.875;0.11;0.027;0.026;1.0;0.032;0.027;0.031;0.029;0.258;0.029;0.024;0.294;0.025;0.302;0.12;1.0;0.257;0.387;0.03;0.026;0.807;0.197;0.141;0.033;0.495;0.027;0.549;0.127;0.03;0.026;0.025;0.599;0.027;0.313;0.033;0.495;0.579;0.579;0.981;0.981;0.03;0.077;0.03;0.036
ENST00000530580_90_90;0.152;0.151;0.111;0.128;0.196;0.0;0.144;0.449;0.075;0.07;0.257;0.118;0.081;0.116;0.095;0.863;0.089;0.06;0.879;0.065;0.123;0.0;0.257;1.0;0.105;0.102;0.071;0.064;0.212;0.556;0.144;0.41;0.076;0.082;0.508;0.102;0.067;0.068;0.151;0.076;0.0;0.138;0.41;0.154;0.154;0.267;0.267;0.09;0.321;0.087;0.149
ENST00000530593_90_90;0.216;0.229;0.0;0.0;0.295;0.0;0.425;0.0;0.0;0.0;0.387;0.0;0.0;0.0;0.0;0.108;0.0;0.0;0.166;0.0;0.677;0.324;0.387;0.105;1.0;0.0;0.0;0.486;0.38;0.0;0.0;0.463;0.0;0.697;0.0;0.0;0.0;0.0;0.229;0.0;0.0;0.0;0.463;0.217;0.217;0.374;0.374;0.0;0.0;0.0;0.0
ENST00000530938_90_90;0.098;0.091;0.816;0.485;0.0;0.0;0.0;0.162;0.503;0.435;0.03;0.639;0.565;0.718;0.794;0.101;0.708;0.342;0.095;0.386;0.0;0.0;0.03;0.102;0.0;1.0;0.449;0.0;0.0;0.148;0.252;0.049;0.52;0.0;0.153;1.0;0.413;0.415;0.091;0.52;0.0;0.346;0.049;0.099;0.099;0.032;0.032;0.706;0.187;0.658;0.252
ENST00000530959_90_90;0.237;0.22;0.363;0.222;0.0;0.0;0.0;0.095;0.893;0.967;0.026;0.293;0.794;0.323;0.561;0.07;0.629;0.762;0.067;0.85;0.0;0.0;0.026;0.071;0.0;0.449;1.0;0.0;0.0;0.091;0.122;0.04;0.656;0.0;0.092;0.449;0.87;0.916;0.22;0.86;0.0;0.16;0.04;0.231;0.231;0.027;0.027;0.649;0.104;0.698;0.124
ENST00000530991_90_90;0.463;0.485;0.0;0.0;0.154;0.098;0.888;0.0;0.0;0.0;0.807;0.0;0.0;0.0;0.0;0.065;0.0;0.0;0.102;0.0;0.379;0.149;0.807;0.064;0.486;0.0;0.0;1.0;0.208;0.0;0.0;0.317;0.0;0.687;0.0;0.0;0.0;0.0;0.485;0.0;0.379;0.0;0.317;0.466;0.466;0.785;0.785;0.0;0.0;0.0;0.0
ENST00000531060_90_90;0.12;0.118;0.0;0.0;0.462;0.0;0.216;0.0;0.0;0.0;0.197;0.0;0.0;0.0;0.0;0.216;0.0;0.0;0.298;0.0;0.468;0.0;0.197;0.212;0.38;0.0;0.0;0.208;1.0;0.0;0.0;0.304;0.0;0.282;0.0;0.0;0.0;0.0;0.118;0.0;0.0;0.0;0.304;0.121;0.121;0.211;0.211;0.0;0.0;0.0;0.0
ENST00000531093_90_90;0.081;0.084;0.169;0.21;0.0;0.0;0.032;0.803;0.099;0.09;0.141;0.185;0.108;0.178;0.134;0.552;0.122;0.074;0.49;0.083;0.0;0.0;0.141;0.556;0.0;0.148;0.091;0.0;0.0;1.0;0.257;0.228;0.101;0.0;0.91;0.148;0.085;0.087;0.084;0.101;0.0;0.237;0.228;0.081;0.081;0.139;0.139;0.125;0.589;0.119;0.274
ENST00000531578_90_90;0.021;0.02;0.316;0.5;0.0;0.0;0.0;0.309;0.137;0.119;0.033;0.38;0.153;0.35;0.21;0.143;0.186;0.093;0.128;0.107;0.0;0.0;0.033;0.144;0.0;0.252;0.122;0.0;0.0;0.257;1.0;0.057;0.14;0.0;0.275;0.252;0.111;0.115;0.02;0.14;0.0;0.695;0.057;0.021;0.021;0.036;0.036;0.185;0.474;0.174;1.0
ENST00000532734_90_90;0.309;0.302;0.051;0.054;0.186;0.0;0.386;0.181;0.041;0.04;0.495;0.053;0.043;0.052;0.047;0.413;0.046;0.09;0.469;0.038;0.492;0.127;0.495;0.41;0.463;0.049;0.04;0.317;0.304;0.228;0.057;1.0;0.065;0.413;0.207;0.049;0.06;0.039;0.302;0.042;0.0;0.056;1.0;0.31;0.31;0.534;0.534;0.052;0.145;0.051;0.068
ENST00000533016_90_90;0.174;0.158;0.42;0.257;0.0;0.0;0.0;0.105;0.726;0.636;0.027;0.338;0.803;0.373;0.651;0.076;0.73;0.575;0.072;0.565;0.0;0.0;0.027;0.076;0.0;0.52;0.656;0.0;0.0;0.101;0.14;0.065;1.0;0.0;0.103;0.52;0.691;0.605;0.158;0.75;0.0;0.184;0.065;0.167;0.167;0.029;0.029;0.855;0.129;0.919;0.16
ENST00000533020_90_90;0.308;0.327;0.0;0.0;0.211;0.0;0.604;0.0;0.0;0.0;0.549;0.0;0.0;0.0;0.0;0.084;0.0;0.0;0.131;0.0;0.546;0.223;0.549;0.082;0.697;0.0;0.0;0.687;0.282;0.0;0.0;0.413;0.0;1.0;0.0;0.0;0.0;0.0;0.327;0.0;0.07;0.0;0.413;0.311;0.311;0.531;0.531;0.0;0.0;0.0;0.0
ENST00000533225_90_90;0.071;0.075;0.175;0.221;0.0;0.0;0.017;0.876;0.101;0.091;0.127;0.194;0.11;0.185;0.136;0.504;0.126;0.075;0.448;0.084;0.0;0.0;0.127;0.508;0.0;0.153;0.092;0.0;0.0;0.91;0.275;0.207;0.103;0.0;1.0;0.153;0.086;0.088;0.075;0.103;0.0;0.252;0.207;0.071;0.071;0.122;0.122;0.128;0.645;0.122;0.301
ENST00000533471_90_90;0.098;0.091;0.816;0.485;0.0;0.0;0.0;0.162;0.503;0.435;0.03;0.639;0.565;0.718;0.794;0.101;0.708;0.342;0.095;0.386;0.0;0.0;0.03;0.102;0.0;1.0;0.449;0.0;0.0;0.148;0.252;0.049;0.52;0.0;0.153;1.0;0.413;0.415;0.091;0.52;0.0;0.346;0.049;0.099;0.099;0.032;0.032;0.706;0.187;0.658;0.252
ENST00000533580_90_90;0.227;0.205;0.335;0.204;0.0;0.0;0.0;0.088;0.825;0.844;0.026;0.269;0.734;0.296;0.518;0.067;0.581;0.748;0.064;0.75;0.0;0.0;0.026;0.067;0.0;0.413;0.87;0.0;0.0;0.085;0.111;0.06;0.691;0.0;0.086;0.413;1.0;0.803;0.205;0.795;0.0;0.147;0.06;0.221;0.221;0.027;0.027;0.649;0.102;0.698;0.12
ENST00000533681_90_90;0.267;0.247;0.335;0.207;0.0;0.0;0.0;0.09;0.817;0.947;0.025;0.272;0.728;0.298;0.516;0.068;0.579;0.835;0.065;0.927;0.0;0.0;0.025;0.068;0.0;0.415;0.916;0.0;0.0;0.087;0.115;0.039;0.605;0.0;0.088;0.415;0.803;1.0;0.247;0.788;0.0;0.149;0.039;0.251;0.251;0.027;0.027;0.613;0.101;0.657;0.119
ENST00000534127_90_90;0.989;1.0;0.075;0.043;0.071;0.049;0.528;0.066;0.196;0.229;0.599;0.057;0.174;0.065;0.12;0.152;0.134;0.251;0.174;0.268;0.179;0.074;0.599;0.151;0.229;0.091;0.22;0.485;0.118;0.084;0.02;0.302;0.158;0.327;0.075;0.091;0.205;0.247;1.0;0.188;0.193;0.029;0.302;0.989;0.989;0.579;0.579;0.148;0.045;0.16;0.021
ENST00000534248_90_90;0.202;0.188;0.421;0.257;0.0;0.0;0.0;0.105;0.964;0.832;0.027;0.339;0.924;0.373;0.652;0.076;0.731;0.655;0.072;0.732;0.0;0.0;0.027;0.076;0.0;0.52;0.86;0.0;0.0;0.101;0.14;0.042;0.75;0.0;0.103;0.52;0.795;0.788;0.188;1.0;0.0;0.185;0.042;0.195;0.195;0.028;0.028;0.758;0.117;0.815;0.143
ENST00000534278_90_90;0.191;0.193;0.0;0.0;0.0;0.243;0.345;0.0;0.0;0.0;0.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.313;0.0;0.0;0.0;0.0;0.379;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.193;0.0;1.0;0.0;0.0;0.191;0.191;0.314;0.314;0.0;0.0;0.0;0.0
ENST00000534665_90_90;0.032;0.029;0.428;0.709;0.0;0.0;0.0;0.276;0.179;0.155;0.033;0.536;0.201;0.481;0.28;0.136;0.249;0.122;0.123;0.139;0.0;0.0;0.033;0.138;0.0;0.346;0.16;0.0;0.0;0.237;0.695;0.056;0.184;0.0;0.252;0.346;0.147;0.149;0.029;0.185;0.0;1.0;0.056;0.032;0.032;0.035;0.035;0.248;0.378;0.232;0.695
ENST00000626808_90_90;0.309;0.302;0.051;0.054;0.186;0.0;0.386;0.181;0.041;0.04;0.495;0.053;0.043;0.052;0.047;0.413;0.046;0.09;0.469;0.038;0.492;0.127;0.495;0.41;0.463;0.049;0.04;0.317;0.304;0.228;0.057;1.0;0.065;0.413;0.207;0.049;0.06;0.039;0.302;0.042;0.0;0.056;1.0;0.31;0.31;0.534;0.534;0.052;0.145;0.051;0.068
ENSMUST00000077909_90_90;1.0;0.989;0.082;0.046;0.077;0.054;0.519;0.06;0.205;0.241;0.579;0.06;0.181;0.071;0.121;0.155;0.136;0.263;0.178;0.274;0.183;0.069;0.579;0.154;0.217;0.099;0.231;0.466;0.121;0.081;0.021;0.31;0.167;0.311;0.071;0.099;0.221;0.251;0.989;0.195;0.191;0.032;0.31;1.0;1.0;0.609;0.609;0.137;0.043;0.148;0.021
ENSMUST00000079282_90_90;1.0;0.989;0.082;0.046;0.077;0.054;0.519;0.06;0.205;0.241;0.579;0.06;0.181;0.071;0.121;0.155;0.136;0.263;0.178;0.274;0.183;0.069;0.579;0.154;0.217;0.099;0.231;0.466;0.121;0.081;0.021;0.31;0.167;0.311;0.071;0.099;0.221;0.251;0.989;0.195;0.191;0.032;0.31;1.0;1.0;0.609;0.609;0.137;0.043;0.148;0.021
ENSMUST00000084738_90_90;0.615;0.579;0.033;0.035;0.137;0.092;0.879;0.102;0.028;0.027;0.981;0.034;0.029;0.033;0.031;0.268;0.03;0.026;0.31;0.026;0.315;0.115;0.981;0.267;0.374;0.032;0.027;0.785;0.211;0.139;0.036;0.534;0.029;0.531;0.122;0.032;0.027;0.027;0.579;0.028;0.314;0.035;0.534;0.609;0.609;1.0;1.0;0.029;0.071;0.028;0.033
ENSMUST00000168005_90_90;0.615;0.579;0.033;0.035;0.137;0.092;0.879;0.102;0.028;0.027;0.981;0.034;0.029;0.033;0.031;0.268;0.03;0.026;0.31;0.026;0.315;0.115;0.981;0.267;0.374;0.032;0.027;0.785;0.211;0.139;0.036;0.534;0.029;0.531;0.122;0.032;0.027;0.027;0.579;0.028;0.314;0.035;0.534;0.609;0.609;1.0;1.0;0.029;0.071;0.028;0.033
ENSMUST00000207394_90_90;0.139;0.148;0.573;0.347;0.0;0.0;0.0;0.134;0.73;0.627;0.03;0.457;0.824;0.507;0.841;0.089;0.948;0.547;0.084;0.566;0.0;0.0;0.03;0.09;0.0;0.706;0.649;0.0;0.0;0.125;0.185;0.052;0.855;0.0;0.128;0.706;0.649;0.613;0.148;0.758;0.0;0.248;0.052;0.137;0.137;0.029;0.029;1.0;0.145;0.93;0.185
ENSMUST00000207745_90_90;0.044;0.045;0.219;0.307;0.0;0.0;0.0;0.748;0.115;0.102;0.077;0.256;0.127;0.238;0.166;0.317;0.15;0.089;0.285;0.094;0.0;0.0;0.077;0.321;0.0;0.187;0.104;0.0;0.0;0.589;0.474;0.145;0.129;0.0;0.645;0.187;0.102;0.101;0.045;0.117;0.0;0.378;0.145;0.043;0.043;0.071;0.071;0.145;1.0;0.138;0.474
ENSMUST00000208583_90_90;0.15;0.16;0.534;0.323;0.0;0.0;0.0;0.127;0.784;0.674;0.03;0.425;0.885;0.473;0.782;0.087;0.882;0.587;0.081;0.607;0.0;0.0;0.03;0.087;0.0;0.658;0.698;0.0;0.0;0.119;0.174;0.051;0.919;0.0;0.122;0.658;0.698;0.657;0.16;0.815;0.0;0.232;0.051;0.148;0.148;0.028;0.028;0.93;0.138;1.0;0.174
ENSMUST00000208734_90_90;0.021;0.021;0.316;0.5;0.0;0.0;0.0;0.352;0.139;0.121;0.036;0.38;0.156;0.35;0.217;0.147;0.192;0.104;0.132;0.111;0.0;0.0;0.036;0.149;0.0;0.252;0.124;0.0;0.0;0.274;1.0;0.068;0.16;0.0;0.301;0.252;0.12;0.119;0.021;0.143;0.0;0.695;0.068;0.021;0.021;0.033;0.033;0.185;0.474;0.174;1.0
