;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90;ENSCAFT00000021391_90_90;ENSCAFT00000021394_90_90;ENSCAFT00000021397_90_90;ENST00000227348_90_90;ENST00000533709_90_90;ENST00000252483_90_90;ENST00000252485_90_90;ENST00000585601_90_90;ENST00000591581_90_90;ENST00000592018_90_90;ENST00000331581_90_90;ENST00000452722_90_90;ENST00000536727_90_90;ENST00000537058_90_90;ENST00000540951_90_90;ENST00000542447_90_90;ENST00000542450_90_90;ENST00000543249_90_90;ENST00000543540_90_90;ENST00000545094_90_90;ENST00000545380_90_90;ENST00000612235_90_90;ENST00000616271_90_90;ENSMUST00000034519_90_90;ENSMUST00000180384_90_90;ENSMUST00000180872_90_90;ENSMUST00000188848_90_90;ENSMUST00000034581_90_90;ENSMUST00000085909_90_90;ENSMUST00000114547_90_90;ENSMUST00000114548_90_90;ENSMUST00000143026_90_90;ENSMUST00000152459_90_90;ENSMUST00000214542_90_90;ENSMUST00000075447_90_90;ENSMUST00000108450_90_90
ENST00000592018_90_90;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061;0.0
ENST00000331581_90_90;0.75;0.853;0.942;0.883;0.855;0.859;0.347;0.742;0.768;0.0;0.338;0.0;1.0;0.94;0.939;0.966;0.067;0.878;0.284;0.348;0.213;0.373;0.873;0.724;0.893;0.629;0.643;0.635;0.638;0.878;0.966;0.94;0.904;0.798;1.0;0.069;0.74;0.768
ENST00000452722_90_90;0.709;0.794;0.948;0.824;0.911;0.792;0.282;0.701;0.724;0.0;0.288;0.0;0.94;1.0;0.878;0.973;0.07;0.935;0.302;0.369;0.226;0.396;0.929;0.77;0.897;0.638;0.653;0.648;0.647;0.935;0.973;1.0;0.909;0.849;0.94;0.073;0.697;0.722
ENST00000536727_90_90;0.706;0.796;0.901;0.822;0.815;0.803;0.283;0.698;0.722;0.0;0.286;0.0;0.939;0.878;1.0;0.904;0.071;0.936;0.303;0.37;0.227;0.397;0.931;0.772;0.831;0.637;0.653;0.648;0.647;0.936;0.904;0.878;0.964;0.851;0.939;0.074;0.694;0.718
ENST00000537058_90_90;0.726;0.82;0.974;0.849;0.885;0.821;0.309;0.719;0.742;0.0;0.308;0.0;0.966;0.973;0.904;1.0;0.069;0.909;0.293;0.36;0.22;0.386;0.904;0.749;0.924;0.635;0.649;0.643;0.643;0.909;1.0;0.973;0.936;0.826;0.966;0.072;0.715;0.74
ENST00000540951_90_90;0.0;0.0;0.077;0.0;0.0;0.042;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.07;0.071;0.069;1.0;0.075;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.159;0.156;0.0;0.157;0.076;0.07;0.072;0.074;0.082;0.068;0.877;0.0;0.0
ENST00000542447_90_90;0.665;0.738;0.906;0.762;0.867;0.738;0.217;0.655;0.677;0.0;0.236;0.0;0.878;0.935;0.936;0.909;0.075;1.0;0.324;0.394;0.242;0.424;0.994;0.823;0.833;0.647;0.662;0.663;0.656;1.0;0.909;0.935;0.971;0.907;0.878;0.079;0.65;0.673
ENST00000542450_90_90;0.274;0.325;0.298;0.319;0.329;0.293;0.0;0.269;0.278;0.0;0.0;0.0;0.284;0.302;0.303;0.293;0.0;0.324;1.0;0.315;0.743;0.364;0.326;0.374;0.315;0.435;0.426;0.639;0.43;0.324;0.293;0.302;0.314;0.346;0.284;0.0;0.246;0.256
ENST00000543249_90_90;0.271;0.284;0.364;0.402;0.414;0.424;0.0;0.266;0.274;0.0;0.0;0.0;0.348;0.369;0.37;0.36;0.0;0.394;0.315;1.0;0.367;0.858;0.396;0.455;0.385;0.426;0.443;0.625;0.437;0.402;0.366;0.376;0.391;0.431;0.354;0.0;0.26;0.269
ENST00000543540_90_90;0.189;0.241;0.223;0.238;0.245;0.222;0.0;0.199;0.206;0.0;0.0;0.0;0.213;0.226;0.227;0.22;0.0;0.242;0.743;0.367;1.0;0.426;0.243;0.28;0.235;0.325;0.319;0.473;0.321;0.242;0.22;0.226;0.235;0.259;0.213;0.0;0.19;0.197
ENST00000545094_90_90;0.289;0.308;0.385;0.424;0.438;0.452;0.0;0.284;0.293;0.0;0.0;0.0;0.373;0.396;0.397;0.386;0.0;0.424;0.364;0.858;0.426;1.0;0.426;0.491;0.414;0.472;0.489;0.661;0.483;0.425;0.387;0.398;0.413;0.456;0.374;0.0;0.279;0.288
ENST00000545380_90_90;0.665;0.738;0.901;0.766;0.871;0.738;0.217;0.656;0.678;0.0;0.237;0.0;0.873;0.929;0.931;0.904;0.07;0.994;0.326;0.396;0.243;0.426;1.0;0.828;0.837;0.641;0.655;0.669;0.649;0.994;0.904;0.929;0.966;0.903;0.873;0.073;0.65;0.673
ENST00000612235_90_90;0.607;0.687;0.758;0.747;0.859;0.619;0.142;0.597;0.619;0.0;0.164;0.0;0.724;0.77;0.772;0.749;0.0;0.823;0.374;0.455;0.28;0.491;0.828;1.0;0.809;0.581;0.597;0.76;0.591;0.84;0.763;0.784;0.815;0.899;0.738;0.0;0.589;0.611
ENST00000616271_90_90;0.734;0.851;0.899;0.917;0.958;0.786;0.324;0.73;0.758;0.0;0.319;0.0;0.893;0.897;0.831;0.924;0.0;0.833;0.315;0.385;0.235;0.414;0.837;0.809;1.0;0.559;0.575;0.707;0.569;0.835;0.927;0.9;0.863;0.754;0.895;0.0;0.726;0.754
ENSMUST00000034519_90_90;0.617;0.654;0.713;0.615;0.619;0.699;0.0;0.608;0.62;0.0;0.0;0.0;0.629;0.638;0.637;0.635;0.159;0.647;0.435;0.426;0.325;0.472;0.641;0.581;0.559;1.0;0.978;0.576;0.973;0.667;0.655;0.658;0.663;0.677;0.649;0.139;0.606;0.619
ENSMUST00000180384_90_90;0.616;0.653;0.73;0.631;0.636;0.721;0.0;0.608;0.619;0.0;0.0;0.0;0.643;0.653;0.653;0.649;0.156;0.662;0.426;0.443;0.319;0.489;0.655;0.597;0.575;0.978;1.0;0.598;0.994;0.682;0.67;0.673;0.679;0.693;0.664;0.137;0.606;0.619
ENSMUST00000180872_90_90;0.621;0.676;0.634;0.708;0.714;0.688;0.0;0.619;0.633;0.0;0.0;0.0;0.635;0.648;0.648;0.643;0.0;0.663;0.639;0.625;0.473;0.661;0.669;0.76;0.707;0.576;0.598;1.0;0.592;0.657;0.638;0.643;0.652;0.673;0.631;0.0;0.612;0.627
ENSMUST00000188848_90_90;0.605;0.644;0.724;0.625;0.63;0.712;0.0;0.596;0.607;0.0;0.0;0.0;0.638;0.647;0.647;0.643;0.157;0.656;0.43;0.437;0.321;0.483;0.649;0.591;0.569;0.973;0.994;0.592;1.0;0.676;0.663;0.667;0.672;0.686;0.658;0.138;0.593;0.605
ENSMUST00000034581_90_90;0.666;0.738;0.907;0.758;0.861;0.738;0.217;0.656;0.677;0.0;0.237;0.0;0.878;0.935;0.936;0.909;0.076;1.0;0.324;0.402;0.242;0.425;0.994;0.84;0.835;0.667;0.682;0.657;0.676;1.0;0.909;0.935;0.971;0.905;0.879;0.086;0.651;0.673
ENSMUST00000085909_90_90;0.726;0.82;0.974;0.845;0.88;0.821;0.309;0.72;0.742;0.0;0.308;0.0;0.966;0.973;0.904;1.0;0.07;0.909;0.293;0.366;0.22;0.387;0.904;0.763;0.927;0.655;0.67;0.638;0.663;0.909;1.0;0.973;0.937;0.825;0.966;0.078;0.716;0.74
ENSMUST00000114547_90_90;0.71;0.795;0.948;0.819;0.904;0.793;0.282;0.702;0.724;0.0;0.288;0.0;0.94;1.0;0.878;0.973;0.072;0.935;0.302;0.376;0.226;0.398;0.929;0.784;0.9;0.658;0.673;0.643;0.667;0.935;0.973;1.0;0.909;0.847;0.94;0.081;0.698;0.722
ENSMUST00000114548_90_90;0.682;0.763;0.934;0.784;0.838;0.766;0.245;0.673;0.695;0.0;0.257;0.0;0.904;0.909;0.964;0.936;0.074;0.971;0.314;0.391;0.235;0.413;0.966;0.815;0.863;0.663;0.679;0.652;0.672;0.971;0.937;0.909;1.0;0.88;0.905;0.083;0.669;0.692
ENSMUST00000143026_90_90;0.6;0.657;0.824;0.68;0.777;0.655;0.135;0.588;0.605;0.0;0.159;0.0;0.798;0.849;0.851;0.826;0.082;0.907;0.346;0.431;0.259;0.456;0.903;0.899;0.754;0.677;0.693;0.673;0.686;0.905;0.825;0.847;0.88;1.0;0.797;0.091;0.58;0.599
ENSMUST00000152459_90_90;0.75;0.853;0.942;0.878;0.851;0.859;0.347;0.744;0.768;0.0;0.338;0.0;1.0;0.94;0.939;0.966;0.068;0.878;0.284;0.354;0.213;0.374;0.873;0.738;0.895;0.649;0.664;0.631;0.658;0.879;0.966;0.94;0.905;0.797;1.0;0.075;0.742;0.768
ENSMUST00000214542_90_90;0.0;0.0;0.086;0.0;0.0;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.069;0.073;0.074;0.072;0.877;0.079;0.0;0.0;0.0;0.0;0.073;0.0;0.0;0.139;0.137;0.0;0.138;0.086;0.078;0.081;0.083;0.091;0.075;1.0;0.0;0.0
ENSMUST00000075447_90_90;0.994;0.808;0.71;0.709;0.701;0.723;0.399;1.0;0.675;0.045;0.359;0.061;0.74;0.697;0.694;0.715;0.0;0.65;0.246;0.26;0.19;0.279;0.65;0.589;0.726;0.606;0.606;0.612;0.593;0.651;0.716;0.698;0.669;0.58;0.742;0.0;1.0;0.667
ENSMUST00000108450_90_90;0.791;0.848;0.735;0.738;0.728;0.736;0.41;0.675;1.0;0.085;0.42;0.0;0.768;0.722;0.718;0.74;0.0;0.673;0.256;0.269;0.197;0.288;0.673;0.611;0.754;0.619;0.619;0.627;0.605;0.673;0.74;0.722;0.692;0.599;0.768;0.0;0.667;1.0
