;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000412738_90_90;0.014;0.001;0.054;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.05;0.0;0.053;0.459;0.135;0.0;0.014;0.0;0.015;0.023;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.053;0.051;0.0;0.136;0.0;0.0;0.0;0.053;0.088;0.169
ENST00000416108_90_90;0.014;0.001;0.054;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.05;0.0;0.053;0.459;0.135;0.0;0.014;0.0;0.015;0.023;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.053;0.051;0.0;0.136;0.0;0.0;0.0;0.053;0.088;0.169
ENST00000416529_90_90;0.0;0.003;0.074;0.0;0.03;0.036;0.03;0.061;0.121;0.2;0.2;0.2;1.0;0.0;0.033;0.185;0.202;0.071;0.2;0.0;0.2;0.2;0.2;0.0;0.0;0.031;0.0;0.143;0.127;0.105;0.083;0.245;0.206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.077;0.082;0.0;0.088;0.002;0.002;0.03;0.205;0.03;0.053;0.2;0.037;0.085;0.03;0.2;0.202;0.0;0.2;0.185;1.0;0.2;0.083;0.127;0.049;0.206;0.0;0.0;0.0;0.083;0.295;0.128
ENST00000425184_90_90;0.014;0.001;0.034;0.003;0.0;0.0;0.0;0.0;0.0;0.575;0.575;0.575;0.0;1.0;0.0;0.0;0.0;0.0;0.575;0.0;0.575;0.575;0.575;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.042;0.075;0.113;0.0;0.015;0.0;0.015;0.024;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.0;0.0;0.0;0.0;0.575;0.0;0.0;0.0;0.575;0.0;0.0;0.575;0.0;0.0;0.575;0.042;0.04;0.0;0.114;0.0;0.0;0.0;0.042;0.098;0.144
ENST00000426951_90_90;0.056;0.06;0.153;0.044;0.162;0.203;0.163;0.37;0.134;0.039;0.039;0.039;0.033;0.0;1.0;0.192;0.206;0.442;0.039;0.0;0.039;0.039;0.039;0.0;0.0;0.169;0.0;0.111;0.21;0.085;0.22;0.044;0.085;0.05;0.048;0.049;0.048;0.074;0.047;0.049;0.072;0.149;0.157;0.199;0.127;0.061;0.059;0.116;0.042;0.114;0.216;0.041;0.145;0.364;0.116;0.041;0.042;0.0;0.041;0.039;0.035;0.041;0.22;0.21;0.244;0.085;0.0;0.518;0.248;0.22;0.082;0.0
ENST00000429968_90_90;0.021;0.026;0.07;0.021;0.062;0.077;0.063;0.137;0.311;0.243;0.243;0.243;0.185;0.0;0.192;1.0;0.643;0.163;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.065;0.0;0.148;0.089;0.129;0.093;0.311;0.139;0.02;0.02;0.02;0.019;0.031;0.019;0.02;0.029;0.1;0.106;0.036;0.115;0.026;0.025;0.031;0.255;0.03;0.056;0.248;0.038;0.092;0.031;0.248;0.251;0.0;0.248;0.487;0.188;0.248;0.093;0.089;0.088;0.139;0.0;0.0;0.05;0.093;0.101;0.033
ENST00000433027_90_90;0.011;0.016;0.061;0.0;0.063;0.079;0.064;0.142;0.336;0.274;0.274;0.274;0.202;0.0;0.206;0.643;1.0;0.169;0.274;0.0;0.274;0.274;0.274;0.0;0.0;0.066;0.0;0.221;0.068;0.152;0.072;0.364;0.19;0.0;0.011;0.0;0.0;0.014;0.01;0.0;0.014;0.081;0.085;0.0;0.092;0.016;0.016;0.031;0.29;0.031;0.058;0.28;0.039;0.096;0.031;0.28;0.285;0.0;0.28;0.251;0.206;0.28;0.072;0.068;0.064;0.19;0.0;0.0;0.0;0.072;0.145;0.035
ENST00000434927_90_90;0.078;0.081;0.151;0.071;0.365;0.458;0.37;0.828;0.132;0.078;0.078;0.078;0.071;0.0;0.442;0.163;0.169;1.0;0.078;0.142;0.078;0.078;0.078;0.0;0.102;0.324;0.0;0.065;0.178;0.055;0.185;0.086;0.072;0.071;0.067;0.069;0.067;0.104;0.065;0.07;0.101;0.14;0.147;0.237;0.119;0.081;0.079;0.186;0.125;0.183;0.346;0.123;0.233;0.384;0.186;0.123;0.124;0.062;0.123;0.117;0.106;0.123;0.185;0.179;0.188;0.072;0.0;0.286;0.179;0.185;0.054;0.016
ENST00000444878_90_90;0.014;0.001;0.054;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.05;0.0;0.053;0.459;0.135;0.0;0.014;0.0;0.015;0.023;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.053;0.051;0.0;0.136;0.0;0.0;0.0;0.053;0.088;0.169
ENST00000448303_90_90;0.214;0.208;0.0;0.209;0.634;0.508;0.623;0.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142;0.0;1.0;0.0;0.0;0.0;0.139;0.487;0.661;0.344;0.0;0.0;0.0;0.0;0.0;0.0;0.233;0.215;0.225;0.219;0.053;0.208;0.227;0.051;0.0;0.0;0.171;0.0;0.212;0.206;0.323;0.0;0.319;0.105;0.0;0.233;0.0;0.323;0.0;0.0;0.469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000449489_90_90;0.014;0.001;0.054;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.05;0.0;0.053;0.459;0.135;0.0;0.014;0.0;0.015;0.023;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.053;0.051;0.0;0.136;0.0;0.0;0.0;0.053;0.088;0.169
ENST00000453310_90_90;0.014;0.001;0.054;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.05;0.0;0.053;0.459;0.135;0.0;0.014;0.0;0.015;0.023;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.053;0.051;0.0;0.136;0.0;0.0;0.0;0.053;0.088;0.169
ENST00000455343_90_90;0.014;0.001;0.054;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.05;0.0;0.053;0.459;0.135;0.0;0.014;0.0;0.015;0.023;0.014;0.015;0.019;0.0;0.0;0.0;0.0;0.016;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.053;0.051;0.0;0.136;0.0;0.0;0.0;0.053;0.088;0.169
ENST00000476806_90_90;0.053;0.051;0.0;0.047;0.089;0.111;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.139;0.0;0.0;0.0;1.0;0.079;0.093;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.053;0.056;0.054;0.0;0.051;0.056;0.0;0.0;0.0;0.087;0.0;0.053;0.051;0.081;0.0;0.08;0.0;0.0;0.102;0.0;0.081;0.0;0.0;0.137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000490484_90_90;0.108;0.104;0.0;0.071;0.377;0.466;0.381;0.201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.0;0.487;0.0;0.0;0.0;0.079;1.0;0.393;0.436;0.0;0.0;0.0;0.0;0.0;0.0;0.116;0.107;0.112;0.109;0.087;0.104;0.113;0.076;0.0;0.0;0.211;0.0;0.107;0.104;0.217;0.0;0.215;0.107;0.0;0.274;0.0;0.217;0.0;0.0;0.276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000528062_90_90;0.342;0.339;0.11;0.33;0.958;0.7;0.947;0.396;0.059;0.032;0.032;0.032;0.031;0.0;0.169;0.065;0.066;0.324;0.032;0.661;0.032;0.032;0.032;0.093;0.393;1.0;0.287;0.029;0.108;0.027;0.11;0.033;0.035;0.327;0.305;0.318;0.31;0.125;0.297;0.319;0.116;0.095;0.099;0.323;0.079;0.34;0.33;0.575;0.046;0.569;0.245;0.046;0.391;0.176;0.575;0.046;0.046;0.326;0.046;0.045;0.043;0.046;0.111;0.108;0.109;0.035;0.0;0.12;0.096;0.111;0.027;0.008
ENST00000615771_90_90;0.096;0.093;0.0;0.071;0.276;0.344;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.279;0.436;0.287;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.104;0.095;0.1;0.098;0.056;0.092;0.101;0.046;0.0;0.0;0.188;0.0;0.095;0.092;0.18;0.0;0.186;0.043;0.0;0.226;0.0;0.18;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000369086_90_90;0.052;0.064;0.125;0.009;0.028;0.035;0.029;0.057;0.285;0.0;0.0;0.0;0.143;0.0;0.111;0.148;0.221;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029;0.0;1.0;0.216;0.637;0.226;0.0;0.626;0.0;0.048;0.0;0.0;0.075;0.047;0.0;0.072;0.221;0.234;0.0;0.253;0.059;0.057;0.018;0.101;0.017;0.031;0.0;0.022;0.047;0.018;0.0;0.1;0.0;0.0;0.093;0.152;0.0;0.226;0.216;0.252;0.627;0.326;0.0;0.0;0.226;0.605;0.021
ENST00000369093_90_90;0.318;0.314;0.513;0.274;0.105;0.121;0.106;0.165;0.103;0.05;0.05;0.05;0.127;0.04;0.21;0.089;0.068;0.178;0.05;0.0;0.05;0.05;0.05;0.0;0.0;0.108;0.0;0.216;1.0;0.338;0.957;0.026;0.307;0.215;0.265;0.212;0.219;0.394;0.26;0.223;0.385;0.562;0.519;0.287;0.402;0.324;0.316;0.204;0.045;0.202;0.316;0.06;0.242;0.344;0.204;0.06;0.045;0.036;0.06;0.086;0.153;0.06;0.955;0.998;0.855;0.307;0.077;0.259;0.621;0.955;0.319;0.203
ENST00000412524_90_90;0.12;0.133;0.209;0.063;0.026;0.032;0.026;0.049;0.214;0.0;0.0;0.0;0.105;0.0;0.085;0.129;0.152;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;0.0;0.637;0.338;1.0;0.354;0.0;0.463;0.067;0.113;0.067;0.065;0.179;0.112;0.065;0.176;0.361;0.383;0.052;0.42;0.127;0.125;0.017;0.074;0.016;0.028;0.0;0.02;0.04;0.017;0.0;0.074;0.0;0.0;0.094;0.116;0.0;0.354;0.339;0.396;0.463;0.217;0.0;0.121;0.354;0.45;0.017
ENST00000436547_90_90;0.318;0.314;0.49;0.274;0.107;0.124;0.108;0.171;0.107;0.053;0.053;0.053;0.083;0.042;0.22;0.093;0.072;0.185;0.053;0.0;0.053;0.053;0.053;0.0;0.0;0.11;0.0;0.226;0.957;0.354;1.0;0.027;0.32;0.221;0.272;0.217;0.225;0.409;0.266;0.229;0.4;0.527;0.483;0.299;0.367;0.324;0.316;0.209;0.047;0.207;0.329;0.064;0.249;0.361;0.209;0.064;0.047;0.037;0.064;0.091;0.1;0.064;0.998;0.955;0.894;0.32;0.08;0.271;0.649;0.998;0.277;0.212
ENST00000479729_90_90;0.002;0.0;0.028;0.0;0.032;0.04;0.032;0.072;0.166;0.459;0.459;0.459;0.245;0.075;0.044;0.311;0.364;0.086;0.459;0.0;0.459;0.459;0.459;0.0;0.0;0.033;0.0;0.0;0.026;0.0;0.027;1.0;0.07;0.0;0.002;0.0;0.002;0.004;0.002;0.003;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.032;0.372;0.032;0.06;0.459;0.04;0.104;0.032;0.459;0.364;0.0;0.459;0.311;0.245;0.459;0.027;0.026;0.0;0.07;0.0;0.0;0.0;0.027;0.0;0.086
ENST00000497671_90_90;0.078;0.078;0.203;0.012;0.034;0.041;0.034;0.064;0.322;0.135;0.135;0.135;0.206;0.113;0.085;0.139;0.19;0.072;0.135;0.0;0.135;0.135;0.135;0.0;0.0;0.035;0.0;0.626;0.307;0.463;0.32;0.07;1.0;0.001;0.07;0.001;0.021;0.107;0.068;0.022;0.103;0.222;0.234;0.0;0.251;0.085;0.082;0.034;0.159;0.034;0.058;0.145;0.042;0.085;0.034;0.145;0.169;0.0;0.145;0.149;0.22;0.145;0.321;0.307;0.22;1.0;0.213;0.0;0.0;0.321;0.809;0.216
ENST00000313352_90_90;0.917;0.889;0.223;0.887;0.34;0.214;0.333;0.09;0.048;0.0;0.0;0.0;0.0;0.0;0.05;0.02;0.0;0.071;0.0;0.233;0.0;0.0;0.0;0.058;0.116;0.327;0.104;0.0;0.215;0.067;0.221;0.0;0.001;1.0;0.921;0.967;0.942;0.506;0.893;0.973;0.494;0.316;0.29;0.435;0.22;0.909;0.881;0.558;0.008;0.563;0.271;0.0;0.436;0.129;0.558;0.0;0.008;0.402;0.0;0.021;0.0;0.0;0.22;0.214;0.232;0.001;0.0;0.082;0.256;0.22;0.001;0.05
ENST00000349157_90_90;0.996;0.939;0.277;0.897;0.317;0.2;0.311;0.085;0.097;0.014;0.014;0.014;0.0;0.015;0.048;0.02;0.011;0.067;0.014;0.215;0.014;0.014;0.014;0.053;0.107;0.305;0.095;0.048;0.265;0.113;0.272;0.002;0.07;0.921;1.0;0.893;0.918;0.582;0.97;0.946;0.564;0.371;0.345;0.403;0.275;0.983;0.953;0.561;0.038;0.565;0.287;0.015;0.444;0.151;0.561;0.015;0.04;0.37;0.015;0.05;0.0;0.015;0.271;0.264;0.271;0.07;0.038;0.076;0.237;0.271;0.068;0.059
ENST00000453551_90_90;0.889;0.919;0.245;0.924;0.33;0.208;0.323;0.088;0.047;0.0;0.0;0.0;0.0;0.0;0.049;0.02;0.0;0.069;0.0;0.225;0.0;0.0;0.0;0.056;0.112;0.318;0.1;0.0;0.212;0.067;0.217;0.0;0.001;0.967;0.893;1.0;0.974;0.491;0.923;0.942;0.524;0.307;0.281;0.422;0.249;0.881;0.911;0.544;0.008;0.548;0.264;0.0;0.425;0.125;0.544;0.0;0.008;0.391;0.0;0.02;0.0;0.0;0.216;0.211;0.228;0.001;0.002;0.079;0.248;0.216;0.001;0.049
ENST00000456095_90_90;0.914;0.918;0.261;0.926;0.322;0.203;0.316;0.086;0.056;0.015;0.015;0.015;0.0;0.015;0.048;0.019;0.0;0.067;0.015;0.219;0.015;0.015;0.015;0.054;0.109;0.31;0.098;0.0;0.219;0.065;0.225;0.002;0.021;0.942;0.918;0.974;1.0;0.515;0.948;0.968;0.546;0.313;0.288;0.411;0.256;0.906;0.936;0.544;0.017;0.548;0.269;0.015;0.427;0.132;0.544;0.015;0.019;0.38;0.015;0.029;0.0;0.015;0.224;0.218;0.223;0.021;0.002;0.077;0.242;0.224;0.02;0.06
ENST00000526459_90_90;0.582;0.544;0.38;0.491;0.139;0.162;0.14;0.132;0.156;0.023;0.023;0.023;0.0;0.024;0.074;0.031;0.014;0.104;0.023;0.053;0.023;0.023;0.023;0.0;0.087;0.125;0.056;0.075;0.394;0.179;0.409;0.004;0.107;0.506;0.582;0.491;0.515;1.0;0.564;0.531;0.938;0.589;0.547;0.389;0.429;0.573;0.556;0.354;0.064;0.352;0.461;0.024;0.408;0.243;0.354;0.024;0.067;0.202;0.024;0.083;0.0;0.024;0.408;0.392;0.417;0.107;0.064;0.122;0.381;0.408;0.103;0.096
ENST00000526683_90_90;0.965;0.969;0.299;0.935;0.308;0.195;0.302;0.083;0.095;0.014;0.014;0.014;0.0;0.014;0.047;0.019;0.01;0.065;0.014;0.208;0.014;0.014;0.014;0.051;0.104;0.297;0.092;0.047;0.26;0.112;0.266;0.002;0.068;0.893;0.97;0.923;0.948;0.564;1.0;0.918;0.595;0.361;0.336;0.391;0.304;0.953;0.983;0.547;0.037;0.551;0.28;0.014;0.434;0.147;0.547;0.014;0.039;0.36;0.014;0.049;0.0;0.014;0.265;0.259;0.266;0.068;0.039;0.074;0.23;0.265;0.066;0.057
ENST00000527197_90_90;0.942;0.888;0.24;0.889;0.331;0.209;0.325;0.088;0.058;0.015;0.015;0.015;0.0;0.015;0.049;0.02;0.0;0.07;0.015;0.227;0.015;0.015;0.015;0.056;0.113;0.319;0.101;0.0;0.223;0.065;0.229;0.003;0.022;0.973;0.946;0.942;0.968;0.531;0.918;1.0;0.515;0.322;0.296;0.424;0.227;0.934;0.906;0.558;0.018;0.562;0.276;0.015;0.438;0.136;0.558;0.015;0.02;0.391;0.015;0.03;0.0;0.015;0.228;0.222;0.227;0.022;0.0;0.08;0.25;0.228;0.021;0.062
